tf,target,mode,weight,confidence
LEF1,MYC,Activation,1.0,A
LEF1,MYCBP,Activation,1.0,A
LEF1,NRCAM,Activation,1.0,A
LEF1,NT5E,Activation,1.0,A
LEF1,RAG2,Activation,1.0,A
LEF1,SNAI2,Activation,1.0,A
LEF1,TCF3,Activation,1.0,A
LHX3,FSHB,Activation,1.0,A
LHX4,POU1F1,Activation,1.0,A
LYL1,ERG,Activation,1.0,A
MAF,IL4,Activation,1.0,A
MAF,ITGB7,Activation,1.0,A
MAF,MMP13,Activation,1.0,A
MAFA,INS,Activation,1.0,A
MAFF,OXTR,Activation,1.0,A
MAFG,NQO1,Activation,1.0,A
MAFK,NQO1,Activation,1.0,A
MAX,ODC1,Activation,1.0,A
MAZ,MMP1,Activation,1.0,A
MBD1,SETDB1,Repression,-1.0,A
MBD2,ADGRB1,Activation,0.5,B
MECP2,ESR1,Repression,-1.0,A
MEF2A,JUN,Activation,1.0,A
MEF2A,SLC2A4,Activation,1.0,A
MEF2A,SOST,Repression,-1.0,A
MEF2C,CPT1B,Activation,1.0,A
MEF2C,JUN,Activation,1.0,A
MEF2C,NR4A1,Repression,-1.0,A
MEF2C,SOST,Repression,-1.0,A
MEF2D,ATF3,Activation,1.0,A
MEF2D,JUN,Activation,1.0,A
MEF2D,SOST,Repression,-1.0,A
MITF,ACP5,Activation,1.0,A
MITF,BCL2A1,Repression,-1.0,A
MITF,BEST1,Activation,1.0,A
MITF,BIRC7,Activation,1.0,A
MITF,CDK2,Activation,1.0,A
MITF,CTSK,Activation,1.0,A
MITF,DCT,Activation,1.0,A
MITF,FOS,Activation,1.0,A
MITF,GPNMB,Activation,1.0,A
MITF,HERC2,Activation,1.0,A
MITF,HIF1A,Activation,1.0,A
MITF,HOXB4,Activation,1.0,A
MITF,KCNMA1,Activation,0.5,B
MITF,KIT,Activation,1.0,A
MITF,MET,Activation,1.0,A
MITF,MLANA,Activation,1.0,A
MITF,OCA2,Activation,1.0,A
MITF,PMEL,Activation,1.0,A
MITF,PPARGC1A,Activation,1.0,A
MITF,PRKCB,Activation,1.0,A
MITF,SERPINF1,Activation,1.0,A
MITF,TRPM1,Activation,1.0,A
MITF,TYR,Activation,1.0,A
MITF,TYRP1,Activation,1.0,A
MSC,IL10,Activation,1.0,A
MSC,MMP2,Activation,1.0,A
MXD1,ODC1,Activation,1.0,A
MXD4,ODC1,Activation,1.0,A
MYB,ANPEP,Activation,1.0,A
MYB,BCL2,Activation,1.0,A
MYB,CCNA1,Activation,1.0,A
MYB,CD34,Activation,1.0,A
MYB,CD4,Activation,1.0,A
MYB,CEBPA,Activation,1.0,A
MYB,COL1A1,Activation,1.0,A
MYB,CTSG,Activation,1.0,A
MYB,DHRS2,Activation,1.0,A
MYB,ELANE,Activation,1.0,A
MYB,ERBB2,Activation,1.0,A
MYB,GSTM1,Activation,1.0,A
MYB,KLF1,Activation,1.0,A
MYB,LCK,Activation,1.0,A
MYB,LMO2,Activation,1.0,A
MYB,MAT2A,Activation,1.0,A
MYB,MYC,Activation,1.0,A
MYB,NMU,Activation,1.0,A
MYB,NR3C1,Activation,1.0,A
MYB,PDCD4,Activation,0.5,B
MYB,RAG2,Activation,1.0,A
MYB,SIM2,Activation,1.0,A
MYB,SP3,Activation,1.0,A
MYB,TK1,Activation,1.0,A
MYB,WAS,Activation,1.0,A
MYB,WT1,Activation,1.0,A
MYBL1,DHRS2,Activation,1.0,A
MYBL1,NCL,Activation,1.0,A
MYBL2,MYC,Activation,1.0,A
MYBL2,PSG1,Activation,1.0,A
MYC,ASS1,Activation,1.0,A
MYC,AXIN2,Activation,0.5,B
MYC,BCL2,Activation,1.0,A
MYC,BRD7,Repression,-1.0,A
MYC,CAD,Activation,1.0,A
MYC,CCNA2,Activation,1.0,A
MYC,CCNB1,Activation,1.0,A
MYC,CCND1,Activation,1.0,A
MYC,CCND2,Activation,1.0,A
MYC,CCNE1,Activation,1.0,A
MYC,CDC25C,Activation,1.0,A
MYC,CDK4,Activation,1.0,A
MYC,CDK6,Activation,1.0,A
MYC,CDKN1A,Repression,-1.0,A
MYC,CEBPA,Repression,-1.0,A
MYC,CFLAR,Repression,-1.0,A
MYC,CXCR4,Activation,1.0,A
MYC,DDX18,Activation,1.0,A
MYC,FASLG,Activation,1.0,A
MYC,FOXM1,Activation,1.0,A
MYC,HDAC2,Activation,1.0,A
MYC,HLA-F,Activation,1.0,A
MYC,HNRNPA1,Activation,1.0,A
MYC,HNRNPA2B1,Activation,1.0,A
MYC,HSPA4,Activation,1.0,A
MYC,ID2,Activation,1.0,A
MYC,IER3,Repression,-1.0,A
MYC,JUNB,Repression,-1.0,A
MYC,LDHA,Activation,1.0,A
MYC,MST1,Repression,-1.0,A
MYC,NDRG1,Repression,-1.0,A
MYC,NOL7,Activation,1.0,A
MYC,ODC1,Activation,1.0,A
MYC,PCNA,Activation,1.0,A
MYC,PMAIP1,Activation,1.0,A
MYC,PRDX3,Activation,1.0,A
MYC,RCC1,Activation,1.0,A
MYC,SHMT1,Activation,1.0,A
MYC,SRSF1,Activation,1.0,A
MYC,ST3GAL1,Activation,1.0,A
MYC,TERT,Activation,1.0,A
MYC,TFAP4,Activation,1.0,A
MYC,TFRC,Activation,1.0,A
MYC,TP53,Activation,1.0,A
MYC,UBE2C,Activation,1.0,A
MYC,VEGFA,Activation,1.0,A
MYC,WRN,Activation,1.0,A
MYCN,CTSD,Activation,1.0,A
MYCN,ID2,Activation,0.5,B
MYCN,MCM2,Activation,1.0,A
MYCN,MCM3,Activation,1.0,A
MYCN,MCM4,Activation,1.0,A
MYCN,MCM5,Activation,1.0,A
MYCN,MCM6,Activation,1.0,A
MYCN,MCM7,Activation,1.0,A
MYCN,MCM8,Activation,1.0,A
MYCN,MDM2,Activation,1.0,A
MYCN,MXI1,Repression,-1.0,A
MYCN,NDRG1,Repression,-1.0,A
MYCN,NES,Activation,1.0,A
MYCN,TP53,Activation,1.0,A
MYF6,ACACB,Activation,1.0,A
MYOD1,ACACB,Activation,1.0,A
MYOG,ACACB,Activation,1.0,A
MZF1,TERT,Repression,-1.0,A
NANOG,CDC25A,Repression,-1.0,A
NANOG,CDK6,Repression,-1.0,A
NANOG,CDX2,Repression,-1.0,A
NANOG,KDR,Activation,1.0,A
NANOG,GATA4,Repression,-1.0,A
NANOG,L1TD1,Activation,1.0,A
NANOG,LAMB1,Repression,-1.0,A
NANOG,POU5F1,Activation,1.0,A
NCOA3,BCL2,Activation,1.0,A
NEUROD1,INS,Activation,1.0,A
NEUROG3,NEUROD1,Activation,1.0,A
NFAT5,TNF,Activation,1.0,A
NFATC1,EGR3,Activation,1.0,A
NFATC1,ICAM1,Activation,1.0,A
NFATC1,IFNG,Activation,1.0,A
NFATC1,IL2,Activation,1.0,A
NFATC2,EGR3,Activation,1.0,A
NFATC2,FOXP3,Activation,1.0,A
NFATC2,IFNG,Activation,1.0,A
NFATC2,TERT,Activation,1.0,A
NFE2,GCLC,Activation,0.5,B
NFE2,TBXA2R,Activation,1.0,A
NFE2L2,GCLC,Activation,1.0,A
NFE2L2,GSTA1,Activation,1.0,A
NFE2L2,HMOX1,Activation,1.0,A
NFE2L2,MTHFR,Activation,1.0,A
NFE2L2,NQO1,Activation,1.0,A
NFIA,CDKN1A,Repression,-1.0,A
NFIC,ALAS1,Activation,1.0,A
NFIC,C4BPB,Activation,1.0,A
NFIC,COL18A1,Activation,1.0,A
NFIC,COL1A1,Activation,1.0,A
NFIC,CSH1,Activation,1.0,A
NFIC,CYP17A1,Activation,1.0,A
NFIC,CYP1A1,Repression,-1.0,A
NFIC,FABP7,Activation,1.0,A
NFIC,GFAP,Activation,1.0,A
NFIC,GTF3C1,Activation,1.0,A
NFIC,GTF3C2,Activation,1.0,A
NFIC,GUCY1B1,Activation,1.0,A
NFIC,HMGB1,Activation,1.0,A
NFIC,HSD11B2,Activation,1.0,A
NFIC,ITGA5,Repression,-1.0,A
NFIC,JUN,Activation,1.0,A
NFIC,MATN1,Repression,-1.0,A
NFIC,POLD2,Activation,1.0,A
NFIC,POLE2,Activation,1.0,A
NFIC,SLC34A2,Activation,1.0,A
NFIC,SMUG1,Activation,1.0,A
NFIC,TFPI2,Activation,1.0,A
NFIC,VWF,Activation,1.0,A
NFIL3,IL1B,Repression,-1.0,A
NFKB1,A2M,Activation,1.0,A
NFKB1,ABCB1,Activation,1.0,A
NFKB1,ADORA1,Activation,1.0,A
NFKB1,AGER,Activation,1.0,A
NFKB1,AGT,Activation,1.0,A
NFKB1,AKT1,Repression,-1.0,A
NFKB1,ALOX5AP,Activation,1.0,A
NFKB1,AMH,Activation,1.0,A
NFKB1,AR,Repression,-1.0,A
NFKB1,ATF3,Activation,1.0,A
NFKB1,B2M,Activation,1.0,A
NFKB1,BCL2,Activation,1.0,A
NFKB1,BCL2A1,Activation,1.0,A
NFKB1,BCL2L1,Activation,1.0,A
NFKB1,BCL3,Activation,1.0,A
NFKB1,BIRC2,Activation,1.0,A
NFKB1,BIRC3,Activation,1.0,A
NFKB1,BIRC5,Activation,1.0,A
NFKB1,BRCA2,Activation,1.0,A
NFKB1,BST1,Activation,1.0,A
NFKB1,CCL11,Activation,1.0,A
NFKB1,CCL2,Activation,1.0,A
NFKB1,CCL22,Activation,1.0,A
NFKB1,CCL3,Activation,1.0,A
NFKB1,CCL4,Activation,1.0,A
NFKB1,CCL5,Activation,1.0,A
NFKB1,CCND1,Activation,1.0,A
NFKB1,CCND2,Activation,1.0,A
NFKB1,CCR7,Activation,1.0,A
NFKB1,CD40,Activation,1.0,A
NFKB1,CD40LG,Activation,1.0,A
NFKB1,CD58,Activation,1.0,A
NFKB1,CD69,Activation,1.0,A
NFKB1,CD74,Activation,1.0,A
NFKB1,CD80,Activation,1.0,A
NFKB1,CD83,Activation,1.0,A
NFKB1,CD86,Activation,1.0,A
NFKB1,CDK4,Activation,1.0,A
NFKB1,CFLAR,Activation,1.0,A
NFKB1,CFTR,Activation,1.0,A
NFKB1,COL1A1,Repression,-1.0,A
NFKB1,COL1A2,Repression,-1.0,A
NFKB1,CR2,Activation,1.0,A
NFKB1,CRMP1,Activation,1.0,A
NFKB1,CRP,Activation,1.0,A
NFKB1,CSF1,Activation,1.0,A
NFKB1,CSF2,Activation,1.0,A
NFKB1,CSNK2A1,Activation,1.0,A
NFKB1,CTCF,Repression,-1.0,A
NFKB1,CTSB,Activation,1.0,A
NFKB1,CXCL1,Activation,1.0,A
NFKB1,CXCL10,Activation,1.0,A
NFKB1,CXCL2,Activation,1.0,A
NFKB1,CXCL5,Activation,1.0,A
NFKB1,CXCL8,Activation,1.0,A
NFKB1,CYP19A1,Repression,-1.0,A
NFKB1,CYP27B1,Activation,1.0,A
NFKB1,EBI3,Activation,1.0,A
NFKB1,EDN1,Activation,1.0,A
NFKB1,EGFR,Activation,1.0,A
NFKB1,ELF3,Activation,1.0,A
NFKB1,ERAP1,Activation,0.5,B
NFKB1,F3,Activation,1.0,A
NFKB1,F8,Activation,1.0,A
NFKB1,FAS,Activation,1.0,A
NFKB1,FASLG,Activation,1.0,A
NFKB1,FBP1,Activation,1.0,A
NFKB1,VEGFD,Activation,1.0,A
NFKB1,FN1,Activation,1.0,A
NFKB1,GADD45G,Activation,1.0,A
NFKB1,GATA3,Activation,1.0,A
NFKB1,GDNF,Activation,1.0,A
NFKB1,GSTP1,Activation,1.0,A
NFKB1,HDAC7,Activation,0.5,B
NFKB1,HIF1A,Activation,1.0,A
NFKB1,HLA-F,Activation,1.0,A
NFKB1,HMOX1,Activation,1.0,A
NFKB1,HSD11B2,Activation,1.0,A
NFKB1,ICAM1,Activation,1.0,A
NFKB1,IER3,Activation,1.0,A
NFKB1,IFNA1,Activation,1.0,A
NFKB1,IFNB1,Activation,1.0,A
NFKB1,IFNG,Activation,1.0,A
NFKB1,IL10,Activation,1.0,A
NFKB1,IL12A,Activation,1.0,A
NFKB1,IL12B,Repression,-1.0,A
NFKB1,IL17C,Activation,1.0,A
NFKB1,IL18,Activation,1.0,A
NFKB1,IL1A,Repression,-1.0,A
NFKB1,IL1B,Activation,1.0,A
NFKB1,IL1RN,Activation,1.0,A
NFKB1,IL2,Activation,1.0,A
NFKB1,IL23A,Activation,1.0,A
NFKB1,IL2RA,Activation,1.0,A
NFKB1,IL4,Activation,1.0,A
NFKB1,IL6,Activation,1.0,A
NFKB1,IRF1,Activation,1.0,A
NFKB1,IRF4,Activation,1.0,A
NFKB1,IRF7,Activation,1.0,A
NFKB1,JUNB,Activation,1.0,A
NFKB1,KDM2A,Activation,0.5,B
NFKB1,KLK3,Activation,1.0,A
NFKB1,LPL,Activation,1.0,A
NFKB1,MADCAM1,Activation,1.0,A
NFKB1,MAT2A,Activation,1.0,A
NFKB1,MICA,Activation,1.0,A
NFKB1,MMP13,Activation,1.0,A
NFKB1,MMP14,Activation,1.0,A
NFKB1,MMP2,Activation,1.0,A
NFKB1,MMP3,Activation,1.0,A
NFKB1,MMP9,Activation,1.0,A
NFKB1,MYC,Activation,1.0,A
NFKB1,NCOR2,Activation,0.5,B
NFKB1,NFKBIA,Activation,1.0,A
NFKB1,NOD2,Activation,1.0,A
NFKB1,NOLC1,Activation,1.0,A
NFKB1,NOS1,Activation,1.0,A
NFKB1,NOS2,Activation,1.0,A
NFKB1,NOS3,Activation,1.0,A
NFKB1,PDE7A,Activation,1.0,A
NFKB1,PIGR,Activation,1.0,A
NFKB1,PLAU,Activation,1.0,A
NFKB1,PLAUR,Activation,1.0,A
NFKB1,PTAFR,Activation,1.0,A
NFKB1,PTGS2,Activation,1.0,A
NFKB1,PTHLH,Activation,1.0,A
NFKB1,PTPN13,Activation,1.0,A
NFKB1,RIPK2,Activation,1.0,A
NFKB1,RRM2B,Activation,1.0,A
NFKB1,SELE,Activation,1.0,A
NFKB1,SERPINA3,Repression,-1.0,A
NFKB1,SERPINB1,Activation,1.0,A
NFKB1,SERPINE1,Activation,1.0,A
NFKB1,SOCS3,Activation,1.0,A
NFKB1,SOD2,Activation,1.0,A
NFKB1,SQSTM1,Activation,0.5,B
NFKB1,TBX21,Activation,1.0,A
NFKB1,TFF3,Activation,1.0,A
NFKB1,TFPI2,Activation,1.0,A
NFKB1,THBD,Repression,-1.0,A
NFKB1,TIMP1,Repression,-1.0,A
NFKB1,TLR2,Activation,1.0,A
NFKB1,TNC,Activation,1.0,A
NFKB1,TNF,Activation,1.0,A
NFKB1,TNFAIP3,Activation,1.0,A
NFKB1,TNFRSF10A,Activation,1.0,A
NFKB1,TNFRSF10B,Activation,1.0,A
NFKB1,TNFSF10,Activation,1.0,A
NFKB1,TNIP3,Activation,0.5,B
NFKB1,TP53,Activation,1.0,A
NFKB1,TRAF1,Activation,1.0,A
NFKB1,TRAF2,Activation,1.0,A
NFKB1,VCAM1,Activation,1.0,A
NFKB1,VEGFA,Activation,1.0,A
NFKB1,VWF,Activation,1.0,A
NFKB1,WT1,Activation,1.0,A
NFKB1,XIAP,Activation,1.0,A
NFKB2,CCL21,Activation,1.0,A
NFKB2,CCND2,Activation,1.0,A
NFKB2,CDK6,Activation,1.0,A
NFKB2,SELP,Activation,1.0,A
NFKB2,SND1,Activation,1.0,A
NFYA,ABCB1,Activation,1.0,A
NFYA,DDIT3,Activation,1.0,A
NFYA,FXR2,Activation,1.0,A
NFYA,SP3,Activation,1.0,A
NFYB,FXR2,Activation,1.0,A
NKX2-1,SFTPA1,Activation,1.0,A
NKX2-1,SFTPB,Activation,1.0,A
NKX2-5,GATA4,Activation,1.0,A
NPAS2,CRY1,Activation,1.0,A
NPAS2,CRY2,Activation,1.0,A
NPAS2,PER1,Activation,1.0,A
NPAS2,PER2,Activation,1.0,A
NR0B1,NR1H4,Repression,-1.0,A
NR0B1,NR5A1,Repression,-1.0,A
NR1H2,ABCA1,Activation,1.0,A
NR1H2,ABCG1,Activation,1.0,A
NR1H3,ABCA1,Activation,1.0,A
NR1H3,ABCG1,Activation,1.0,A
NR1H3,BHLHE40,Activation,1.0,A
NR1H4,ABCB11,Activation,1.0,A
NR1H4,ABCB4,Activation,1.0,A
NR1H4,ABCC4,Repression,-1.0,A
NR1H4,FABP6,Activation,1.0,A
NR1H4,NR1I2,Activation,1.0,A
NR1H4,UGT2B4,Repression,-1.0,A
NR1I2,CYP3A4,Activation,1.0,A
NR1I2,CYP4F12,Activation,1.0,A
NR1I3,UGT1A1,Activation,1.0,A
NR2F1,APOA2,Repression,-1.0,A
NR2F1,APOC3,Repression,-1.0,A
NR2F1,CYP19A1,Repression,-1.0,A
NR2F1,LHCGR,Repression,-1.0,A
NR2F2,POU5F1,Repression,-1.0,A
NR2F2,PPARA,Repression,-1.0,A
NR2F6,APOB,Activation,0.5,B
NR2F6,LHCGR,Repression,-1.0,A
NR3C1,ATF2,Repression,-1.0,A
NR3C1,ATP1B1,Repression,-1.0,A
NR3C1,BGLAP,Repression,-1.0,A
NR3C1,CALD1,Activation,1.0,A
NR3C1,CDK6,Repression,-1.0,A
NR3C1,ETS1,Repression,-1.0,A
NR3C1,RLN1,Activation,1.0,A
NR3C1,RLN2,Activation,1.0,A
NR3C1,SCNN1A,Activation,1.0,A
NR3C2,ATP1B1,Repression,-1.0,A
NR4A1,CYP17A1,Activation,1.0,A
NR4A1,E2F1,Activation,1.0,A
NR4A1,HSD3B2,Activation,1.0,A
NR4A1,MDM2,Repression,-1.0,A
NR4A1,STAR,Activation,1.0,A
NR5A1,AMH,Activation,1.0,A
NR5A1,CYP11A1,Activation,1.0,A
NR5A1,CYP11B1,Activation,1.0,A
NR5A1,CYP11B2,Repression,-1.0,A
NR5A1,CYP17A1,Activation,1.0,A
NR5A1,CYP19A1,Activation,1.0,A
NR5A1,HSD3B2,Activation,1.0,A
NR5A1,LHB,Activation,1.0,A
NR5A1,MC2R,Activation,1.0,A
NR5A1,NR0B1,Activation,1.0,A
NR5A1,POU5F1,Activation,1.0,A
NR5A1,SRY,Activation,1.0,A
NR5A1,STAR,Activation,1.0,A
NR5A2,CYP11B1,Activation,1.0,A
NRF1,CAPNS1,Activation,1.0,A
NRF1,FMR1,Activation,1.0,A
NRF1,FXR2,Activation,1.0,A
NRF1,PRDX5,Activation,1.0,A
NRL,RHO,Activation,1.0,A
ONECUT1,MITF,Activation,0.5,B
ONECUT2,SYTL4,Repression,-1.0,A
OTX2,RBP3,Activation,1.0,A
PAX1,PDGFRA,Activation,1.0,A
PAX2,TP53,Repression,-1.0,A
PAX2,WT1,Activation,1.0,A
PAX3,BCL2L1,Activation,1.0,A
PAX3,MET,Activation,1.0,A
PAX3,MITF,Activation,1.0,A
PAX4,INS,Repression,-1.0,A
PAX5,BCL2,Repression,-1.0,A
PAX5,BLK,Activation,1.0,A
PAX5,CD19,Activation,1.0,A
PAX5,CD79A,Activation,1.0,A
PAX5,FCER2,Activation,0.5,B
PAX5,PRDM1,Repression,-1.0,A
PAX5,PRKCE,Activation,0.5,B
PAX5,TP53,Activation,1.0,A
PAX5,XBP1,Repression,-1.0,A
PAX6,ITGA5,Activation,1.0,A
PAX6,ITGB1,Activation,1.0,A
PAX6,KRT12,Activation,1.0,A
PAX6,MET,Activation,1.0,A
PAX6,MMP2,Activation,1.0,A
PAX6,PCSK1,Activation,1.0,A
PAX6,PDHX,Repression,-1.0,A
PAX8,E2F1,Activation,1.0,A
PAX8,NCAM1,Activation,1.0,A
PAX8,SLC5A5,Activation,1.0,A
PAX8,TG,Activation,1.0,A
PAX8,TP53,Repression,-1.0,A
PAX8,TSHR,Repression,-1.0,A
PAX8,WT1,Activation,1.0,A
PBX1,NANOG,Activation,1.0,A
PBX1,VCP,Activation,1.0,A
PBX2,UGT2B17,Repression,-1.0,A
PCGF2,HOXA7,Activation,1.0,A
PDX1,GCK,Activation,1.0,A
PDX1,INS,Activation,1.0,A
PGR,BCL2,Activation,1.0,A
PGR,CCND1,Activation,1.0,A
PGR,CYP19A1,Repression,-1.0,A
PGR,EGFR,Activation,0.5,B
PGR,ESR1,Activation,1.0,A
PGR,HLTF,Activation,1.0,A
PGR,IGFBP1,Activation,1.0,A
PGR,KLK3,Activation,1.0,A
PGR,MYC,Repression,-1.0,A
PGR,PLD1,Activation,0.5,B
PGR,RLN1,Activation,1.0,A
PGR,RLN2,Activation,1.0,A
PGR,VEGFA,Repression,-1.0,A
PITX1,FSHB,Activation,1.0,A
PITX1,PRL,Activation,1.0,A
PITX2,FSHB,Activation,1.0,A
PKNOX1,PTPN6,Activation,1.0,A
PLAG1,ABCC6,Activation,1.0,A
PLAGL1,ABCC6,Activation,1.0,A
POU1F1,GH1,Activation,1.0,A
POU1F1,GH2,Activation,1.0,A
POU1F1,GHR,Activation,1.0,A
POU1F1,PRL,Activation,1.0,A
POU2F1,BDKRB1,Activation,1.0,A
POU2F1,CCND1,Activation,1.0,A
POU2F1,CDX2,Activation,1.0,A
POU2F1,GADD45A,Activation,1.0,A
POU2F1,GCM1,Activation,1.0,A
POU2F1,GNRH1,Activation,1.0,A
POU2F1,HBG1,Repression,-1.0,A
POU2F1,HPGDS,Activation,1.0,A
POU2F1,IL2,Activation,1.0,A
POU2F1,IL4,Activation,1.0,A
POU2F1,IL5,Activation,1.0,A
POU2F1,LCT,Activation,1.0,A
POU2F1,PLAU,Activation,1.0,A
POU2F1,POU2AF1,Activation,1.0,A
POU2F1,PTGIR,Activation,1.0,A
POU2F1,RPTOR,Activation,1.0,A
POU2F1,RRM2B,Activation,1.0,A
POU2F1,SNAPC1,Activation,1.0,A
POU2F1,SPP1,Activation,1.0,A
POU2F1,ST6GAL1,Activation,1.0,A
POU2F1,TRA,Activation,1.0,A
POU2F1,TXNRD1,Activation,1.0,A
POU2F1,UGT2B7,Activation,1.0,A
POU2F1,VCAM1,Repression,-1.0,A
POU2F1,VWF,Activation,1.0,A
POU2F2,HLA-DOB,Activation,1.0,A
POU2F2,HLA-DRA,Activation,1.0,A
POU2F2,IL5,Activation,1.0,A
POU2F2,SPI1,Activation,1.0,A
POU2F2,SPP1,Activation,1.0,A
POU2F2,TRA,Activation,1.0,A
POU2F3,SPRR2A,Activation,1.0,A
POU3F1,GNRH1,Activation,1.0,A
POU3F2,GNRH1,Activation,1.0,A
POU4F2,CCND1,Activation,1.0,A
POU5F1,CDX2,Repression,-1.0,A
POU5F1,ID2,Repression,-1.0,A
POU5F1,LEFTY1,Activation,1.0,A
POU5F1,NANOG,Activation,1.0,A
POU5F1,SOX2,Activation,1.0,A
PPARA,ACOX1,Activation,1.0,A
PPARA,ACSL1,Activation,1.0,A
PPARA,ANGPTL4,Activation,1.0,A
PPARA,APOA4,Activation,1.0,A
PPARA,APOA5,Activation,1.0,A
PPARA,APOB,Activation,1.0,A
PPARA,APOBR,Repression,-1.0,A
PPARA,APOC3,Repression,-1.0,A
PPARA,CD36,Activation,1.0,A
PPARA,CPT1A,Activation,1.0,A
PPARA,CYP1A1,Activation,1.0,A
PPARA,LPL,Activation,1.0,A
PPARA,MMP9,Repression,-1.0,A
PPARA,NFKBIA,Activation,1.0,A
PPARA,PTGS2,Repression,-1.0,A
PPARA,SERPINE1,Activation,1.0,A
PPARA,TUBA1B,Repression,-1.0,A
PPARA,UCP1,Activation,1.0,A
PPARD,ANGPTL4,Activation,1.0,A
PPARD,LPL,Activation,1.0,A
PPARD,SAT1,Activation,1.0,A
PPARG,ABCG2,Activation,1.0,A
PPARG,ADIPOQ,Activation,1.0,A
PPARG,ANGPTL4,Activation,1.0,A
PPARG,APOB,Repression,-1.0,A
PPARG,APOBR,Repression,-1.0,A
PPARG,ATP2A2,Activation,1.0,A
PPARG,BCL2,Activation,1.0,A
PPARG,CCND1,Repression,-1.0,A
PPARG,CD36,Activation,1.0,A
PPARG,CD83,Activation,1.0,A
PPARG,CDKN1A,Activation,1.0,A
PPARG,CPT1B,Activation,1.0,A
PPARG,DBI,Activation,1.0,A
PPARG,EGFR,Repression,-1.0,A
PPARG,FABP4,Activation,1.0,A
PPARG,GK,Activation,1.0,A
PPARG,LIPE,Activation,1.0,A
PPARG,MMP1,Repression,-1.0,A
PPARG,MMP9,Repression,-1.0,A
PPARG,MYC,Repression,-1.0,A
PPARG,NR1H3,Activation,1.0,A
PPARG,PLIN2,Activation,1.0,A
PPARG,POU2F1,Activation,1.0,A
PPARG,PTEN,Activation,1.0,A
PPARG,PTGS2,Repression,-1.0,A
PPARG,RARB,Activation,1.0,A
PPARG,RETN,Repression,-1.0,A
PPARG,SAT1,Activation,1.0,A
PPARG,SERPINE1,Repression,-1.0,A
PPARG,SLC2A4,Repression,-1.0,A
PPARG,TNFRSF11B,Repression,-1.0,A
PPARG,TP53,Activation,1.0,A
PPARG,TSHR,Repression,-1.0,A
PPARG,TXNIP,Repression,-0.5,B
PPARG,VLDLR,Activation,1.0,A
PRDM1,CIITA,Repression,-1.0,A
PRDM1,MYC,Repression,-1.0,A
PRDM14,POU5F1,Activation,1.0,A
PROX1,CYP7A1,Repression,-1.0,A
PROX1,NR5A2,Repression,-1.0,A
PURA,AR,Repression,-1.0,A
RARA,CCNA1,Repression,-1.0,A
RARA,CDKN1A,Activation,1.0,A
RARA,CXCR5,Activation,1.0,A
RARA,ETS1,Activation,1.0,A
RARA,HNF4A,Activation,1.0,A
RARA,HSD17B2,Activation,1.0,A
RARA,ICAM1,Activation,1.0,A
RARA,MACROD1,Repression,-1.0,A
RARA,MAOB,Activation,1.0,A
RARA,MUC5AC,Activation,1.0,A
RARA,NR1I3,Activation,1.0,A
RARA,PLAU,Activation,1.0,A
RARA,PRKCA,Activation,1.0,A
RARA,RARB,Activation,1.0,A
RARA,RPTOR,Activation,1.0,A
RARA,SCD,Activation,1.0,A
RARA,SFTPB,Activation,1.0,A
RARA,THBD,Activation,1.0,A
RARB,ADH5,Activation,1.0,A
RARG,ICAM1,Activation,1.0,A
RARG,RARB,Activation,1.0,A
RBPJ,CR2,Activation,1.0,A
RBPJ,NFKB1,Activation,1.0,A
RBPJ,PTEN,Repression,-1.0,A
REL,BIRC3,Activation,1.0,A
REL,CCL2,Activation,1.0,A
REL,CCL5,Activation,1.0,A
REL,CD40LG,Activation,1.0,A
REL,CRP,Activation,1.0,A
REL,CSRP1,Activation,1.0,A
REL,EPHB2,Repression,-1.0,A
REL,F3,Activation,1.0,A
REL,ICAM1,Activation,1.0,A
REL,IER3,Activation,1.0,A
REL,IL12B,Repression,-1.0,A
REL,IL1B,Activation,1.0,A
REL,IL2,Activation,1.0,A
REL,IL2RA,Activation,1.0,A
REL,IL6,Repression,-1.0,A
REL,SELE,Activation,1.0,A
REL,TNFAIP3,Activation,1.0,A
RELA,ABCB1,Activation,1.0,A
RELA,AGER,Activation,1.0,A
RELA,AGT,Activation,1.0,A
RELA,AKT1,Repression,-1.0,A
RELA,AMH,Activation,1.0,A
RELA,AR,Repression,-1.0,A
RELA,BAX,Repression,-1.0,A
RELA,BCL2,Activation,1.0,A
RELA,BCL2A1,Activation,1.0,A
RELA,BCL2L1,Activation,1.0,A
RELA,BCL3,Activation,1.0,A
RELA,BIRC2,Activation,1.0,A
RELA,BIRC3,Activation,1.0,A
RELA,BIRC5,Activation,1.0,A
RELA,BRCA2,Activation,1.0,A
RELA,CCL11,Activation,1.0,A
RELA,CCL2,Activation,1.0,A
RELA,CCL20,Activation,1.0,A
RELA,CCL3,Activation,1.0,A
RELA,CCL4,Activation,1.0,A
RELA,CCL5,Activation,1.0,A
RELA,CCND1,Activation,1.0,A
RELA,CCR5,Activation,1.0,A
RELA,CD40,Activation,1.0,A
RELA,CD40LG,Activation,1.0,A
RELA,CD58,Activation,1.0,A
RELA,CD69,Activation,1.0,A
RELA,CD74,Activation,1.0,A
RELA,CD83,Activation,1.0,A
RELA,CD86,Activation,1.0,A
RELA,CDK4,Activation,1.0,A
RELA,CDK6,Activation,1.0,A
