tf,target,mode,weight,confidence
SOX2,PHACTR1,Activation,0.5,B
SOX2,NAV2,Activation,0.5,B
RUNX1,SSBP2,Activation,0.5,B
RUNX1,STIM1,Activation,0.5,B
SOX2,NAV3,Activation,0.5,B
RUNX1,HBS1L,Activation,0.5,B
RUNX1,GTDC1,Activation,0.5,B
RUNX1,GSE1,Activation,0.5,B
SOX2,NBEA,Activation,0.5,B
RUNX1,GSAP,Activation,0.5,B
RUNX1,GMDS,Activation,0.5,B
RUNX1,GATAD2A,Activation,0.5,B
SOX2,NAALADL2,Activation,0.5,B
RUNX1,GAS7,Activation,0.5,B
RUNX1,GALNT2,Activation,0.5,B
RUNX1,FRYL,Activation,0.5,B
RUNX1,FOXN3,Activation,0.5,B
RUNX1,FOXJ3,Activation,0.5,B
RUNX1,FNIP2,Activation,0.5,B
RUNX1,FNDC3B,Activation,0.5,B
RUNX1,FLT1,Activation,0.5,B
RUNX1,FKBP5,Activation,0.5,B
RUNX1,FHIT,Activation,0.5,B
SOX2,SOX6,Activation,0.5,B
RUNX1,FGR,Activation,0.5,B
SOX2,LRBA,Activation,0.5,B
SOX2,MYO10,Activation,0.5,B
RUNX1,SRSF5,Activation,0.5,B
RUNX1,HDAC4,Activation,0.5,B
RUNX1,LIMCH1,Activation,0.5,B
RUNX1,LDLRAD4,Activation,0.5,B
RUNX1,KDM4B,Activation,0.5,B
SOX2,MEGF10,Activation,0.5,B
RUNX1,KCNMA1,Activation,0.5,B
RUNX1,SPRED2,Activation,0.5,B
SOX2,MMRN1,Activation,0.5,B
RUNX1,SPTBN1,Activation,0.5,B
RUNX1,KAT6B,Activation,0.5,B
RUNX1,JMJD1C,Activation,0.5,B
SOX2,SLIT3,Activation,0.5,B
RUNX1,JCAD,Activation,0.5,B
RUNX1,ITPR2,Activation,0.5,B
RUNX1,ITGAE,Activation,0.5,B
RUNX1,ITGA9,Activation,0.5,B
RUNX1,IQSEC1,Activation,0.5,B
RUNX1,IQGAP2,Activation,0.5,B
RUNX1,INPP5A,Activation,0.5,B
RUNX1,SRC,Activation,0.5,B
RUNX1,INPP4B,Activation,0.5,B
RUNX1,IL6R,Activation,0.5,B
RUNX1,IGF2R,Activation,0.5,B
SOX2,MSI2,Activation,0.5,B
RUNX1,HOMER2,Activation,0.5,B
SPI1,AMPD3,Activation,0.5,B
RUNX1,FGGY,Activation,0.5,B
RUNX1,LINC00299,Activation,0.5,B
RUNX1,FCMR,Activation,0.5,B
RUNX1,FBXW11,Activation,0.5,B
RUNX1,TBC1D1,Activation,0.5,B
SOX2,NRXN3,Activation,0.5,B
RUNX1,CTNND2,Activation,0.5,B
RUNX1,CTNNA1,Activation,0.5,B
SPI1,ADAP2,Activation,0.5,B
SOX2,STXBP6,Activation,0.5,B
SOX2,NTM,Activation,0.5,B
RUNX1,CSGALNACT1,Activation,0.5,B
RUNX1,CREB5,Activation,0.5,B
RUNX1,CLNK,Activation,0.5,B
RUNX1,CLEC16A,Activation,0.5,B
SOX2,NRXN1,Activation,0.5,B
RUNX1,TBC1D14,Activation,0.5,B
RUNX1,CHI3L2,Activation,0.5,B
RUNX1,CDH23,Activation,0.5,B
RUNX1,CD82,Activation,0.5,B
RUNX1,CD226,Activation,0.5,B
RUNX1,CCDC88C,Activation,0.5,B
SOX2,NTNG1,Activation,0.5,B
RUNX1,TBXAS1,Activation,0.5,B
SPI1,ANKRD11,Activation,0.5,B
RUNX1,CACNB4,Activation,0.5,B
RUNX1,BCAR3,Activation,0.5,B
RUNX1,BAHCC1,Activation,0.5,B
RUNX1,CHN2,Activation,0.5,B
SOX2,SPOCK1,Activation,0.5,B
RUNX1,SYK,Activation,0.5,B
SOX2,NRP2,Activation,0.5,B
RUNX1,FAM107B,Activation,0.5,B
RUNX1,EXOC4,Activation,0.5,B
RUNX1,EVL,Activation,0.5,B
SOX2,NEDD4L,Activation,0.5,B
RUNX1,ESYT2,Activation,0.5,B
SOX2,SPAG9,Activation,0.5,B
SOX2,NLGN1,Activation,0.5,B
RUNX1,EPS15L1,Activation,0.5,B
SOX2,NPAS3,Activation,0.5,B
RUNX1,ELMO1,Activation,0.5,B
RUNX1,DUSP10,Activation,0.5,B
RUNX1,STIM2,Activation,0.5,B
SOX2,NRG1,Activation,0.5,B
RUNX1,DOCK5,Activation,0.5,B
RUNX1,DNAJB6,Activation,0.5,B
RUNX1,DNAJB12,Activation,0.5,B
RUNX1,DLEU1,Activation,0.5,B
RUNX1,DIS3L2,Activation,0.5,B
RUNX1,DENND1A,Activation,0.5,B
RUNX1,DAPK1,Activation,0.5,B
RUNX1,DAB2IP,Activation,0.5,B
SPI1,ANK3,Activation,0.5,B
RUNX1,CYTH4,Activation,0.5,B
RUNX1,CYTH1,Activation,0.5,B
RUNX1,STON2,Activation,0.5,B
RUNX1,FCHSD2,Activation,0.5,B
RUNX1,AUTS2,Activation,0.5,B
SPI1,ALOX5AP,Activation,0.5,B
RUNX1,SPIDR,Activation,0.5,B
RUNX1,PTK2B,Activation,0.5,B
RUNX1,PTK2,Activation,0.5,B
RUNX1,SIPA1L1,Activation,0.5,B
RUNX1,PSMA1,Activation,0.5,B
SOX2,LRP1B,Activation,0.5,B
RUNX1,PRKCH,Activation,0.5,B
RUNX1,PRKCE,Activation,0.5,B
RUNX1,SIPA1L2,Activation,0.5,B
RUNX1,PREX1,Activation,0.5,B
SOX2,SORBS2,Activation,0.5,B
RUNX1,PPM1H,Activation,0.5,B
RUNX1,PTP4A2,Activation,0.5,B
RUNX1,POLR1A,Activation,0.5,B
RUNX1,PLEC,Activation,0.5,B
RUNX1,SLA,Activation,0.5,B
RUNX1,SLC38A1,Activation,0.5,B
RUNX1,PLCL2,Activation,0.5,B
RUNX1,PLCB1,Activation,0.5,B
RUNX1,SLC39A11,Activation,0.5,B
SOX2,LRRC7,Activation,0.5,B
RUNX1,PKIG,Activation,0.5,B
RUNX1,PIP4K2A,Activation,0.5,B
RUNX1,SLCO3A1,Activation,0.5,B
SOX2,LSAMP,Activation,0.5,B
RUNX1,PLXNA2,Activation,0.5,B
SPI1,ADD3,Activation,0.5,B
RUNX1,PTPRE,Activation,0.5,B
RUNX1,RAB27B,Activation,0.5,B
RUNX1,SERINC5,Activation,0.5,B
RUNX1,SEPTIN9,Activation,0.5,B
RUNX1,SEMA4D,Activation,0.5,B
RUNX1,SH3KBP1,Activation,0.5,B
RUNX1,SH3TC1,Activation,0.5,B
SPI1,ADCY7,Activation,0.5,B
RUNX1,SCARB1,Activation,0.5,B
RUNX1,SAMD4A,Activation,0.5,B
RUNX1,RPTOR,Activation,0.5,B
SOX2,LRIG1,Activation,0.5,B
SOX2,SORCS1,Activation,0.5,B
RUNX1,RNASEH2B,Activation,0.5,B
RUNX1,RIN3,Activation,0.5,B
RUNX1,SHANK2,Activation,0.5,B
RUNX1,RGS9,Activation,0.5,B
RUNX1,RGS6,Activation,0.5,B
RUNX1,RGS3,Activation,0.5,B
RUNX1,RGS12,Activation,0.5,B
RUNX1,RERE,Activation,0.5,B
RUNX1,RASSF5,Activation,0.5,B
RUNX1,RAP1GAP2,Activation,0.5,B
RUNX1,RAI1,Activation,0.5,B
RUNX1,RAD51B,Activation,0.5,B
RUNX1,RABGAP1L,Activation,0.5,B
RUNX1,SIL1,Activation,0.5,B
RUNX1,PIK3R1,Activation,0.5,B
RUNX1,LMO2,Activation,0.5,B
SPI1,ADRB2,Activation,0.5,B
RUNX1,PHLPP1,Activation,0.5,B
SPI1,AIF1,Activation,0.5,B
RUNX1,MVB12B,Activation,0.5,B
RUNX1,MTSS1,Activation,0.5,B
RUNX1,MSI2,Activation,0.5,B
SPI1,AK5,Activation,0.5,B
SPI1,AKAP13,Activation,0.5,B
RUNX1,MGRN1,Activation,0.5,B
SOX2,SORBS1,Activation,0.5,B
RUNX1,MCTP2,Activation,0.5,B
SOX2,MCTP1,Activation,0.5,B
RUNX1,MCTP1,Activation,0.5,B
SPI1,AHCYL2,Activation,0.5,B
RUNX1,MBP,Activation,0.5,B
RUNX1,MAST4,Activation,0.5,B
RUNX1,MAP4K4,Activation,0.5,B
RUNX1,MAP3K5,Activation,0.5,B
RUNX1,SMYD3,Activation,0.5,B
RUNX1,MAN1C1,Activation,0.5,B
SOX2,MECOM,Activation,0.5,B
RUNX1,MAML3,Activation,0.5,B
RUNX1,SND1,Activation,0.5,B
RUNX1,MAD1L1,Activation,0.5,B
RUNX1,MACF1,Activation,0.5,B
RUNX1,LPP,Activation,0.5,B
RUNX1,MBNL1,Activation,0.5,B
SOX2,MCC,Activation,0.5,B
SOX2,MBD5,Activation,0.5,B
RUNX1,NBAS,Activation,0.5,B
RUNX1,PHC2,Activation,0.5,B
RUNX1,PHACTR1,Activation,0.5,B
SPI1,AFF1,Activation,0.5,B
SOX2,SOX5,Activation,0.5,B
RUNX1,PDE1C,Activation,0.5,B
RUNX1,SMARCA2,Activation,0.5,B
RUNX1,PCNX2,Activation,0.5,B
RUNX1,PARVB,Activation,0.5,B
RUNX1,SMG6,Activation,0.5,B
SOX2,MACROD2,Activation,0.5,B
RUNX1,PARD3B,Activation,0.5,B
RUNX1,PAM,Activation,0.5,B
SOX2,MAGI1,Activation,0.5,B
RUNX1,PAG1,Activation,0.5,B
RUNX1,OSBPL3,Activation,0.5,B
SOX2,MAGI2,Activation,0.5,B
RUNX1,NUP210,Activation,0.5,B
SOX2,MAML2,Activation,0.5,B
RUNX1,NOL4L,Activation,0.5,B
SOX2,MAP1B,Activation,0.5,B
SOX2,MAPK10,Activation,0.5,B
RUNX1,NEK7,Activation,0.5,B
RUNX1,NEDD9,Activation,0.5,B
RUNX1,NCOR2,Activation,0.5,B
RUNX1,NCK2,Activation,0.5,B
RUNX1,SLX4IP,Activation,0.5,B
SPI1,CD82,Activation,0.5,B
RUNX1,ATP6V0A1,Activation,0.5,B
RUNX1,ATG13,Activation,0.5,B
SP2,RFX1,Activation,0.5,B
SPI1,BAZ2B,Activation,0.5,B
SOX2,SEMA3A,Activation,0.5,B
PRDM14,ZDHHC14,Activation,0.5,B
PRDM14,ZBTB7B,Activation,0.5,B
SP1,TBC1D14,Activation,0.5,B
SOX2,SDK1,Activation,0.5,B
SOX2,SDC2,Activation,0.5,B
TFAP2A,ESR1,Activation,0.5,B
SOX2,TEAD1,Activation,0.5,B
SP1,RUNX1,Activation,0.5,B
PRDM14,ZMIZ1,Activation,0.5,B
SOX13,GSN,Activation,0.5,B
SOX2,TENM3,Activation,0.5,B
SPI1,BCAR3,Activation,0.5,B
SOX13,LRP5,Activation,0.5,B
SOX2,SAMD12,Activation,0.5,B
SOX2,ABCA13,Activation,0.5,B
SPI1,BCL2A1,Activation,0.5,B
SOX2,ABCC4,Activation,0.5,B
SOX2,ABI3BP,Activation,0.5,B
SOX2,PDE4D,Activation,0.5,B
SOX2,ADAMTSL1,Activation,0.5,B
SOX2,ADGRB3,Activation,0.5,B
SOX2,SBF2,Activation,0.5,B
SOX2,SEMA3C,Activation,0.5,B
PRDM14,ZMYND8,Activation,0.5,B
PRDM14,ZNF423,Activation,0.5,B
RBPJ,FNDC3B,Activation,0.5,B
SMAD3,GPRC5A,Activation,0.5,B
SPI1,ATP6V0D1,Activation,0.5,B
STAT5B,RARA,Activation,0.5,B
SPI1,ATP8B4,Activation,0.5,B
RARA,SOS1,Activation,0.5,B
RARA,SMARCA2,Activation,0.5,B
RARA,SLC16A3,Activation,0.5,B
SPI1,ATXN1,Activation,0.5,B
RARA,SEPTIN9,Activation,0.5,B
SMAD3,KIAA1217,Activation,0.5,B
RUNX1,RARA,Activation,0.5,B
RARA,PNRC1,Activation,0.5,B
SPI1,AUTS2,Activation,0.5,B
SMAD3,MAP4K4,Activation,0.5,B
SMAD4,DIP2C,Activation,0.5,B
SOX2,SEMA3D,Activation,0.5,B
RARA,LMNA,Activation,0.5,B
RARA,KHSRP,Activation,0.5,B
SMAD4,PITX2,Activation,0.5,B
SMAD4,SBF2,Activation,0.5,B
SMAD4,SMAD6,Activation,0.5,B
SOX2,PCLO,Activation,0.5,B
SOX2,PDE4B,Activation,0.5,B
RARA,HDAC7,Activation,0.5,B
SOX2,ADGRL2,Activation,0.5,B
SP2,ZNF213,Activation,0.5,B
SOX2,ADGRL3,Activation,0.5,B
SOX2,RYR2,Activation,0.5,B
SPI1,CCDC88C,Activation,0.5,B
SOX2,ATRNL1,Activation,0.5,B
SOX2,BBS9,Activation,0.5,B
PRDM14,WWC1,Activation,0.5,B
SOX2,BHLHE40,Activation,0.5,B
SOX2,BMPR1B,Activation,0.5,B
SPI1,CD180,Activation,0.5,B
SPI1,CD37,Activation,0.5,B
SOX2,RORB,Activation,0.5,B
SOX2,CACNA2D1,Activation,0.5,B
SOX2,CACNA2D3,Activation,0.5,B
RUNX1,SH3BP5,Activation,0.5,B
SOX2,PDLIM5,Activation,0.5,B
SOX2,ROBO2,Activation,0.5,B
SOX2,CADPS2,Activation,0.5,B
SOX2,CCDC171,Activation,0.5,B
SOX2,CCDC91,Activation,0.5,B
SOX2,CDH11,Activation,0.5,B
SOX2,CDH18,Activation,0.5,B
SOX2,THSD7B,Activation,0.5,B
SP1,KCNMA1,Activation,0.5,B
SOX2,LARGE1,Activation,0.5,B
SOX2,CDH2,Activation,0.5,B
SOX2,CDK5RAP2,Activation,0.5,B
SP1,MXI1,Activation,0.5,B
SPI1,CBLB,Activation,0.5,B
SOX2,THSD7A,Activation,0.5,B
SOX2,ARID5B,Activation,0.5,B
SOX2,AFF3,Activation,0.5,B
SPI1,CAMK2D,Activation,0.5,B
PRDM14,ZBTB17,Activation,0.5,B
SOX2,AGAP1,Activation,0.5,B
SOX2,AKAP6,Activation,0.5,B
SPI1,CAP1,Activation,0.5,B
SOX2,ALCAM,Activation,0.5,B
SOX2,ALK,Activation,0.5,B
SOX2,ANGPT1,Activation,0.5,B
SOX2,RUNX1,Activation,0.5,B
SOX2,ANKFN1,Activation,0.5,B
SOX2,RYR3,Activation,0.5,B
SOX2,ANKS1B,Activation,0.5,B
SOX2,RPS6KC1,Activation,0.5,B
SOX2,ANO2,Activation,0.5,B
SOX2,AP3B1,Activation,0.5,B
SOX2,APP,Activation,0.5,B
SOX2,TENM4,Activation,0.5,B
SPI1,CAPZB,Activation,0.5,B
SOX2,THADA,Activation,0.5,B
PRDM14,XXYLT1,Activation,0.5,B
SOX2,LDB2,Activation,0.5,B
SOX2,ARHGAP24,Activation,0.5,B
SOX2,ARHGAP26,Activation,0.5,B
SOX2,ARHGAP32,Activation,0.5,B
SPI1,BCOR,Activation,0.5,B
SOX2,SLCO3A1,Activation,0.5,B
RBPJ,WIPF1,Activation,0.5,B
RELA,ALCAM,Activation,0.5,B
RUNX1,AHI1,Activation,0.5,B
RUNX1,AGPAT3,Activation,0.5,B
RUNX1,TNFSF8,Activation,0.5,B
RUNX1,TNRC18,Activation,0.5,B
RUNX1,TOX2,Activation,0.5,B
SPI1,ARHGAP15,Activation,0.5,B
SPI1,AAK1,Activation,0.5,B
RUNX1,AFF3,Activation,0.5,B
RUNX1,TPRG1,Activation,0.5,B
RUNX1,ADRB1,Activation,0.5,B
RUNX1,TTC7A,Activation,0.5,B
RUNX1,AKAP13,Activation,0.5,B
RUNX1,UST,Activation,0.5,B
SPI1,ARHGAP22,Activation,0.5,B
RUNX1,VAV3,Activation,0.5,B
RUNX1,VPS13D,Activation,0.5,B
RUNX1,XYLT1,Activation,0.5,B
RUNX1,ZBTB16,Activation,0.5,B
SOX2,PAM,Activation,0.5,B
SOX2,SKAP2,Activation,0.5,B
RUNX1,ZBTB7C,Activation,0.5,B
SOX2,SYT1,Activation,0.5,B
RUNX1,ZEB2,Activation,0.5,B
RUNX1,ZMIZ1,Activation,0.5,B
RUNX1,ADD3,Activation,0.5,B
SOX2,PALLD,Activation,0.5,B
SPI1,ARAP1,Activation,0.5,B
SOX2,PACRG,Activation,0.5,B
TFAP2C,RUNX1,Activation,0.5,B
RUNX1,ASAP1,Activation,0.5,B
RUNX1,ARSG,Activation,0.5,B
RUNX1,THADA,Activation,0.5,B
RUNX1,TIAM1,Activation,0.5,B
RUNX1,ARL4C,Activation,0.5,B
RUNX1,ARHGEF3,Activation,0.5,B
SPI1,ANO10,Activation,0.5,B
SOX2,SLC8A1,Activation,0.5,B
RUNX1,TIAM2,Activation,0.5,B
RUNX1,ARHGAP25,Activation,0.5,B
SOX2,OFCC1,Activation,0.5,B
SOX2,SLC44A3,Activation,0.5,B
SOX2,OLA1,Activation,0.5,B
SOX2,TRPS1,Activation,0.5,B
RUNX1,ANKS1A,Activation,0.5,B
SOX2,SLC22A23,Activation,0.5,B
RUNX1,ANKRD28,Activation,0.5,B
RUNX1,AMPD3,Activation,0.5,B
RUNX1,ALDH1A2,Activation,0.5,B
RUNX1,AKNA,Activation,0.5,B
SOX2,OPCML,Activation,0.5,B
RUNX1,TLE4,Activation,0.5,B
RUNX1,TLK1,Activation,0.5,B
RUNX1,TMEM163,Activation,0.5,B
RUNX1,ZNRF1,Activation,0.5,B
SPI1,ASAP1,Activation,0.5,B
RUNX2,ITGBL1,Activation,0.5,B
SOX2,SIPA1L2,Activation,0.5,B
RXRA,UBC,Activation,0.5,B
RFX1,FBRS,Activation,0.5,B
RELB,TNIP1,Activation,0.5,B
SPI1,ARHGEF3,Activation,0.5,B
SIX2,ZNF423,Activation,0.5,B
SMAD1,GDF15,Activation,0.5,B
SPI1,ARID5B,Activation,0.5,B
SMAD1,ZEB2,Activation,0.5,B
RELB,IRF1,Activation,0.5,B
RELB,IL15,Activation,0.5,B
RELB,CD44,Activation,0.5,B
RXRA,SORBS1,Activation,0.5,B
RELA,TRAF3,Activation,0.5,B
RELA,SMAD3,Activation,0.5,B
RELA,PFKFB3,Activation,0.5,B
RELA,HIVEP2,Activation,0.5,B
RELA,ETV6,Activation,0.5,B
SPI1,BMAL1,Activation,0.5,B
RELA,ENTPD1,Activation,0.5,B
SOX2,PBX3,Activation,0.5,B
RELA,DUSP22,Activation,0.5,B
RELA,CMIP,Activation,0.5,B
SMAD3,CMIP,Activation,0.5,B
SMAD3,GLIS3,Activation,0.5,B
RELA,TNIP1,Activation,0.5,B
RFX1,MZF1,Activation,0.5,B
RFX1,STK32C,Activation,0.5,B
RFX1,VRK3,Activation,0.5,B
RUNX3,CIITA,Activation,0.5,B
SPI1,ARHGAP24,Activation,0.5,B
RUNX3,CYTIP,Activation,0.5,B
RUNX3,DOCK2,Activation,0.5,B
SPI1,ARHGAP25,Activation,0.5,B
SP4,ZNF131,Activation,0.5,B
SOX2,PARD3B,Activation,0.5,B
RUNX3,FYN,Activation,0.5,B
RUNX1,ABLIM1,Activation,0.5,B
SP4,RNF38,Activation,0.5,B
RUNX3,TCF7,Activation,0.5,B
SPI1,ARHGAP26,Activation,0.5,B
RXRA,CPT1A,Activation,0.5,B
SOX2,LPP,Activation,0.5,B
RFX5,TSPAN3,Activation,0.5,B
SOX2,SHANK2,Activation,0.5,B
RFX5,PSMB8,Activation,0.5,B
RFX5,MR1,Activation,0.5,B
RFX5,BTN3A2,Activation,0.5,B
RXRA,PLIN2,Activation,0.5,B
RFX5,BTN3A1,Activation,0.5,B
RXRA,RARB,Activation,0.5,B
RFX5,BTN2A2,Activation,0.5,B
SOX2,TBCK,Activation,0.5,B
RFX5,BTN2A1,Activation,0.5,B
RUNX2,PSD3,Activation,0.5,B
SOX2,ASAP1,Activation,0.5,B
HNF4A,FHAD1,Activation,0.5,B
PRDM14,ARHGEF10L,Activation,0.5,B
HNF4A,LINC00299,Activation,0.5,B
HNF4A,LMNA,Activation,0.5,B
HNF4A,LMO7,Activation,0.5,B
HNF4A,LPP,Activation,0.5,B
HNF4A,LRIG1,Activation,0.5,B
HNF4A,LRP5,Activation,0.5,B
HNF4A,LRRC8D,Activation,0.5,B
HNF4A,LRRFIP1,Activation,0.5,B
HNF4A,LSM4,Activation,0.5,B
HNF4A,MACF1,Activation,0.5,B
HNF4A,MAD1L1,Activation,0.5,B
HNF4A,MAGI1,Activation,0.5,B
HNF4A,MAML2,Activation,0.5,B
HNF4A,MAOA,Activation,0.5,B
HNF4A,MAP4K4,Activation,0.5,B
HNF4A,LHPP,Activation,0.5,B
HNF4A,LHFPL2,Activation,0.5,B
HNF4A,LGALS2,Activation,0.5,B
HNF4A,LEKR1,Activation,0.5,B
HNF4A,IL1RAP,Activation,0.5,B
HNF4A,INSR,Activation,0.5,B
HNF4A,IQGAP2,Activation,0.5,B
HNF4A,ITGB5,Activation,0.5,B
HNF4A,ITPR1,Activation,0.5,B
HNF4A,ITPR2,Activation,0.5,B
HNF4A,KALRN,Activation,0.5,B
HNF4A,MARK2,Activation,0.5,B
HNF4A,KAZN,Activation,0.5,B
HNF4A,KDM4C,Activation,0.5,B
HNF4A,KHDRBS3,Activation,0.5,B
HNF4A,KIAA1217,Activation,0.5,B
HNF4A,KRT8,Activation,0.5,B
HNF4A,KSR1,Activation,0.5,B
HNF4A,LAMA5,Activation,0.5,B
HNF4A,LARGE1,Activation,0.5,B
HNF4A,KCNMA1,Activation,0.5,B
HNF4A,IL1R1,Activation,0.5,B
HNF4A,MAST4,Activation,0.5,B
HNF4A,MBNL3,Activation,0.5,B
HNF4A,MYO18A,Activation,0.5,B
HNF4A,MYO1B,Activation,0.5,B
HNF4A,MYOM1,Activation,0.5,B
HNF4A,N4BP1,Activation,0.5,B
HNF4A,NAV2,Activation,0.5,B
HNF4A,NCOA4,Activation,0.5,B
HNF4A,NCOR2,Activation,0.5,B
HNF4A,NDST1,Activation,0.5,B
HNF4A,NDUFAF6,Activation,0.5,B
HNF4A,NEDD4L,Activation,0.5,B
HNF4A,NEDD9,Activation,0.5,B
HNF4A,NEK6,Activation,0.5,B
HNF4A,NFASC,Activation,0.5,B
HNF4A,NFIA,Activation,0.5,B
HNF4A,NFIB,Activation,0.5,B
HNF4A,MYLK,Activation,0.5,B
HNF4A,MYH9,Activation,0.5,B
HNF4A,MYBPC1,Activation,0.5,B
HNF4A,MVK,Activation,0.5,B
HNF4A,MCF2L,Activation,0.5,B
HNF4A,ME3,Activation,0.5,B
HNF4A,MET,Activation,0.5,B
HNF4A,TMT1B,Activation,0.5,B
HNF4A,MGRN1,Activation,0.5,B
HNF4A,MICAL2,Activation,0.5,B
HNF4A,MICAL3,Activation,0.5,B
HNF4A,MBNL2,Activation,0.5,B
HNF4A,MIDEAS,Activation,0.5,B
HNF4A,MOGAT2,Activation,0.5,B
HNF4A,MSI2,Activation,0.5,B
HNF4A,MTARC2,Activation,0.5,B
HNF4A,MTMR12,Activation,0.5,B
HNF4A,MTSS1,Activation,0.5,B
HNF4A,MTUS1,Activation,0.5,B
HNF4A,MUC13,Activation,0.5,B
HNF4A,MIDN,Activation,0.5,B
HNF4A,NFKBIZ,Activation,0.5,B
HNF4A,IGF2BP3,Activation,0.5,B
HNF4A,HPCAL1,Activation,0.5,B
HNF4A,EPHA10,Activation,0.5,B
HNF4A,EPS8,Activation,0.5,B
HNF4A,ERGIC1,Activation,0.5,B
HNF4A,ERI3,Activation,0.5,B
HNF4A,ERN1,Activation,0.5,B
HNF4A,ETV4,Activation,0.5,B
HNF4A,ETV6,Activation,0.5,B
HNF4A,EXT1,Activation,0.5,B
HNF4A,F5,Activation,0.5,B
HNF4A,FAH,Activation,0.5,B
HNF4A,EEIG1,Activation,0.5,B
HNF4A,FAM107B,Activation,0.5,B
HNF4A,FAM13A,Activation,0.5,B
HNF4A,FAM222A,Activation,0.5,B
HNF4A,FARP1,Activation,0.5,B
HNF4A,EPB41L2,Activation,0.5,B
HNF4A,EPAS1,Activation,0.5,B
HNF4A,ENTPD8,Activation,0.5,B
HNF4A,ENC1,Activation,0.5,B
HNF4A,DMD,Activation,0.5,B
HNF4A,DNAJB12,Activation,0.5,B
HNF4A,DOCK4,Activation,0.5,B
HNF4A,DOCK5,Activation,0.5,B
HNF4A,DPYSL2,Activation,0.5,B
HNF4A,DST,Activation,0.5,B
HNF4A,ECE1,Activation,0.5,B
HNF4A,FAT1,Activation,0.5,B
HNF4A,EEPD1,Activation,0.5,B
HNF4A,EGFR,Activation,0.5,B
HNF4A,EGLN3,Activation,0.5,B
HNF4A,EHD1,Activation,0.5,B
HNF4A,EHF,Activation,0.5,B
HNF4A,ELL,Activation,0.5,B
HNF4A,ELMO1,Activation,0.5,B
HNF4A,EML6,Activation,0.5,B
HNF4A,EFHC1,Activation,0.5,B
HNF4A,HSD17B2,Activation,0.5,B
HNF4A,FERMT2,Activation,0.5,B
HNF4A,FGFR3,Activation,0.5,B
HNF4A,GLIS3,Activation,0.5,B
HNF4A,GMDS,Activation,0.5,B
HNF4A,GNA12,Activation,0.5,B
HNF4A,GPRC5C,Activation,0.5,B
HNF4A,GPRIN2,Activation,0.5,B
HNF4A,GRAMD2B,Activation,0.5,B
HNF4A,GRAMD4,Activation,0.5,B
HNF4A,GRB10,Activation,0.5,B
HNF4A,GSE1,Activation,0.5,B
HNF4A,GSN,Activation,0.5,B
HNF4A,GTF2IRD1,Activation,0.5,B
HNF4A,HDAC4,Activation,0.5,B
HNF4A,HIPK2,Activation,0.5,B
HNF4A,HIVEP2,Activation,0.5,B
HNF4A,HLF,Activation,0.5,B
HNF4A,GIPC2,Activation,0.5,B
HNF4A,GGT6,Activation,0.5,B
HNF4A,GFOD1,Activation,0.5,B
HNF4A,GDF15,Activation,0.5,B
HNF4A,FGGY,Activation,0.5,B
SPI1,CYTIP,Activation,0.5,B
HNF4A,FHL2,Activation,0.5,B
HNF4A,FLNB,Activation,0.5,B
HNF4A,FNDC3B,Activation,0.5,B
HNF4A,FNIP2,Activation,0.5,B
HNF4A,FOXN3,Activation,0.5,B
HNF4A,FGA,Activation,0.5,B
HNF4A,FOXP1,Activation,0.5,B
HNF4A,FRMD4B,Activation,0.5,B
HNF4A,FRY,Activation,0.5,B
HNF4A,FTO,Activation,0.5,B
HNF4A,FYN,Activation,0.5,B
HNF4A,GALNT2,Activation,0.5,B
HNF4A,GCLC,Activation,0.5,B
HNF4A,GDA,Activation,0.5,B
HNF4A,FOXQ1,Activation,0.5,B
HNF4A,DLGAP4,Activation,0.5,B
HNF4A,NHSL1,Activation,0.5,B
HNF4A,NPAS2,Activation,0.5,B
HNF4A,SMAD7,Activation,0.5,B
HNF4A,SMOC1,Activation,0.5,B
HNF4A,SMURF1,Activation,0.5,B
HNF4A,SNTB1,Activation,0.5,B
HNF4A,SOD2,Activation,0.5,B
HNF4A,SORBS1,Activation,0.5,B
HNF4A,SORBS2,Activation,0.5,B
HNF4A,SORL1,Activation,0.5,B
HNF4A,SOX13,Activation,0.5,B
HNF4A,SOX6,Activation,0.5,B
HNF4A,SPAG9,Activation,0.5,B
HNF4A,SPATS2L,Activation,0.5,B
HNF4A,SPIDR,Activation,0.5,B
HNF4A,SPRED2,Activation,0.5,B
HNF4A,SPTBN1,Activation,0.5,B
HNF4A,SMAD3,Activation,0.5,B
HNF4A,SLCO2B1,Activation,0.5,B
HNF4A,SLC7A5,Activation,0.5,B
HNF4A,SLC44A4,Activation,0.5,B
HNF4A,SH3D19,Activation,0.5,B
HNF4A,SH3PXD2A,Activation,0.5,B
HNF4A,SHANK2,Activation,0.5,B
HNF4A,SIL1,Activation,0.5,B
HNF4A,SIPA1L3,Activation,0.5,B
HNF4A,SKI,Activation,0.5,B
HNF4A,SLC13A3,Activation,0.5,B
HNF4A,SSBP3,Activation,0.5,B
HNF4A,SLC13A5,Activation,0.5,B
HNF4A,SLC22A23,Activation,0.5,B
HNF4A,SLC2A9,Activation,0.5,B
HNF4A,SLC30A10,Activation,0.5,B
HNF4A,SLC35D2,Activation,0.5,B
HNF4A,SLC39A11,Activation,0.5,B
HNF4A,SLC40A1,Activation,0.5,B
HNF4A,SLC44A1,Activation,0.5,B
