tf,target,mode,pearson,spearman,mutual_information,coexpression_probability,codetection_odds_ratio
AATF,BAX,Unknown,0.030076369643211365,0.04514170065522194,0.032875266,0.18416953086853027,1.5829875469207764
AATF,CDKN1A,Unknown,0.01915154606103897,0.06447967886924744,0.030668134,0.08899383991956711,1.8613744974136353
AATF,MYC,Unknown,-0.021454384550452232,-0.017996132373809814,0.008102213,0.04910239577293396,0.9648945331573486
AATF,TP53,Unknown,0.024394826963543892,0.047799285501241684,0.021238245,0.07136321812868118,1.6181825399398804
ABL1,BAX,Unknown,0.01544718723744154,0.020087003707885742,0.0027673224,0.0357867032289505,1.6148462295532227
ABL1,BCL2,Unknown,-0.022733373567461967,-0.05842554196715355,0.0016676735,0.013253876008093357,0.7767534255981445
ABL1,BCL6,Unknown,0.03410399705171585,0.06303411722183228,0.003406924,0.019924087449908257,2.1525228023529053
ABL1,CCND2,Unknown,-0.007158625405281782,-0.03524534031748772,0.0010841406,0.014904428273439407,0.9077407121658325
ABL1,CDKN1A,Unknown,0.03492158278822899,0.06311824172735214,0.003521819,0.020529907196760178,2.208702564239502
ABL1,FOXO3,Unknown,0.024057336151599884,0.02764032408595085,0.0021483058,0.018916446715593338,1.7602286338806152
ABL1,JUN,Unknown,0.018227584660053253,0.013678548857569695,0.0011311612,0.03187359496951103,1.4136286973953247
ABL1,PIM1,Unknown,-0.008731075562536716,-0.026816243305802345,0.0013428736,0.015967706218361855,1.0202176570892334
ABL1,TP53,Unknown,0.01533899363130331,0.015349583700299263,0.002020794,0.01471279188990593,1.6429485082626343
AHR,ARNT,Unknown,0.09808225184679031,0.1483118236064911,0.014075206,0.048478029668331146,2.899099111557007
AHR,CCNG2,Unknown,0.07669798284769058,0.12019096314907074,0.016708324,0.05548824369907379,2.391369104385376
AHR,CYP1B1,Unknown,0.2563753128051758,0.3180660903453827,0.045192912,0.07650651782751083,6.0121941566467285
AHR,FOS,Unknown,0.3844563961029053,0.40192702412605286,0.0934194,0.17344403266906738,8.056425094604492
AHR,MT2A,Unknown,0.03599507361650467,0.06130816414952278,0.019956805,0.13116638362407684,1.8734310865402222
AHR,MYC,Unknown,-0.08590870350599289,-0.07106638699769974,0.010683953,0.023460103198885918,0.6273624300956726
AHR,PCNA,Unknown,-0.03687991946935654,0.01095883920788765,0.00072963984,0.026668479666113853,1.1439977884292603
AIP,AHR,Unknown,-0.028919735923409462,0.003020066535100341,0.027870266,0.09419277310371399,1.434305191040039
AIP,NFKB2,Unknown,-0.017993247136473656,0.004420935641974211,0.026882546,0.12087361514568329,1.4106378555297852
