dataset,condition,edge_set,score_definition,metric,repeat,n_positive,n_negative,random_auprc_baseline,auroc,auprc,enrichment_at_5pct,positive_median,negative_median,median_difference,cliffs_delta
NYGC_multimodal_PBMC,all,trrust,formal_abs,pearson,0,2548,2548,0.5,0.5285662840187397,0.5260717610148965,1.1058823529411765,0.035338014364242554,0.03143283911049366,0.0039051752537488937,0.05713256803747946
NYGC_multimodal_PBMC,all,trrust,formal_abs,spearman,0,2548,2548,0.5,0.5190738911794641,0.5199177528045773,1.0509803921568628,0.055292803794145584,0.05174888111650944,0.0035439226776361465,0.03814778235892846
NYGC_multimodal_PBMC,all,trrust,formal_abs,mutual_information,0,2548,2548,0.5,0.5046130772681008,0.5082631832907823,1.0901960784313725,0.01463366486132145,0.014509452506899834,0.0001242123544216156,0.00922615453620157
NYGC_multimodal_PBMC,all,trrust,formal_abs,coexpression_probability,0,2548,2548,0.5,0.5021588637870316,0.5017277361410659,0.9882352941176471,0.0750228725373745,0.07513414695858955,-0.00011127442121505737,0.004317727574063124
NYGC_multimodal_PBMC,all,trrust,formal_abs,codetection_odds_ratio,0,2548,2548,0.5,0.5059876278128689,0.5132996350243058,1.0666666666666667,1.5739732384681702,1.5492544770240784,0.024718761444091797,0.011975255625737757
NYGC_multimodal_PBMC,all,trrust,formal_abs,pearson,1,2548,2548,0.5,0.5275297490690516,0.5254927009575829,1.0745098039215686,0.035338014364242554,0.032027652487158775,0.0033103618770837784,0.05505949813810318
NYGC_multimodal_PBMC,all,trrust,formal_abs,spearman,1,2548,2548,0.5,0.5210853496693931,0.5198919948147341,1.0431372549019609,0.055292803794145584,0.05230914242565632,0.0029836613684892654,0.042170699338786255
NYGC_multimodal_PBMC,all,trrust,formal_abs,mutual_information,1,2548,2548,0.5,0.5051699673952421,0.509479005060281,1.0274509803921568,0.01463366486132145,0.014496291056275368,0.00013737380504608154,0.010339934790484229
NYGC_multimodal_PBMC,all,trrust,formal_abs,coexpression_probability,1,2548,2548,0.5,0.501470972400553,0.5016950831036155,1.003921568627451,0.0750228725373745,0.0754246897995472,-0.000401817262172699,0.0029419448011061
NYGC_multimodal_PBMC,all,trrust,formal_abs,codetection_odds_ratio,1,2548,2548,0.5,0.504676305977046,0.5108548584501308,1.0666666666666667,1.5739732384681702,1.551784873008728,0.02218836545944214,0.009352611954092094
NYGC_multimodal_PBMC,all,trrust,formal_abs,pearson,2,2548,2548,0.5,0.5335818378190547,0.5289683598895947,1.0823529411764705,0.035338014364242554,0.03073002677410841,0.004607987590134144,0.06716367563810932
NYGC_multimodal_PBMC,all,trrust,formal_abs,spearman,2,2548,2548,0.5,0.5208862678026167,0.5206912403793341,1.0588235294117647,0.055292803794145584,0.05219436064362526,0.0030984431505203247,0.04177253560523342
NYGC_multimodal_PBMC,all,trrust,formal_abs,mutual_information,2,2548,2548,0.5,0.5057226987522457,0.5096363969658515,1.0901960784313725,0.01463366486132145,0.014664264395833015,-3.059953451156616e-05,0.011445397504491472
NYGC_multimodal_PBMC,all,trrust,formal_abs,coexpression_probability,2,2548,2548,0.5,0.49958004123035515,0.5010970605799999,1.0196078431372548,0.0750228725373745,0.07573378458619118,-0.0007109120488166809,-0.0008399175392895808
NYGC_multimodal_PBMC,all,trrust,formal_abs,codetection_odds_ratio,2,2548,2548,0.5,0.4975125163578292,0.5081982353103353,1.0588235294117647,1.5739732384681702,1.5653446316719055,0.008628606796264648,-0.004974967284341547
NYGC_multimodal_PBMC,all,trrust,formal_abs,pearson,3,2548,2548,0.5,0.5370315376482679,0.5316778682284697,1.1215686274509804,0.035338014364242554,0.029951117001473904,0.00538689736276865,0.07406307529653566
NYGC_multimodal_PBMC,all,trrust,formal_abs,spearman,3,2548,2548,0.5,0.5255722775766508,0.5245634709817102,1.0588235294117647,0.055292803794145584,0.049875255674123764,0.00541754812002182,0.05114455515330141
NYGC_multimodal_PBMC,all,trrust,formal_abs,mutual_information,3,2548,2548,0.5,0.5075296843770717,0.5108606145853993,1.0901960784313725,0.01463366486132145,0.01464940793812275,-1.574307680130005e-05,0.015059368754143376
NYGC_multimodal_PBMC,all,trrust,formal_abs,coexpression_probability,3,2548,2548,0.5,0.502277234707432,0.5025116213543056,0.996078431372549,0.0750228725373745,0.07435214146971703,0.0006707310676574707,0.0045544694148640374
NYGC_multimodal_PBMC,all,trrust,formal_abs,codetection_odds_ratio,3,2548,2548,0.5,0.5093965100833233,0.5169987661332272,1.0745098039215686,1.5739732384681702,1.539009690284729,0.03496354818344116,0.018793020166646635
NYGC_multimodal_PBMC,all,trrust,formal_abs,pearson,4,2548,2548,0.5,0.5292553306191453,0.5283919514780023,1.1215686274509804,0.035338014364242554,0.03143415413796902,0.0039038602262735367,0.05851066123829085
NYGC_multimodal_PBMC,all,trrust,formal_abs,spearman,4,2548,2548,0.5,0.5222591240336251,0.5222078956518994,1.0588235294117647,0.055292803794145584,0.05035513825714588,0.0049376655369997025,0.04451824806725013
NYGC_multimodal_PBMC,all,trrust,formal_abs,mutual_information,4,2548,2548,0.5,0.50545638343491,0.5109675451014926,1.0901960784313725,0.01463366486132145,0.014510564506053925,0.00012310035526752472,0.010912766869820123
NYGC_multimodal_PBMC,all,trrust,formal_abs,coexpression_probability,4,2548,2548,0.5,0.5029746758623749,0.50238755395988,1.0196078431372548,0.0750228725373745,0.07500123605132103,2.1636486053466797e-05,0.005949351724749752
NYGC_multimodal_PBMC,all,trrust,formal_abs,codetection_odds_ratio,4,2548,2548,0.5,0.5054254237016628,0.5146236374241582,1.0901960784313725,1.5739732384681702,1.540324330329895,0.033648908138275146,0.010850847403325536
NYGC_multimodal_PBMC,all,trrust,formal_abs,pearson,5,2548,2548,0.5,0.530460680830719,0.5274519779359736,1.1215686274509804,0.035338014364242554,0.030059976503252983,0.005278037860989571,0.06092136166143791
NYGC_multimodal_PBMC,all,trrust,formal_abs,spearman,5,2548,2548,0.5,0.5221944320537055,0.5213129469967086,1.0745098039215686,0.055292803794145584,0.0515754260122776,0.003717377781867981,0.04438886410741083
NYGC_multimodal_PBMC,all,trrust,formal_abs,mutual_information,5,2548,2548,0.5,0.5048113889922592,0.5089531440277445,1.0588235294117647,0.01463366486132145,0.014720860868692398,-8.719600737094879e-05,0.009622777984518383
NYGC_multimodal_PBMC,all,trrust,formal_abs,coexpression_probability,5,2548,2548,0.5,0.5021701078692556,0.5022193048017355,1.0196078431372548,0.0750228725373745,0.07610778883099556,-0.0010849162936210632,0.004340215738511288
NYGC_multimodal_PBMC,all,trrust,formal_abs,codetection_odds_ratio,5,2548,2548,0.5,0.508210798508511,0.5143868219013789,1.0745098039215686,1.5739732384681702,1.548061728477478,0.02591150999069214,0.01642159701702206
