dataset,condition,edge_set,caliper_z,original_positive_edges,matched_positive_edges_common,matching_coverage,unmatched_positive_edges,unmatched_reasons,repeats,per_repeat_positive_edges,per_repeat_negative_min,per_repeat_negative_max,internal_duplicate_total,internal_duplicate_max,failed_matches_total_final,relaxed_fraction_max,positive_negative_overlap_unique,negative_overlap_with_known_union_unique,smd_target_mean_counts_mean,smd_target_mean_counts_max_abs,smd_target_detection_rate_mean,smd_target_detection_rate_max_abs
NYGC_multimodal_PBMC,all,trrust,0.25,2623,2548,0.9714067861227602,75,all_caliper_candidates_excluded:75,10,2548,2548,2548,0,0,0,0.0,0,0,0.004269493598260176,0.005132839969767141,-0.00125105482033886,0.00180867801432856
NYGC_multimodal_PBMC,all,dorothea_ab,0.25,5134,5061,0.985781067393845,73,all_caliper_candidates_excluded:73,10,5061,5061,5061,0,0,0,0.0,0,0,0.003197030539036547,0.0037770226119633317,-0.00031959400680422383,0.0006665406045832341
NYGC_multimodal_PBMC,all,trrust_dorothea_intersection,0.25,1076,1041,0.9674721189591078,35,all_caliper_candidates_excluded:35,10,1041,1041,1041,0,0,0,0.0,0,0,0.00583295626659302,0.006780037039857331,-0.000684545208478381,0.0014454486267797353
NYGC_multimodal_PBMC,all,trrust_dorothea_union,0.25,6681,6568,0.983086364316719,113,all_caliper_candidates_excluded:113,10,6568,6568,6568,0,0,0,0.0,0,0,0.003465460942179308,0.003944272836138093,-0.0006225429953514286,0.0009031618448129351
