tf,target,mode,source_db,weight,confidence,tf_detection_rate,target_detection_rate,tf_mean_counts,target_mean_counts,target_z_mean_counts,target_z_detection_rate,edge_id_original
NFIC,MBP,Activation,DoRothEA_AB,0.5,B,0.2702764521153176,0.6137212235106606,0.39539483,1.2613108,0.5056289385873936,5.151992483612892,3529
NFIC,MYC,Activation,DoRothEA_AB,1.0,A,0.2702764521153176,0.1647523552829711,0.39539483,0.23737915,0.048007575941545276,1.1515763826696435,3530
NFIC,POLD2,Activation,DoRothEA_AB,1.0,A,0.2702764521153176,0.1259674587671204,0.39539483,0.14216587,0.005454314758945142,0.8059940149925567,3531
NFIC,SMUG1,Activation,DoRothEA_AB,1.0,A,0.2702764521153176,0.070615217230032,0.39539483,0.07677629,-0.023769968622118148,0.31279278448770276,3532
NFIC,TP53,Activation,DoRothEA_AB,1.0,A,0.2702764521153176,0.1820924309487283,0.39539483,0.22152007,0.04091974561624034,1.3060804536505521,3533
NFIL3,APP,Unknown,TRRUST,,,0.1662545436561543,0.2245246161072873,0.24560083,0.37548304,0.10972975273771358,1.684161003815602,3534
NFIL3,TNFSF10,Repression,TRRUST,,,0.1662545436561543,0.3881024208107961,0.24560083,1.0999718,0.4335223941438084,3.1416769475736577,3536
NFKB1,AGER,Activation,DoRothEA_AB,1.0,A,0.3499851635717447,0.0562918820009303,0.6159069,0.060453143,-0.031065202413170987,0.18516856614068053,3537
NFKB1,AKT1,Repression,DoRothEA_AB,-1.0,A,0.3499851635717447,0.2424148759920294,0.6159069,0.30322737,0.07743683732261851,1.8435673430023234,3538
NFKB1,AKT2,Repression,TRRUST,,,0.3499851635717447,0.2225835167279476,0.6159069,0.26248348,0.05922734603353436,1.6668653609321773,3539
NFKB1,ALOX5,Repression,TRRUST,,,0.3499851635717447,0.2356395736998119,0.6159069,0.3856959,0.11429414227456526,1.7831978379060387,3540
NFKB1,ALOX5AP,Activation,DoRothEA_AB,1.0,A,0.3499851635717447,0.3273905195223232,0.6159069,0.5882191,0.20480696385928499,2.600719913309727,3541
NFKB1,ARID1A,Activation,DoRothEA_AB,0.5,B,0.3499851635717447,0.449580870898757,0.6159069,0.72264576,0.2648856920880004,3.6894641083266144,3542
NFKB1,ATF3,Activation,DoRothEA_AB,1.0,A,0.3499851635717447,0.0880171113473996,0.6159069,0.14093259,0.004903130239818428,0.4678476721212983,3543
NFKB1,BAX,Repression,TRRUST,,,0.3499851635717447,0.5263841151310817,0.6159069,0.90363324,0.3457736470793694,4.373798717192752,3545
