source_group,dataset,condition,edge_set,repeat,metric,top_level,requested_top_n,actual_top_n,complete_threshold,total_pairs_ranked,positive_pairs_in_evaluation,negative_pairs_in_evaluation,curated_positive_in_top,curated_positive_fraction,balanced_random_baseline,delta_vs_0_5
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,6,coexpression_probability,top_500,500,500,True,608,304,304,255,0.51,0.5,0.01
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,6,coexpression_probability,top_5pct,5pct,31,True,608,304,304,17,0.5483870967741935,0.5,0.0483870967741935
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,6,codetection_odds_ratio,top_100,100,100,True,608,304,304,61,0.61,0.5,0.1099999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,6,codetection_odds_ratio,top_500,500,500,True,608,304,304,255,0.51,0.5,0.01
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,6,codetection_odds_ratio,top_5pct,5pct,31,True,608,304,304,21,0.6774193548387096,0.5,0.1774193548387096
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,7,pearson,top_100,100,100,True,608,304,304,56,0.56,0.5,0.06
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,7,pearson,top_500,500,500,True,608,304,304,253,0.506,0.5,0.006
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,7,pearson,top_5pct,5pct,31,True,608,304,304,20,0.6451612903225806,0.5,0.1451612903225806
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,7,spearman,top_100,100,100,True,608,304,304,56,0.56,0.5,0.06
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,7,spearman,top_500,500,500,True,608,304,304,261,0.522,0.5,0.022
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,7,spearman,top_5pct,5pct,31,True,608,304,304,19,0.6129032258064516,0.5,0.1129032258064516
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,7,mutual_information,top_100,100,100,True,608,304,304,55,0.55,0.5,0.05
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,7,mutual_information,top_500,500,500,True,608,304,304,260,0.52,0.5,0.02
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,7,mutual_information,top_5pct,5pct,31,True,608,304,304,18,0.5806451612903226,0.5,0.0806451612903226
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,7,coexpression_probability,top_100,100,100,True,608,304,304,51,0.51,0.5,0.01
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,7,coexpression_probability,top_500,500,500,True,608,304,304,256,0.512,0.5,0.012
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,7,coexpression_probability,top_5pct,5pct,31,True,608,304,304,17,0.5483870967741935,0.5,0.0483870967741935
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,7,codetection_odds_ratio,top_100,100,100,True,608,304,304,59,0.59,0.5,0.0899999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,7,codetection_odds_ratio,top_500,500,500,True,608,304,304,253,0.506,0.5,0.006
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,7,codetection_odds_ratio,top_5pct,5pct,31,True,608,304,304,22,0.7096774193548387,0.5,0.2096774193548387
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,8,pearson,top_100,100,100,True,608,304,304,58,0.58,0.5,0.0799999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,8,pearson,top_500,500,500,True,608,304,304,253,0.506,0.5,0.006
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,8,pearson,top_5pct,5pct,31,True,608,304,304,23,0.7419354838709677,0.5,0.2419354838709677
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,8,spearman,top_100,100,100,True,608,304,304,57,0.57,0.5,0.0699999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,8,spearman,top_500,500,500,True,608,304,304,258,0.516,0.5,0.016
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,8,spearman,top_5pct,5pct,31,True,608,304,304,23,0.7419354838709677,0.5,0.2419354838709677
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,8,mutual_information,top_100,100,100,True,608,304,304,56,0.56,0.5,0.06
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,8,mutual_information,top_500,500,500,True,608,304,304,260,0.52,0.5,0.02
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,8,mutual_information,top_5pct,5pct,31,True,608,304,304,23,0.7419354838709677,0.5,0.2419354838709677
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,8,coexpression_probability,top_100,100,100,True,608,304,304,53,0.53,0.5,0.03
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,8,coexpression_probability,top_500,500,500,True,608,304,304,253,0.506,0.5,0.006
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,8,coexpression_probability,top_5pct,5pct,31,True,608,304,304,17,0.5483870967741935,0.5,0.0483870967741935
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,8,codetection_odds_ratio,top_100,100,100,True,608,304,304,60,0.6,0.5,0.0999999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,8,codetection_odds_ratio,top_500,500,500,True,608,304,304,256,0.512,0.5,0.012
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,8,codetection_odds_ratio,top_5pct,5pct,31,True,608,304,304,22,0.7096774193548387,0.5,0.2096774193548387
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,9,pearson,top_100,100,100,True,608,304,304,62,0.62,0.5,0.12
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,9,pearson,top_500,500,500,True,608,304,304,253,0.506,0.5,0.006
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,9,pearson,top_5pct,5pct,31,True,608,304,304,23,0.7419354838709677,0.5,0.2419354838709677
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,9,spearman,top_100,100,100,True,608,304,304,63,0.63,0.5,0.13
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,9,spearman,top_500,500,500,True,608,304,304,257,0.514,0.5,0.014
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,9,spearman,top_5pct,5pct,31,True,608,304,304,20,0.6451612903225806,0.5,0.1451612903225806
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,9,mutual_information,top_100,100,100,True,608,304,304,60,0.6,0.5,0.0999999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,9,mutual_information,top_500,500,500,True,608,304,304,258,0.516,0.5,0.016
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,9,mutual_information,top_5pct,5pct,31,True,608,304,304,20,0.6451612903225806,0.5,0.1451612903225806
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,9,coexpression_probability,top_100,100,100,True,608,304,304,50,0.5,0.5,0.0
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,9,coexpression_probability,top_500,500,500,True,608,304,304,255,0.51,0.5,0.01
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,9,coexpression_probability,top_5pct,5pct,31,True,608,304,304,17,0.5483870967741935,0.5,0.0483870967741935
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,9,codetection_odds_ratio,top_100,100,100,True,608,304,304,62,0.62,0.5,0.12
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,9,codetection_odds_ratio,top_500,500,500,True,608,304,304,257,0.514,0.5,0.014
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLiver,trrust_dorothea_union,9,codetection_odds_ratio,top_5pct,5pct,31,True,608,304,304,22,0.7096774193548387,0.5,0.2096774193548387
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,0,pearson,top_100,100,100,True,908,454,454,61,0.61,0.5,0.1099999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,0,pearson,top_500,500,500,True,908,454,454,265,0.53,0.5,0.03
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,0,pearson,top_5pct,5pct,46,True,908,454,454,28,0.6086956521739131,0.5,0.108695652173913
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,0,spearman,top_100,100,100,True,908,454,454,62,0.62,0.5,0.12
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,0,spearman,top_500,500,500,True,908,454,454,261,0.522,0.5,0.022
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,0,spearman,top_5pct,5pct,46,True,908,454,454,29,0.6304347826086957,0.5,0.1304347826086956
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,0,mutual_information,top_100,100,100,True,908,454,454,61,0.61,0.5,0.1099999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,0,mutual_information,top_500,500,500,True,908,454,454,261,0.522,0.5,0.022
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,0,mutual_information,top_5pct,5pct,46,True,908,454,454,30,0.6521739130434783,0.5,0.1521739130434782
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,0,coexpression_probability,top_100,100,100,True,908,454,454,53,0.53,0.5,0.03
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,0,coexpression_probability,top_500,500,500,True,908,454,454,268,0.536,0.5,0.036
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,0,coexpression_probability,top_5pct,5pct,46,True,908,454,454,26,0.5652173913043478,0.5,0.0652173913043477
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,0,codetection_odds_ratio,top_100,100,100,True,908,454,454,69,0.69,0.5,0.1899999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,0,codetection_odds_ratio,top_500,500,500,True,908,454,454,282,0.564,0.5,0.0639999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,0,codetection_odds_ratio,top_5pct,5pct,46,True,908,454,454,31,0.6739130434782609,0.5,0.1739130434782608
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,1,pearson,top_100,100,100,True,908,454,454,62,0.62,0.5,0.12
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,1,pearson,top_500,500,500,True,908,454,454,262,0.524,0.5,0.024
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,1,pearson,top_5pct,5pct,46,True,908,454,454,30,0.6521739130434783,0.5,0.1521739130434782
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,1,spearman,top_100,100,100,True,908,454,454,64,0.64,0.5,0.14
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,1,spearman,top_500,500,500,True,908,454,454,260,0.52,0.5,0.02
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,1,spearman,top_5pct,5pct,46,True,908,454,454,31,0.6739130434782609,0.5,0.1739130434782608
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,1,mutual_information,top_100,100,100,True,908,454,454,62,0.62,0.5,0.12
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,1,mutual_information,top_500,500,500,True,908,454,454,264,0.528,0.5,0.028
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,1,mutual_information,top_5pct,5pct,46,True,908,454,454,32,0.6956521739130435,0.5,0.1956521739130434
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,1,coexpression_probability,top_100,100,100,True,908,454,454,53,0.53,0.5,0.03
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,1,coexpression_probability,top_500,500,500,True,908,454,454,266,0.532,0.5,0.032
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,1,coexpression_probability,top_5pct,5pct,46,True,908,454,454,26,0.5652173913043478,0.5,0.0652173913043477
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,1,codetection_odds_ratio,top_100,100,100,True,908,454,454,64,0.64,0.5,0.14
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,1,codetection_odds_ratio,top_500,500,500,True,908,454,454,279,0.558,0.5,0.058
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,1,codetection_odds_ratio,top_5pct,5pct,46,True,908,454,454,33,0.717391304347826,0.5,0.217391304347826
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,2,pearson,top_100,100,100,True,908,454,454,62,0.62,0.5,0.12
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,2,pearson,top_500,500,500,True,908,454,454,261,0.522,0.5,0.022
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,2,pearson,top_5pct,5pct,46,True,908,454,454,29,0.6304347826086957,0.5,0.1304347826086956
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,2,spearman,top_100,100,100,True,908,454,454,63,0.63,0.5,0.13
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,2,spearman,top_500,500,500,True,908,454,454,261,0.522,0.5,0.022
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,2,spearman,top_5pct,5pct,46,True,908,454,454,31,0.6739130434782609,0.5,0.1739130434782608
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,2,mutual_information,top_100,100,100,True,908,454,454,62,0.62,0.5,0.12
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,2,mutual_information,top_500,500,500,True,908,454,454,265,0.53,0.5,0.03
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,2,mutual_information,top_5pct,5pct,46,True,908,454,454,31,0.6739130434782609,0.5,0.1739130434782608
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,2,coexpression_probability,top_100,100,100,True,908,454,454,53,0.53,0.5,0.03
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,2,coexpression_probability,top_500,500,500,True,908,454,454,274,0.548,0.5,0.048
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,2,coexpression_probability,top_5pct,5pct,46,True,908,454,454,24,0.5217391304347826,0.5,0.0217391304347825
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,2,codetection_odds_ratio,top_100,100,100,True,908,454,454,69,0.69,0.5,0.1899999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,2,codetection_odds_ratio,top_500,500,500,True,908,454,454,282,0.564,0.5,0.0639999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,2,codetection_odds_ratio,top_5pct,5pct,46,True,908,454,454,36,0.782608695652174,0.5,0.2826086956521739
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,3,pearson,top_100,100,100,True,908,454,454,61,0.61,0.5,0.1099999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,3,pearson,top_500,500,500,True,908,454,454,265,0.53,0.5,0.03
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,3,pearson,top_5pct,5pct,46,True,908,454,454,26,0.5652173913043478,0.5,0.0652173913043477
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,3,spearman,top_100,100,100,True,908,454,454,60,0.6,0.5,0.0999999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,3,spearman,top_500,500,500,True,908,454,454,260,0.52,0.5,0.02
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,3,spearman,top_5pct,5pct,46,True,908,454,454,27,0.5869565217391305,0.5,0.0869565217391304
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,3,mutual_information,top_100,100,100,True,908,454,454,59,0.59,0.5,0.0899999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,3,mutual_information,top_500,500,500,True,908,454,454,257,0.514,0.5,0.014
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,3,mutual_information,top_5pct,5pct,46,True,908,454,454,29,0.6304347826086957,0.5,0.1304347826086956
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,3,coexpression_probability,top_100,100,100,True,908,454,454,51,0.51,0.5,0.01
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,3,coexpression_probability,top_500,500,500,True,908,454,454,268,0.536,0.5,0.036
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,3,coexpression_probability,top_5pct,5pct,46,True,908,454,454,25,0.5434782608695652,0.5,0.0434782608695651
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,3,codetection_odds_ratio,top_100,100,100,True,908,454,454,61,0.61,0.5,0.1099999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,3,codetection_odds_ratio,top_500,500,500,True,908,454,454,282,0.564,0.5,0.0639999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,3,codetection_odds_ratio,top_5pct,5pct,46,True,908,454,454,32,0.6956521739130435,0.5,0.1956521739130434
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,4,pearson,top_100,100,100,True,908,454,454,61,0.61,0.5,0.1099999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,4,pearson,top_500,500,500,True,908,454,454,261,0.522,0.5,0.022
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,4,pearson,top_5pct,5pct,46,True,908,454,454,31,0.6739130434782609,0.5,0.1739130434782608
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,4,spearman,top_100,100,100,True,908,454,454,62,0.62,0.5,0.12
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,4,spearman,top_500,500,500,True,908,454,454,259,0.518,0.5,0.018
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,4,spearman,top_5pct,5pct,46,True,908,454,454,31,0.6739130434782609,0.5,0.1739130434782608
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,4,mutual_information,top_100,100,100,True,908,454,454,58,0.58,0.5,0.0799999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,4,mutual_information,top_500,500,500,True,908,454,454,257,0.514,0.5,0.014
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,4,mutual_information,top_5pct,5pct,46,True,908,454,454,32,0.6956521739130435,0.5,0.1956521739130434
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,4,coexpression_probability,top_100,100,100,True,908,454,454,54,0.54,0.5,0.04
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,4,coexpression_probability,top_500,500,500,True,908,454,454,267,0.534,0.5,0.034
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,4,coexpression_probability,top_5pct,5pct,46,True,908,454,454,24,0.5217391304347826,0.5,0.0217391304347825
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,4,codetection_odds_ratio,top_100,100,100,True,908,454,454,65,0.65,0.5,0.15
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,4,codetection_odds_ratio,top_500,500,500,True,908,454,454,278,0.556,0.5,0.056
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,4,codetection_odds_ratio,top_5pct,5pct,46,True,908,454,454,30,0.6521739130434783,0.5,0.1521739130434782
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,5,pearson,top_100,100,100,True,908,454,454,61,0.61,0.5,0.1099999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,5,pearson,top_500,500,500,True,908,454,454,253,0.506,0.5,0.006
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,5,pearson,top_5pct,5pct,46,True,908,454,454,28,0.6086956521739131,0.5,0.108695652173913
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,5,spearman,top_100,100,100,True,908,454,454,62,0.62,0.5,0.12
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,5,spearman,top_500,500,500,True,908,454,454,252,0.504,0.5,0.004
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,5,spearman,top_5pct,5pct,46,True,908,454,454,31,0.6739130434782609,0.5,0.1739130434782608
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,5,mutual_information,top_100,100,100,True,908,454,454,61,0.61,0.5,0.1099999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,5,mutual_information,top_500,500,500,True,908,454,454,251,0.502,0.5,0.002
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,5,mutual_information,top_5pct,5pct,46,True,908,454,454,29,0.6304347826086957,0.5,0.1304347826086956
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,5,coexpression_probability,top_100,100,100,True,908,454,454,53,0.53,0.5,0.03
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,5,coexpression_probability,top_500,500,500,True,908,454,454,266,0.532,0.5,0.032
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,5,coexpression_probability,top_5pct,5pct,46,True,908,454,454,25,0.5434782608695652,0.5,0.0434782608695651
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,5,codetection_odds_ratio,top_100,100,100,True,908,454,454,63,0.63,0.5,0.13
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,5,codetection_odds_ratio,top_500,500,500,True,908,454,454,261,0.522,0.5,0.022
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,5,codetection_odds_ratio,top_5pct,5pct,46,True,908,454,454,33,0.717391304347826,0.5,0.217391304347826
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,6,pearson,top_100,100,100,True,908,454,454,61,0.61,0.5,0.1099999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,6,pearson,top_500,500,500,True,908,454,454,259,0.518,0.5,0.018
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,6,pearson,top_5pct,5pct,46,True,908,454,454,31,0.6739130434782609,0.5,0.1739130434782608
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,6,spearman,top_100,100,100,True,908,454,454,63,0.63,0.5,0.13
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,6,spearman,top_500,500,500,True,908,454,454,263,0.526,0.5,0.026
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,6,spearman,top_5pct,5pct,46,True,908,454,454,32,0.6956521739130435,0.5,0.1956521739130434
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,6,mutual_information,top_100,100,100,True,908,454,454,63,0.63,0.5,0.13
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,6,mutual_information,top_500,500,500,True,908,454,454,265,0.53,0.5,0.03
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,6,mutual_information,top_5pct,5pct,46,True,908,454,454,31,0.6739130434782609,0.5,0.1739130434782608
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,6,coexpression_probability,top_100,100,100,True,908,454,454,53,0.53,0.5,0.03
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,6,coexpression_probability,top_500,500,500,True,908,454,454,267,0.534,0.5,0.034
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,6,coexpression_probability,top_5pct,5pct,46,True,908,454,454,25,0.5434782608695652,0.5,0.0434782608695651
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,6,codetection_odds_ratio,top_100,100,100,True,908,454,454,65,0.65,0.5,0.15
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,6,codetection_odds_ratio,top_500,500,500,True,908,454,454,281,0.562,0.5,0.062
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,6,codetection_odds_ratio,top_5pct,5pct,46,True,908,454,454,32,0.6956521739130435,0.5,0.1956521739130434
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,7,pearson,top_100,100,100,True,908,454,454,61,0.61,0.5,0.1099999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,7,pearson,top_500,500,500,True,908,454,454,266,0.532,0.5,0.032
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,7,pearson,top_5pct,5pct,46,True,908,454,454,25,0.5434782608695652,0.5,0.0434782608695651
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,7,spearman,top_100,100,100,True,908,454,454,61,0.61,0.5,0.1099999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,7,spearman,top_500,500,500,True,908,454,454,262,0.524,0.5,0.024
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,7,spearman,top_5pct,5pct,46,True,908,454,454,29,0.6304347826086957,0.5,0.1304347826086956
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,7,mutual_information,top_100,100,100,True,908,454,454,57,0.57,0.5,0.0699999999999999
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,7,mutual_information,top_500,500,500,True,908,454,454,265,0.53,0.5,0.03
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,7,mutual_information,top_5pct,5pct,46,True,908,454,454,27,0.5869565217391305,0.5,0.0869565217391304
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,7,coexpression_probability,top_100,100,100,True,908,454,454,53,0.53,0.5,0.03
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultLung,trrust,7,coexpression_probability,top_500,500,500,True,908,454,454,267,0.534,0.5,0.034
