dataset,condition,n_cells,n_genes,median_counts_per_cell,median_genes_per_cell,donor_id_n_unique,cell_type_n_unique,assay_n_unique
GSE126030,bone_marrow,6665,61497,3115.0,1020.0,2,6,1
