qc_rows,matching_coverage_min,matching_coverage_max,internal_duplicate_total_max,internal_duplicate_max_max,failed_matches_total_final_max,relaxed_fraction_max,positive_negative_overlap_unique_max,negative_overlap_with_known_union_unique_max,smd_target_mean_counts_max_abs,smd_target_detection_rate_max_abs
16,0.8707865168539326,0.979591836734694,0,0,0,0.0,0,0,0.0396498438069918,0.0120525456451546
