run_dir,dataset,condition,edge_set,score_definition,metric,repeat,n_positive,n_negative,random_auprc_baseline,auroc,auprc,enrichment_at_5pct,positive_median,negative_median,median_difference,cliffs_delta
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,dorothea_ab,formal_abs,coexpression_probability,6,760,760,0.5,0.5299194944598338,0.5158944480675413,1.0,0.0149889816530048,0.0133258490823209,0.0016631325706839,0.0598389889196675
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,dorothea_ab,formal_abs,codetection_odds_ratio,6,760,760,0.5,0.5540070983379501,0.5462194007532515,1.2894736842105263,1.3666179776191711,1.3056148290634155,0.0610031485557556,0.1080141966759002
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,dorothea_ab,formal_abs,pearson,7,760,760,0.5,0.5286902700831024,0.5331651359825562,1.2894736842105263,0.0467859487980604,0.0432620793581008,0.0035238694399595,0.057380540166205
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,dorothea_ab,formal_abs,spearman,7,760,760,0.5,0.5178540512465375,0.5304174730276044,1.3421052631578947,0.0383010562509298,0.0381050147116184,0.0001960415393114,0.0357081024930747
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,dorothea_ab,formal_abs,mutual_information,7,760,760,0.5,0.5199264196675901,0.5276058649859476,1.263157894736842,0.0008155512623488,0.0007614103378728,5.414092447608709e-05,0.03985283933518
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,dorothea_ab,formal_abs,coexpression_probability,7,760,760,0.5,0.5330090027700831,0.517253193561519,0.9736842105263158,0.0149889816530048,0.0132842706516385,0.0017047110013663,0.0660180055401662
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,dorothea_ab,formal_abs,codetection_odds_ratio,7,760,760,0.5,0.5596944252077563,0.5507109530761997,1.368421052631579,1.3666179776191711,1.299346089363098,0.067271888256073,0.1193888504155125
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,dorothea_ab,formal_abs,pearson,8,760,760,0.5,0.5368247922437673,0.536038278983145,1.236842105263158,0.0467859487980604,0.0414156503975391,0.0053702984005212,0.0736495844875346
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,dorothea_ab,formal_abs,spearman,8,760,760,0.5,0.5251540858725762,0.5340861499321234,1.2894736842105263,0.0383010562509298,0.037077035754919,0.0012240204960107,0.0503081717451523
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,dorothea_ab,formal_abs,mutual_information,8,760,760,0.5,0.52509175900277,0.5310173709737349,1.2894736842105263,0.0008155512623488,0.0007256367825902,8.991447975859046e-05,0.0501835180055401
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,dorothea_ab,formal_abs,coexpression_probability,8,760,760,0.5,0.5294667590027701,0.51622064991658,0.9736842105263158,0.0149889816530048,0.013242692220956,0.0017462894320487,0.0589335180055401
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,dorothea_ab,formal_abs,codetection_odds_ratio,8,760,760,0.5,0.5609141274238227,0.5511854758367132,1.2894736842105263,1.3666179776191711,1.2986541390419006,0.0679638385772705,0.1218282548476454
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,dorothea_ab,formal_abs,pearson,9,760,760,0.5,0.5289793975069252,0.5340832629178185,1.3157894736842106,0.0467859487980604,0.0444267112761735,0.0023592375218868,0.0579587950138504
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,dorothea_ab,formal_abs,spearman,9,760,760,0.5,0.515521987534626,0.5315783794148541,1.368421052631579,0.0383010562509298,0.039167396724224,-0.0008663404732942,0.0310439750692521
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,dorothea_ab,formal_abs,mutual_information,9,760,760,0.5,0.5166075138504155,0.5284472065450909,1.3157894736842106,0.0008155512623488,0.0007818423910066,3.3708871342241764e-05,0.0332150277008309
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,dorothea_ab,formal_abs,coexpression_probability,9,760,760,0.5,0.5359115304709141,0.5177583300197047,1.0,0.0149889816530048,0.012951644603163,0.0020373370498418,0.0718230609418282
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,dorothea_ab,formal_abs,codetection_odds_ratio,9,760,760,0.5,0.5670732340720221,0.5588744750121828,1.394736842105263,1.3666179776191711,1.284950077533722,0.0816679000854492,0.1341464681440443
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,trrust_dorothea_intersection,formal_abs,pearson,0,229,229,0.5,0.5722812303350432,0.5877329195898742,1.4782608695652173,0.0512155927717685,0.0374204106628894,0.013795182108879,0.1445624606700863
adult_tissue__adultlung,ZJU_HCL_adult_tissue,AdultLung,trrust_dorothea_intersection,formal_abs,spearman,0,229,229,0.5,0.5561678839076296,0.5764909509544363,1.565217391304348,0.0454562753438949,0.0337187834084034,0.0117374919354915,0.112335767815259
