metric,units,auprc_mean,auprc_median,auprc_gt_05,auroc_mean,auroc_median,auroc_gt_05,cliffs_delta_mean
codetection_odds_ratio,16,0.568955753165268,0.583624176838293,16,0.556159819464202,0.5818443234937674,12,0.11231963892840396
coexpression_probability,16,0.5165167066837262,0.517815497352709,16,0.5163245778251482,0.5227769778125009,12,0.032649155650296274
mutual_information,16,0.5455435770884789,0.5578503828946161,14,0.5335478482757636,0.5455762828481989,12,0.06709569655152724
pearson,16,0.5468811410368347,0.560098404895939,14,0.5337216920988431,0.5505282127219805,12,0.06744338419768617
spearman,16,0.5514473386300288,0.5627801500183853,14,0.5377557760977283,0.5456341436863055,12,0.07551155219545659
