source_group,dataset,condition,edge_set,repeat,universe_targets,universe_target_count,positive_target_count,negative_target_count
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,dorothea_ab,0,A2M;AAMP;ABHD11;ACAT1;ADGRE5;ADIRF;ADM;AGR3;AHNAK;ANXA1;ANXA2;APP;ATF3;ATP2A2;BHLHE40;BIRC3;BOLA3;BRD2;BRK1;C10ORF99;CACYBP;CALM1;CAPN2;CAST;CCL4;CCL5;CCT8;CD24;CD44;CD53;CD69;CDKN1A;CEACAM7;CES2;CHP1;CITED2;COX17;COX7A2;COX7A2L;CREM;CTNNA1;DDIT3;DDIT4;DUSP1;EIF4E2;EIF5A;ERGIC1;ETS2;EZR;FAM162A;FLNB;FOS;FXYD3;GMDS;GPA33;GPX3;GSTP1;H2AFY;H2AFZ;HLA-A;HLA-DRA;HMGCR;HSPA5;HSPA6;HSPH1;IDH3B;IER5;INSIG1;IRF1;JUNB;KDELR1;KLF6;LDLR;LGALS3;LMNA;LRRFIP1;MAP3K13;MCL1;MT1M;MTCH2;MTCO3P12;MUC2;MYH14;MYH9;NCOA7;NDRG1;NDUFC1;NFKBIA;ODC1;PCBD1;PCNA;PDHA1;PERP;PLAC8;PLAUR;POLR2E;PPP1R15A;PRDX2;PSMB9;PTTG1IP;RBM47;RHOB;RPL34;RPL6P27;RPL7A;RPLP2;RPS29;RSL24D1;RTN4;S100A11;S100A16;SEPW1;SMIM22;SNRPB2;SNU13;SOX4;SPCS3;SPTBN1;SRSF3;STAT3;STMN1;SUCLG1;SUMO1;TAF7;TIMP1;TOB1;TRIB1;TXN;UBE2I;UFM1;UGT2B17;UQCRFS1;VIL1;VIM;VMP1;VPS29;WFDC2;ZFP36,138,62,78
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,dorothea_ab,1,A2M;AC090498.1;ACAT1;ACAT2;ADIRF;AHNAK;AKR1C3;ANXA1;ANXA2;APP;AREG;ARHGDIB;ATF3;ATP5G3;ATP5H;ATP5I;BAX;BCAP31;BHLHE40;BIRC3;C1QBP;CA4;CACYBP;CAPN2;CAST;CCL4;CCL5;CCT8;CD44;CD53;CD69;CDKN1A;CEACAM7;CITED2;CKS2;COX7A2L;CREM;CTNNA1;DDIT3;DDIT4;DUSP1;EIF4E2;ERGIC1;ETS2;EZR;FAM162A;FLII;FLNB;FOS;FXYD3;GADD45A;GGCT;GMDS;GPA33;GPX3;GSTP1;H2AFV;H2AFY;HIST1H4C;HLA-A;HLA-DRA;HNRNPA3;HSD11B2;HSPA5;HSPD1;HSPH1;IER5;IRF1;JUNB;KLF6;LDLR;LGALS3;LMNA;MAP3K13;MCL1;MOB1A;MRPL14;MT1H;MUC2;MYH9;NCOA7;NDRG1;NDUFA9;NDUFAF3;NEAT1;ODC1;PCBD1;PDHA1;PLAC8;PLAUR;PLS1;POLR2E;PPA2;PPP1R15A;PRDX2;PSMA5;PSMB3;PSMB9;PTP4A2;PTTG1IP;RAB11A;RBM47;RHOB;RP11-234A1.1;RPL30;RPL3P4;RPL6P27;RPLP2;RPS12;RPS29;RSL24D1;RTN4;S100A11;SAT1;SEPW1;SF3B6;SFN;SNRPE;SOX4;SPCS2;SPTBN1;SQSTM1;ST6GALNAC1;STAT3;STMN1;SUMO1;SUMO3;TIMP1;TMEM176A;TOB1;TRIB1;TSC22D1;TXN;UAP1;UGDH;UQCRFS1;VAMP8;VIM;VMP1;ZFP36,140,62,81
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,dorothea_ab,2,ACTR3;ADGRE5;ADIRF;ADM;AGR3;AHNAK;ANXA1;ANXA2;ANXA5;APP;AREG;ARHGDIB;ATF3;ATP2A2;ATP5H;BANF1;BCAP31;BHLHE40;BIRC3;C8ORF4;CA4;CACYBP;CAPN2;CAST;CBX3;CCL4;CCL5;CD44;CD69;CD79A;CDKN1A;CHP1;CITED2;CMAS;CNIH4;CREM;CTNNA1;CYCS;DDIT3;DDIT4;DNAJA1;DUSP1;EIF3H;EIF5A;ERGIC1;ETS2;EZR;FAM162A;FLNB;FOS;FXYD3;GADD45B;GGCT;GMDS;GPX3;GSTP1;H2AFZ;HLA-A;HLA-DRA;HMGCR;HSPH1;IER5;IRF1;JUNB;KLF6;LAMTOR1;LDHA;LDLR;LGALS3;LMNA;MAP3K13;MCL1;MRPS7;MT1M;MTCH2;MUC2;MYH9;NBL1;NCOA7;NDRG1;NFKBIA;NUCKS1;ODC1;PCBD1;PCNA;PDHA1;PKM;PLAC8;PLAUR;PLS1;PPA2;PPP1R15A;PRDX2;PSMB3;PSMB9;PTTG1IP;RBM17;RBM47;RHOB;RPL30;RPL34;RPL3P4;RPLP2;RPS28;RSL24D1;RTN4;S100A11;S100A16;S100A4;SEC61A1;SERPINA1;SLC38A2;SOD2;SOX4;SPCS3;SPTBN1;SQSTM1;SRSF1;SRSF3;STAT3;STMN1;SUCLG1;SUMO1;TAF7;TFG;TIMP1;TMBIM6;TMSB4XP8;TOB1;TRIB1;TUBB4B;TXN;UBE2N;VIL1;VIM;VMP1;ZFP36,137,62,76
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,dorothea_ab,3,ACAT2;ACTR3;ADGRE5;ADIRF;AHNAK;AKR1C3;ANXA1;ANXA2;ANXA5;APP;AREG;ARF4;ARL14;ATF3;ATP5H;BANF1;BHLHE40;BIRC3;BOLA3;BTG1;C10ORF99;C8ORF4;CA4;CACYBP;CALM1;CAPN2;CARD16;CAST;CCL4;CCL5;CD44;CD69;CDKN1A;CITED2;CKS2;COPS6;COX17;COX7A2;COX7A2L;CREM;CTNNA1;CTNND1;DDIT3;DDIT4;DDX24;DUSP1;ECHS1;ERGIC1;ETS2;EZR;FAM162A;FLII;FLNB;FOS;FXYD3;G3BP2;GADD45B;GMDS;GSTP1;H2AFJ;HIST1H2BG;HLA-A;HLA-DRA;HMGCR;HSPA5;HSPD1;HSPH1;IER5;IRF1;IVNS1ABP;JUNB;KDELR1;KLF6;LDLR;LGALS3;LMNA;MAP3K13;MCL1;MRPS7;MT1H;MTCH2;MTCO3P12;MUC2;MYH9;NBL1;NCOA7;NDRG1;NDUFA9;NFKBIA;NHP2;NOP10;NUCKS1;ODC1;PCBD1;PDHA1;PKM;PLAUR;PPA2;PPP1R15A;PPP2CA;PRDX2;PSMA1;PSMB9;PTTG1IP;RAB11A;RBM47;RHOB;RND3;RPL34;RPL7P1;RPS28;RSL24D1;RTN4;S100A11;SELM;SF3B6;SNRPE;SOD2;SOX4;SPINK4;SPTBN1;SRI;SRSF3;STAT3;STMN1;SUCLG1;SUMO1;TIMP1;TMSB4XP8;TRIB1;TUBB4B;TXN;UGDH;UGT2B17;UQCRFS1;VAMP8;VIL1;VIM;VMP1;ZFP36,140,62,80
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,dorothea_ab,4,AAMP;AC090498.1;ACAT2;ADIRF;ADM;AGR3;AHNAK;AKR1C3;ANP32B;ANXA1;ANXA2;APP;AREG;ATF3;BAX;BHLHE40;BIRC3;BOLA3;BRD2;BRK1;CACYBP;CAPN2;CAST;CBX3;CCL4;CCL5;CCT5;CCT8;CD44;CD53;CD69;CD79A;CDKN1A;CEACAM7;CITED2;CNIH4;COX17;COX7A2;CREM;CTNNA1;CYCS;DDIT3;DDIT4;DUSP1;EIF4A3;ELOVL1;ERGIC1;ETS2;EZR;FAM162A;FLII;FLNB;FOS;FXYD3;GADD45A;GGCT;GMDS;GPX3;GSTP1;H2AFV;H2AFY;HIST1H4C;HLA-A;HLA-DRA;HSPA6;HSPD1;HSPH1;IER5;IRF1;JUNB;KDELR1;KLF6;LDLR;LGALS3;LMNA;MAP3K13;MCL1;MT1H;MT1M;MTCO1P12;MTCO3P12;MUC2;MYH9;NCOA7;NDRG1;NDUFC1;NHP2;NUCB2;NUCKS1;ODC1;PCNA;PDHA1;PLAUR;PPP1R15A;PPP1R1B;PRDX2;PSMB9;PTP4A2;PTTG1IP;RBM17;RBM47;RHOB;RND3;RPL34;RPL6P27;RPL7A;RPL7P1;RPS12;RSL24D1;RTN4;S100A11;SELM;SFN;SLC25A5;SLC38A2;SMIM22;SNRPE;SNU13;SOX4;SPTBN1;STAT3;STMN1;SUCLG1;SUMO1;TAF7;TIMP1;TM9SF2;TMBIM6;TRIB1;TSC22D1;TXN;UBE2N;UQCRFS1;VAMP8;VIM;VMP1;ZFP36,137,62,77
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,dorothea_ab,5,AC090498.1;ACTR3;ADGRE5;ADIRF;AGR3;AHNAK;ANXA1;ANXA2;APP;ATF3;ATP5G3;BHLHE40;BIRC3;CA4;CACYBP;CALM1;CAMTA1;CAPN2;CAST;CCL4;CCL5;CD44;CD69;CDH17;CDKN1A;CEACAM7;CKS2;CMAS;COPS6;COX6A1;COX7A2;COX7A2L;CREM;CTNNA1;CTNND1;DCTPP1;DDIT3;DDIT4;DUSP1;EIF4A3;ERGIC1;ETS2;EZR;FAM162A;FLNB;FOS;FXYD3;GMDS;GPA33;GSTP1;H2AFY;H2AFZ;HIST1H4C;HLA-A;HLA-DRA;HNRNPH3;HSD11B2;HSPA5;HSPH1;IDH3B;IER5;IRF1;JUNB;KDELR1;KLF6;LDLR;LGALS3;LMNA;LRRFIP1;MANF;MAP3K13;MCL1;MOB1A;MRPL14;MRPS18A;MRPS7;MT1H;MT1M;MTCH2;MUC2;MYH14;MYH9;NCOA7;NDRG1;NOP10;NXPE4;ODC1;PCNA;PDHA1;PLAUR;PLIN2;POLR2E;PPP1R15A;PRDX2;PSMA1;PSMB9;PTTG1IP;QTRT1;RAB11A;RBM17;RBM47;RHOB;RNASE1;RPL34;RPL6P27;RPL7A;RPS12;RSL24D1;RTN4;S100A11;SEC61A1;SEPW1;SERPINA1;SNRPB2;SNU13;SOX4;SPCS2;SPTBN1;SRSF3;STAT3;STMN1;SUCLG1;SUMO1;TIMP1;TMSB4XP8;TRIB1;TSC22D1;TUBB4B;TXN;UAP1;UGDH;VAMP8;VIL1;VIM;VMP1;ZFP36,136,62,77
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,dorothea_ab,6,A2M;ACAT2;ACO2;ACTR3;ADGRE5;ADIRF;AGR3;AHNAK;ANXA1;ANXA2;APP;AREG;ARF4;ATF3;ATP5G3;ATP5H;BHLHE40;BIRC3;C10ORF99;CA4;CACYBP;CAMTA1;CAPN2;CARD16;CAST;CCL4;CCL5;CCT8;CD44;CD52;CD69;CDKN1A;CES2;CMAS;CNIH4;COX4I1;COX7A2;CREM;CTNNA1;DDIT3;DDIT4;DRAP1;DUSP1;EIF3H;EIF4A3;ELOVL1;ERGIC1;ETS2;EZR;FLNB;FOS;FXYD3;G3BP2;GADD45A;GLUL;GMDS;GPA33;GPR160;GPX3;GSTP1;H2AFY;HLA-A;HLA-DRA;HMGB1;HSPA5;HSPH1;IER5;INSIG1;IRF1;JUNB;KLF6;LAMTOR1;LAPTM5;LDLR;LGALS3;LGALS9;LMNA;LRRFIP1;MANF;MAP3K13;MCL1;MRPL14;MT1H;MTCH2;MUC2;MYH9;NCOA7;NDRG1;NDUFA9;NDUFAF3;NEAT1;NOP10;ODC1;PDHA1;PLAC8;PLAUR;PLS1;PPA2;PPP1R15A;PRDX2;PSMA1;PSMA5;PSMB9;PTP4A2;PTTG1IP;RBM47;RBMX;RHOB;RP11-234A1.1;RP11-386I14.4;RPL34;RPL6P27;RPL7A;RPLP2;RSL24D1;RTN4;S100A11;SEC61A1;SELM;SFN;SLC25A5;SNRPD2;SNU13;SOX4;SPTBN1;SRSF3;STAT3;STMN1;SUCLG1;SUMO1;TIMP1;TMSB4XP8;TRIB1;TXN;UAP1;VIM;VMP1;ZFP36,138,62,81
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,dorothea_ab,7,A2M;AC090498.1;ACAT1;ADIRF;AGR3;AHNAK;AKR1C3;ANXA1;ANXA2;APP;ARF4;ATF3;ATP2A2;ATP5H;BHLHE40;BIRC3;BTG1;C10ORF99;C8ORF4;CA4;CACYBP;CAPN2;CAST;CCL4;CCL5;CCT5;CCT8;CD24;CD44;CD69;CDH17;CDKN1A;CITED2;CNIH4;COX17;COX7A2;COX7A2L;CREM;CTNNA1;CTNND1;DCTPP1;DDIT3;DDIT4;DDT;DUSP1;EIF4A3;ERGIC1;ETS2;EZR;FAM162A;FLII;FLNB;FOS;FXYD3;GADD45A;GGCT;GMDS;GPX3;GSTP1;HLA-A;HLA-DRA;HMGCR;HNRNPA3;HNRNPH3;HSPA5;HSPD1;HSPH1;IER5;IRF1;IVNS1ABP;JUNB;KDELR1;KLF6;LDLR;LGALS3;LMNA;LRRFIP1;MAP3K13;MCL1;MOB1A;MRPS7;MT1H;MTCH2;MUC2;MYH9;NCOA7;NDRG1;NFKBIA;ODC1;PDHA1;PLAC8;PLAUR;PPP1R15A;PPP2CA;PRDX2;PSMA3;PSMB9;PTTG1IP;PYCARD;RBM47;RHOB;RPL24;RPL34;RPL3P4;RPL6P27;RPL7P9;RPLP2;RSL24D1;RTN4;S100A11;S100A14;S100A16;SEC61A1;SEPW1;SNRPB2;SNRPF;SNU13;SOD2;SOX4;SPTBN1;SRSF1;SRSF3;STAT3;STMN1;SUCLG1;SUMO1;SURF4;TIMP1;TMBIM6;TOB1;TRIB1;TXN;UBE2I;VAMP8;VIM;VMP1;VPS29;ZFP36,138,62,77
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,dorothea_ab,8,AC090498.1;ACAT2;ADIRF;ADM;AHNAK;ANP32B;ANXA1;ANXA2;APP;ARF4;ARL14;ATF3;ATP5H;BHLHE40;BIRC3;C10ORF99;CACYBP;CAMTA1;CAPN2;CAST;CCL4;CCL5;CCT8;CD44;CD69;CDKN1A;CMAS;CNIH4;COPS6;CREM;CS;CTNNA1;DDIT3;DDIT4;DDX24;DUSP1;EFNA1;ERGIC1;ETS2;EZR;FAM162A;FLII;FLNB;FOS;FXYD3;GDI2;GGCT;GMDS;GSTP1;H2AFV;HIST1H4C;HLA-A;HLA-DRA;HMGCR;HSPA5;HSPA6;HSPD1;HSPH1;IER5;IGFBP7;IRF1;JUNB;KLF6;LAMTOR1;LDLR;LGALS3;LMNA;LRRFIP1;MANF;MAP3K13;MCL1;MT1H;MT1M;MTCO1P12;MTCO3P12;MUC2;MYH9;NCOA7;NCOR1;NDRG1;NEAT1;NUCKS1;NXPE4;ODC1;ORMDL1;PCBD1;PCNA;PDHA1;PKM;PLAUR;PLIN2;PPP1R15A;PPP1R1B;PPP2CA;PRDX2;PSMB9;PTTG1IP;RAB11A;RAC1;RBM17;RBM47;RHOB;RNF5;RPL24;RPL30;RPL34;RPL6P27;RPS29;RSL24D1;RTN4;S100A11;S100A4;SAT1;SELM;SEPW1;SFN;SLC38A2;SMIM22;SNRPE;SOD2;SOX4;SPTBN1;SQSTM1;SRSF3;ST6GALNAC1;STAT3;STMN1;SUCLG1;SUMO1;SURF4;TIMP1;TM9SF2;TMEM176A;TMEM176B;TMSB4XP8;TRIB1;TSC22D1;TXN;UAP1;VIM;VMP1;ZFP36,142,62,83
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,dorothea_ab,9,A2M;AAMP;ACAT1;ADIRF;ADM;AGR3;AHNAK;ANP32B;ANXA1;ANXA2;APP;ARHGDIB;ARL14;ATF3;ATP2A2;ATP5G3;BHLHE40;BIRC3;BTG1;C1QBP;CA4;CALM1;CAPN2;CAST;CCL4;CCL5;CCT5;CD44;CD69;CDKN1A;CEACAM7;COX7A2;CREM;CTNNA1;DCTPP1;DDIT3;DDIT4;DDT;DUSP1;EIF4E2;ERGIC1;ETS2;EZR;FLNB;FOS;FXYD3;GADD45B;GGCT;GMDS;GPA33;GPX3;GSTP1;H2AFY;H2AFZ;HIST1H2BG;HIST1H4C;HLA-A;HLA-DRA;HMGCS1;HSPA5;HSPH1;IDH3B;IER5;IRF1;JUNB;KLF6;LDLR;LGALS3;LMNA;LRRFIP1;MANF;MAP3K13;MCL1;MRPL14;MTCH2;MUC2;MYH9;NCOA7;NDRG1;NDUFA9;NDUFAB1;NDUFC1;ODC1;PCBD1;PCNA;PDHA1;PERP;PLAUR;PLIN2;PPP1R15A;PSMA1;PSMB3;PSMB9;PTP4A2;PTTG1IP;RAB11A;RAP1A;RBM47;RHOB;RNF5;RP11-234A1.1;RPL34;RPL6P27;RPL7A;RPLP2;RSL24D1;RTN4;S100A11;S100A16;SELM;SERPINH1;SNRPB2;SNU13;SOX4;SPTBN1;SRRM1;SRSF3;STAT3;STMN1;SUMO1;TFG;TIMP1;TMEM176B;TMSB4XP4;TPI1;TRIB1;TUBB4B;TXN;UAP1;UFM1;UGDH;UGP2;UGT2B17;VIM;VMP1;ZFP36,136,62,76
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,trrust_dorothea_intersection,0,A2M;APP;AREG;ARL14;ATF3;ATP5H;BTG1;CACYBP;CCL5;CDKN1A;CITED2;CNIH4;COX17;COX6B1;COX7A2;CREM;DDIT3;DDIT4;DUSP1;ETS2;EZR;FAM162A;FOS;FXYD3;GLUL;GSTP1;H2AFZ;HLA-A;HSPH1;IRF1;IVNS1ABP;JUNB;LAPTM5;LDLR;LGALS3;MCL1;MYH14;NCOR1;NUCKS1;NXPE4;ODC1;PDHA1;PLAC8;PLAUR;PLIN2;PRDX2;PSMB9;QTRT1;RHOB;RPL34;RPL6P27;RPL7A;RPS12;S100A11;SNRPE;SOD2;SOX4;SQSTM1;STMN1;SUMO1;TFG;TIMP1;TOB1;TSC22D1;TUBB4B;TXN;UAP1;UGDH;UGT2B17;VMP1;ZFP36,71,30,42
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,trrust_dorothea_intersection,1,A2M;ADIRF;AGR3;APP;ARL14;ATF3;ATP5H;BRD2;BTG1;CACYBP;CALM1;CCL5;CDKN1A;CEACAM7;CNIH4;COX17;COX7A2;CREM;DDIT3;DDIT4;DUSP1;EFNA1;EIF4E2;ETS2;EZR;FAM162A;FOS;FUCA1;FXYD3;GLUL;GSTP1;H2AFY;HLA-A;HMGCR;HNRNPA3;HSPD1;HSPH1;IRF1;JUNB;LDLR;LGALS3;LRRFIP1;MCL1;MT1H;MTCH2;NUCKS1;NXPE4;ODC1;PCBD1;PDHA1;PLAUR;PRDX2;PSMB9;RHOB;RPL24;RPS12;RPS29;S100A11;S100A16;SERPINH1;SFN;SOX4;SRSF3;STMN1;SUMO1;TIMP1;TSC22D1;TXN;UAP1;VMP1;ZFP36,71,30,43
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,trrust_dorothea_intersection,2,AGR3;APP;ARL14;ATF3;BCAP31;C1QBP;CCL5;CCT8;CDKN1A;CEACAM7;CITED2;CNIH4;CREM;DDIT3;DDIT4;DUSP1;ETS2;EZR;FAM162A;FKBP11;FOS;FUCA1;FXYD3;GLUL;GPA33;GSTP1;H2AFZ;HLA-A;HSPH1;IRF1;JUNB;LDLR;MANF;MCL1;MT1H;MTCH2;NEAT1;ODC1;PDHA1;PLAC8;PLAUR;PLIN2;PPP2CA;PRDX2;PSMB9;RBM17;RHOB;RND3;RP11-234A1.1;RPL30;RPL34;RPL6P27;RPS12;RPS28;S100A11;S100A16;SMIM22;SOX4;SQSTM1;SRSF3;STMN1;SUMO1;TIMP1;TXN;UGT2B17;VIL1;VMP1;ZFP36,68,30,41
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,trrust_dorothea_intersection,3,A2M;ACAT2;ADIRF;AGR3;APP;ATF3;BCAP31;CACYBP;CCL5;CDKN1A;CEACAM7;COX7A2;CREM;DDIT3;DDIT4;DUSP1;ETS2;EZR;FOS;FXYD3;GLUL;GSTP1;HIST1H4C;HLA-A;HSPD1;HSPH1;IRF1;JUNB;LDLR;LGALS3;LRRFIP1;MCL1;MT1H;MTCH2;NEAT1;ODC1;PDHA1;PDHB;PKM;PLAUR;PPP2CA;PRDX2;PSMB9;RHOB;RND3;RPL34;RPL6P27;RPL7P1;RPS12;RPS28;S100A11;SERPINH1;SNRPE;SNU13;SOD2;SOX4;SPCS2;SRSF3;ST6GALNAC1;STMN1;SUMO1;TIMP1;TSC22D1;TUBB4B;TXN;UAP1;UGDH;UGT2B17;VIL1;VMP1;ZFP36,71,30,42
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,trrust_dorothea_intersection,4,A2M;ADIRF;AGR3;APP;ATF3;ATP5H;C1QBP;CACYBP;CCL5;CDKN1A;COX17;CREM;DDIT3;DDIT4;DUSP1;EIF3D;EIF4E2;ETS2;EZR;FOS;FXYD3;GADD45B;GLUL;GSTP1;H2AFZ;HLA-A;HMGCR;HSPH1;IRF1;JUNB;LAPTM5;LDLR;LGALS3;LGALS9;MANF;MCL1;MT1H;MTCH2;NDUFA9;NEAT1;NUCKS1;ODC1;PCBD1;PDHA1;PLAC8;PLAUR;PRDX2;PSMA3;PSMA5;PSMB9;RHOB;RP11-234A1.1;RPL30;RPLP2;RPS28;S100A11;SERPINA1;SERPINH1;SFN;SOX4;SPCS2;SRSF3;STMN1;SUMO1;TIMP1;TXN;UAP1;UGT2B17;VMP1;ZFP36,70,30,42
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,trrust_dorothea_intersection,5,ACAT2;ADIRF;AGR3;APP;ARL14;ATF3;ATP5I;BRD2;CACYBP;CCL5;CDH17;CDKN1A;COX17;COX7A2;CREM;DDIT3;DDIT4;DUSP1;EIF3D;ETS2;EZR;FAM162A;FOS;FXYD3;GSTP1;HLA-A;HSPD1;HSPH1;IRF1;JUNB;LDLR;LGALS3;LRRFIP1;MCL1;MT1M;NDUFC1;NUCKS1;ODC1;PCBD1;PDHA1;PLAC8;PLAUR;PSMB9;QTRT1;RBM17;RHOB;RND3;RPL6P27;RPLP2;RPS12;RPS29;S100A11;S100A14;SERPINA1;SNRPE;SOX4;SPCS2;SQSTM1;SRSF3;STMN1;SUMO1;TIMP1;TMBIM6;TOB1;TUBB4B;TXN;UAP1;UGT2B17;VIL1;WFDC2;ZFP36,71,30,41
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,trrust_dorothea_intersection,6,ACAT2;ADIRF;APP;ARHGDIB;ATF3;ATP5H;C8ORF4;CACYBP;CCL5;CCT8;CDKN1A;CES2;CNIH4;COX17;CREM;DDIT3;DDIT4;DUSP1;EFNA1;ETS2;EZR;FAM162A;FOS;FXYD3;GPA33;GPR160;GSTP1;HLA-A;HNRNPA3;HSPD1;HSPH1;IRF1;JUNB;LDLR;LGALS3;MCL1;MT1H;MT1M;NDUFA9;ODC1;PCBD1;PDHA1;PKM;PLAC8;PLAUR;PPP2CA;PRDX2;PSMA1;PSMB9;RHOB;RND3;RPL30;RPL34;RPL6P27;RPL7A;RPLP2;RPS12;S100A11;S100A16;SERPINA1;SFN;SNRPD2;SNRPE;SOD2;SOX4;SRSF3;STMN1;SUCLG1;SUMO1;TIMP1;TMBIM6;TXN;VIL1;VMP1;ZFP36,75,30,45
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,trrust_dorothea_intersection,7,ADIRF;APP;ARL14;ATF3;ATP5H;ATP5I;BRD2;BTG1;CACYBP;CALM1;CCL5;CCT5;CDKN1A;CEACAM7;CITED2;CNIH4;COX7A2;CREM;DDIT3;DDIT4;DUSP1;EFNA1;EIF3D;ETS2;EZR;FOS;FXYD3;GGCT;GLUL;GPA33;GSTP1;HLA-A;HMGB1;HSPH1;IRF1;IVNS1ABP;JUNB;LAPTM5;LDLR;LGALS3;LGALS9;MCL1;MT1H;MT1M;MTCH2;NDUFC1;NUCKS1;ODC1;PCBD1;PDHA1;PKM;PLAUR;PRDX2;PSMB9;RHOB;RPLP2;RPS12;RPS29;S100A11;SERPINA1;SFN;SOD2;SOX4;SRSF3;STMN1;SUCLG1;SUMO1;TIMP1;TSC22D1;TUBB4B;TXN;UGDH;VAMP8;VPS29;ZFP36,75,30,45
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,trrust_dorothea_intersection,8,A2M;ACAT2;ADIRF;AGR3;APP;ARHGDIB;ATF3;BRD2;CCL5;CDKN1A;CEACAM7;COX7A2;CREM;DDIT3;DDIT4;DUSP1;EFNA1;EIF4E2;ETS2;EZR;FAM162A;FOS;FUCA1;FXYD3;GPA33;GSTP1;H2AFZ;HLA-A;HSPH1;IRF1;JUNB;LDLR;LGALS3;MCL1;MT1H;MTCH2;NDUFC1;NEAT1;NUCKS1;ODC1;PDHA1;PLAC8;PLAUR;PLIN2;PRDX2;PSMB9;RHOB;RND3;RP11-234A1.1;RPL24;RPL34;RPL6P27;RPLP2;S100A11;S100A16;SNRPD2;SNRPE;SOX4;STMN1;SUCLG1;SUMO1;TFG;TIMP1;TSC22D1;TXN;UAP1;VIL1;ZFP36,68,30,39
hcl_adult_tissue,ZJU_HCL_adult_tissue,AdultColon,trrust_dorothea_intersection,9,ACAT2;ADIRF;AGR3;APP;AREG;ATF3;BOLA3;BTG1;CACYBP;CALM1;CCL5;CDKN1A;COX7A2;CREM;DDIT3;DDIT4;DUSP1;EFNA1;ETS2;EZR;FAM162A;FKBP11;FOS;FXYD3;GPA33;GPR160;GSTP1;H2AFZ;HIST1H4C;HLA-A;HNRNPA3;HSPH1;IRF1;JUNB;LDLR;LGALS3;MANF;MCL1;MT1H;MTCH2;MTCO3P12;MYH14;NDUFA9;NHP2;NUCKS1;NXPE4;ODC1;PDHA1;PLAUR;PRDX2;PSMA1;PSMB9;RHOB;RP11-234A1.1;RPL6P27;RPL7A;RPS29;S100A11;SERPINA1;SFN;SOX4;SRSF3;STMN1;SUCLG1;SUMO1;TIMP1;TXN;UAP1;ZFP36,69,30,42
