tf,target,mode,weight,confidence,tf_detection_rate,tf_mean_counts,target_detection_rate,target_mean_counts,target_z_mean_counts,target_z_detection_rate,edge_id_original
KLF6,IGF1R,Activation,0.5,B,0.4160583941605828,1.8348540145985448,0.0675182481751824,0.2354014598540147,-0.06869985202425327,0.005557613881162108,256
LEF1,CTNNB1,Activation,1.0,A,0.2718978102189793,1.8120437956204385,0.2536496350364979,0.6551094890510963,0.17774471269846293,1.5943164256359454,257
LEF1,MYC,Activation,1.0,A,0.2718978102189793,1.8120437956204385,0.1149635036496349,0.572080291970803,0.12899154880766409,0.41053535021080867,258
LEF1,TCF3,Activation,1.0,A,0.2718978102189793,1.8120437956204385,0.1368613138686131,0.4945255474452558,0.08345287923933636,0.5974481515937237,259
MAF,ITGB7,Activation,1.0,A,0.1478102189781023,0.78102189781022,0.2180656934306581,0.9835766423357674,0.3706143720466747,1.2905831233887068,260
MAX,ODC1,Activation,1.0,A,0.3667883211678829,1.2600364963503683,0.105839416058394,0.4735401459854019,0.07113065100320068,0.33265501630126104,261
MBD1,SETDB1,Repression,-1.0,A,0.254562043795622,0.8859489051094901,0.1131386861313867,0.4005474452554746,0.028270726703597815,0.39495928342889897,262
MEF2A,JUN,Activation,1.0,A,0.1286496350364962,0.3996350364963506,0.1350364963503649,0.5656934306569349,0.12524130543144915,0.581872084811814,263
MEF2D,ATF3,Activation,1.0,A,0.2417883211678847,1.0793795620437974,0.1386861313868613,0.8193430656934314,0.2741795423725686,0.6130242183756334,264
MEF2D,JUN,Activation,1.0,A,0.2417883211678847,1.0793795620437974,0.1350364963503649,0.5656934306569349,0.12524130543144915,0.581872084811814,265
MXD1,ODC1,Activation,1.0,A,0.1423357664233577,0.5666058394160587,0.105839416058394,0.4735401459854019,0.07113065100320068,0.33265501630126104,266
MXD4,ODC1,Activation,1.0,A,0.1569343065693433,0.4142335766423358,0.105839416058394,0.4735401459854019,0.07113065100320068,0.33265501630126104,267
MYB,ANPEP,Activation,1.0,A,0.0802919708029196,0.2937956204379564,0.189781021897811,1.6888686131386874,0.7847483905915859,1.0491540882691062,268
MYB,BCL2,Activation,1.0,A,0.0802919708029196,0.2937956204379564,0.094890510948905,0.354014598540146,0.0009475249626010331,0.23919861560980438,269
MYB,CD4,Activation,1.0,A,0.0802919708029196,0.2937956204379564,0.14507299270073,0.5921532846715335,0.14077802799005515,0.6675404521123174,270
MYB,LCK,Activation,1.0,A,0.0802919708029196,0.2937956204379564,0.4087591240875902,3.184306569343061,1.6628410896796921,2.918282102098231,271
MYB,MAT2A,Activation,1.0,A,0.0802919708029196,0.2937956204379564,0.1669708029197084,0.543795620437957,0.11238332814156848,0.8544532534952338,272
MYB,MYC,Activation,1.0,A,0.0802919708029196,0.2937956204379564,0.1149635036496349,0.572080291970803,0.12899154880766409,0.41053535021080867,273
MYB,NR3C1,Activation,1.0,A,0.0802919708029196,0.2937956204379564,0.3604014598540144,2.012773722627739,0.974939304671073,2.505516332377636,274
MYB,PDCD4,Activation,0.5,B,0.0802919708029196,0.2937956204379564,0.5282846715328454,3.150547445255471,1.6430183746911269,3.9385144763133013,275
MYB,SP3,Activation,1.0,A,0.0802919708029196,0.2937956204379564,0.1085766423357663,0.2846715328467156,-0.03976940312202137,0.3560191164741256,276
MYB,WAS,Activation,1.0,A,0.0802919708029196,0.2937956204379564,0.1651459854014602,0.4078467153284675,0.03255671913355821,0.8388771867133241,277
MYBL1,NCL,Activation,1.0,A,0.0784671532846714,0.4069343065693433,0.4260948905109476,1.855839416058399,0.8827904674269291,3.066254736526369,278
MYC,BCL2,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.094890510948905,0.354014598540146,0.0009475249626010331,0.23919861560980438,279
MYC,BRD7,Repression,-1.0,A,0.1149635036496349,0.572080291970803,0.1031021897810218,0.2153284671532848,-0.08048633120664399,0.30929091612839726,280
MYC,CAD,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.0656934306569342,0.1843065693430658,-0.09870179903397515,-0.010018452900747613,281
MYC,CCND2,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.3020072992700737,2.16058394160584,1.0617306513777676,2.00708219535654,282
