tf,target,mode,pearson,spearman,mutual_information,coexpression_probability,codetection_odds_ratio
AHR,MYC,Unknown,-0.0243492741137743,-0.015234486199915409,0.0028047203,0.04470802843570709,1.0397398471832275
ARNT,BHLHE40,Unknown,0.05436161532998085,0.11091165989637375,0.0066817612,0.018248174339532852,3.036458969116211
ATF1,BCL2,Unknown,0.01217388641089201,0.04636102169752121,0.0011976977,0.015510949306190014,1.6474418640136719
ATF1,LDHA,Unknown,0.030219290405511856,0.05248841643333435,0.0043375306,0.062043797224760056,1.5996603965759277
ATF1,MAP1LC3B,Unknown,0.020642004907131195,0.061989832669496536,0.0036287906,0.05930656939744949,1.6142867803573608
ATF1,PLAUR,Unknown,-0.012419488281011581,0.008998926728963852,0.00010484686,0.014598540030419827,1.174991250038147
ATF1,SLC20A1,Unknown,0.00782204233109951,0.053713954985141754,0.0035130542,0.020985402166843414,1.7189133167266846
ATF2,ATF3,Unknown,0.02234925888478756,0.041623301804065704,0.0032007503,0.018248174339532852,1.575549840927124
ATF2,DUSP1,Unknown,0.013963083736598492,0.0379735603928566,0.00091908156,0.020985402166843414,1.4417177438735962
ATF2,DUSP10,Unknown,0.053834784775972366,0.055327996611595154,0.0013103693,0.011861314065754414,1.8190120458602905
ATF2,IMPDH2,Unknown,-0.0384497195482254,-0.03258214518427849,0.0024724829,0.010948904789984226,0.7506020665168762
ATF2,JUN,Unknown,0.0246465802192688,0.018978402018547058,0.00017099571,0.014598540030419827,1.2108091115951538
ATF2,PCK2,Unknown,0.015605269931256771,0.04186079278588295,0.00092149124,0.009124087169766426,1.7749288082122803
ATF2,TNF,Unknown,-0.02209542691707611,0.0018125082133337855,0.00059125107,0.012773722410202026,1.0974822044372559
ATF3,ASNS,Unknown,-0.02689475752413273,-0.017705228179693222,0.000112803034,0.007299270015209913,0.8914027214050293
ATF3,DDIT3,Unknown,-0.007706178817898035,0.01729843206703663,0.0011121144,0.020072992891073227,1.2631019353866577
ATF3,LDLR,Unknown,-0.048287879675626755,-0.034828636795282364,0.005681431,0.013686131685972214,0.7640404105186462
ATF4,ASNS,Unknown,0.02792571857571602,0.04782934859395027,0.003358322,0.03467153385281563,1.5781540870666504
ATF4,ATF3,Unknown,0.02424647845327854,0.044900305569171906,0.007462968,0.07755474746227264,1.526798963546753
ATF4,CEBPB,Unknown,-0.04682956263422966,-0.014019441790878773,0.016833687,0.13503649830818176,1.129467487335205
ATF4,CXCL8,Unknown,-0.05190657079219818,-0.05831069499254227,0.0019628978,0.047445256263017654,0.74347323179245
ATF4,DDIT3,Unknown,0.02781546860933304,0.051595304161310196,0.001858384,0.0656934306025505,1.3460286855697632
ATF4,DDIT4,Unknown,0.007660086266696453,0.03259667381644249,0.0014718,0.058394160121679306,1.3396891355514526
ATF4,MCL1,Unknown,0.0601285919547081,0.060358677059412,0.016508114,0.3667883276939392,1.6148221492767334
ATF4,TNFRSF10B,Unknown,0.07000564783811569,0.09686477482318878,0.005567268,0.09945255517959595,1.6690680980682373
ATF6,ATP2A2,Unknown,0.07826326042413712,0.055919498205184937,0.0015913165,0.024635037407279015,1.512378215789795
ATF6,DDIT3,Unknown,-0.026812558993697166,-0.0061094188131392,6.016368e-09,0.014598540030419827,1.0219985246658325
ATF6,DNAJC3,Unknown,0.08474776893854141,0.08675137162208557,0.0034295302,0.023722628131508827,2.027528762817383
ATF6,HSPA5,Unknown,0.027388006448745728,0.052677277475595474,0.003925287,0.04288320988416672,1.4278340339660645
ATF6,RTN3,Unknown,0.005471013952046633,0.04549948126077652,0.0019538926,0.020985402166843414,1.5959078073501587
ATF6,SRF,Unknown,-0.009252012707293034,0.031743716448545456,0.005189959,0.03375912457704544,1.4154841899871826
ATF6,XBP1,Unknown,0.030545342713594437,0.05339522659778595,0.0039561708,0.051094889640808105,1.4808852672576904
BCL6,CCND2,Unknown,0.045264992862939835,0.03129585459828377,0.002236714,0.06113138794898987,1.116605281829834
BCL6,HDAC7,Unknown,0.037142314016819,0.08149360120296478,0.0077352487,0.04470802843570709,1.8228663206100464
BCL6,IRF4,Unknown,0.037112317979335785,0.04717649146914482,0.0011957258,0.029197080060839653,1.4347277879714966
BCL6,LITAF,Unknown,0.036932323127985,0.07000885903835297,0.010126256,0.1104014590382576,1.7174067497253418
CEBPB,ABCB1,Unknown,-0.1307477355003357,-0.1333581954240799,0.017531766,0.014598540030419827,0.36053934693336487
CEBPB,ASNS,Unknown,-0.07634232938289642,-0.0488458052277565,0.011251442,0.013686131685972214,0.7783368229866028
CEBPB,CSRP1,Unknown,0.09795878827571869,0.09915859252214432,0.0056829583,0.023722628131508827,2.402306318283081
CEBPB,CXCL8,Unknown,0.3253224790096283,0.3632151186466217,0.056694742,0.08302919566631317,8.50078296661377
CEBPB,FURIN,Unknown,-0.0014598433626815677,0.012224974110722542,0.0022167547,0.04835766553878784,1.1771706342697144
CEBPB,MAD1L1,Unknown,0.06307089328765869,0.05840885266661644,0.003605386,0.021897809579968452,1.8281153440475464
CEBPB,S100A9,Unknown,0.43941789865493774,0.4395494759082794,0.08640528,0.11131387203931808,9.221199989318848
CEBPB,TNF,Unknown,0.30084148049354553,0.32217520475387573,0.052679967,0.08029197156429291,5.835165023803711
CEBPB,TOP1,Unknown,0.1420394331216812,0.1501983255147934,0.013760088,0.08302919566631317,2.1245222091674805
CEBPB,XBP1,Unknown,0.017640460282564163,0.021113302558660507,0.004766673,0.10218977928161621,1.1386871337890625
CEBPD,GAPDH,Unknown,0.09947021305561066,0.11792411655187607,0.013647029,0.06295620650053024,2.173896312713623
CEBPD,TNF,Unknown,0.08608636260032654,0.12174155563116074,0.006487893,0.020985402166843414,2.8624000549316406
CEBPZ,MLH1,Unknown,0.046320151537656784,0.09278272092342377,0.00440156,0.020072992891073227,2.3498034477233887
CREB1,AQP3,Unknown,0.03271559998393059,0.018553713336586952,0.00024552192,0.014598540030419827,1.2099695205688477
CREB1,BCL2,Unknown,-0.0007315580151043832,0.027944566681981087,0.00055449246,0.016423357650637627,1.376956582069397
CREB1,CD4,Unknown,-0.0032207276672124863,0.006254363339394331,0.0024735522,0.020985402166843414,1.0845483541488647
CREB1,JUN,Unknown,-0.015933848917484283,0.005959219299256802,0.004082512,0.020072992891073227,1.1255666017532349
CREB1,NF1,Unknown,-0.012720003724098206,0.019247345626354218,0.00040194954,0.01916058361530304,1.2986706495285034
CREB1,NOLC1,Unknown,0.07211004942655563,0.05728797987103462,0.0018054739,0.020985402166843414,1.5915194749832153
CREB1,ODC1,Unknown,0.005693319719284773,0.008442850783467293,9.838876e-05,0.015510949306190014,1.1069287061691284
CREB1,POLD2,Unknown,0.02386113815009594,0.05244394764304161,0.001588299,0.011861314065754414,1.8437772989273071
CREB1,PPP2CA,Unknown,0.028469208627939224,0.058067742735147476,0.0088047525,0.0656934306025505,1.6291531324386597
CREB1,PSEN1,Unknown,-0.020002219825983047,-0.002625727327540517,0.0027501003,0.02645985409617424,1.0499045848846436
CREB1,RRM2B,Unknown,0.00012615496234502643,0.018463609740138054,0.00034196765,0.013686131685972214,1.2548704147338867
CREB1,SLC20A1,Unknown,-0.012888319790363312,0.02170165628194809,0.002487293,0.020985402166843414,1.3149898052215576
CREB1,UXT,Unknown,0.024189919233322144,0.04818214848637581,0.0046723206,0.06386861205101013,1.3800146579742432
CREM,CD247,Unknown,-0.03177502751350403,-0.01691180281341076,0.005309814,0.1322992742061615,0.9622265100479126
CREM,DUSP1,Unknown,-0.023193495348095894,-0.02787109650671482,0.0039315894,0.04288320988416672,0.8775966167449951
CTCF,ATXN7,Unknown,0.03340988606214523,0.04070332273840904,0.002238847,0.020072992891073227,1.4717472791671753
CTCF,BCL6,Unknown,-0.01552726048976183,-0.005409853998571634,0.0009737641,0.025547444820404053,0.9906132221221924
CTCF,PBXIP1,Unknown,0.1173974797129631,0.15312178432941437,0.017461738,0.07572992891073227,2.6535427570343018
CTCF,IPO13,Unknown,0.03574230894446373,0.056190378963947296,0.0018974702,0.011861314065754414,1.917405128479004
CTCF,IRAK2,Unknown,-0.05801382660865784,-0.056230075657367706,0.0016847723,0.006386861205101013,0.5378386974334717
CTCF,MYC,Unknown,0.061672359704971313,0.1210048496723175,0.0074454965,0.03010948933660984,2.6279635429382324
CTCF,NF1,Unknown,0.025230424478650093,0.001420866698026657,0.0013890973,0.015510949306190014,1.0010244846343994
CTCF,RAD21,Unknown,0.05212707072496414,0.08571816235780716,0.0057151685,0.058394160121679306,1.6989859342575073
CTCF,RBL2,Unknown,0.04370683804154396,0.08098557591438293,0.008704676,0.05018248036503792,1.6898431777954102
CUX1,FTO,Unknown,-0.046786341816186905,-0.025984937325119972,0.0002540994,0.006386861205101013,0.7909464836120605
DDIT3,ASNS,Unknown,0.01758544333279133,0.04913036897778511,0.0014152208,0.011861314065754414,1.87140953540802
DDIT3,CXCL8,Unknown,-0.04048178344964981,-0.036475859582424164,0.0006007193,0.010948904789984226,0.72745281457901
DDIT3,TNFRSF10B,Unknown,0.013766232877969742,-0.006083558313548565,0.00021000464,0.020072992891073227,0.9335415959358215
E2F3,MAP3K5,Unknown,-0.024548962712287903,-0.014122768305242062,9.142072e-05,0.0027372261974960566,0.8841673731803894
E2F4,CUX1,Unknown,0.027079574763774872,0.06137318164110184,0.003831134,0.028284670785069466,1.7716151475906372
E2F4,HCFC1,Unknown,0.04172348976135254,0.09424007683992386,0.017147776,0.08394160866737366,1.8643466234207153
E2F4,LIN54,Unknown,0.01639150269329548,0.04822682589292526,0.003464457,0.025547444820404053,1.6404165029525757
E2F4,LTBP4,Unknown,0.06619028002023697,0.11521506309509277,0.0064528175,0.02645985409617424,2.7320029735565186
E2F4,MAP3K5,Unknown,-0.021876666694879532,0.010147809982299805,0.0015976353,0.016423357650637627,1.2469958066940308
E2F4,MYC,Unknown,0.03517836332321167,0.059755440801382065,0.003676374,0.036496348679065704,1.6029994487762451
E2F4,TOPBP1,Unknown,0.010012669488787651,0.038289736956357956,0.0012254311,0.020072992891073227,1.5766204595565796
ELF2,VCP,Unknown,0.03607974946498871,0.05551400035619736,0.0020152114,0.04927007481455803,1.4523842334747314
ELK1,CITED2,Unknown,-0.001688050338998437,0.018880948424339294,0.004565934,0.012773722410202026,1.29446542263031
ELK1,FUT4,Unknown,0.03885535150766373,0.10333102196455002,0.0046164086,0.011861314065754414,3.2778730392456055
ELK1,MCL1,Unknown,0.014231105335056782,0.0207765344530344,0.0070099025,0.07025547325611115,1.8977351188659668
ELK1,PSEN1,Unknown,0.06292270869016647,0.11851873993873596,0.010190237,0.03010948933660984,2.7172086238861084
ELK1,SRF,Unknown,-0.021376652643084526,0.015137355774641037,0.0006624868,0.021897809579968452,1.2293227910995483
ETS1,ABCB1,Unknown,0.087651327252388,0.13091526925563812,0.014300764,0.08211679011583328,2.751058340072632
ETS1,ANPEP,Unknown,-0.38813918828964233,-0.4203888773918152,0.1300448,0.007299270015209913,0.026192480698227882
ETS1,ATXN2,Unknown,0.05524633824825287,0.07570115476846695,0.006019815,0.05656934157013893,1.9070892333984375
ETS1,BAX,Unknown,0.01668723300099373,0.009100151248276234,0.0007387831,0.028284670785069466,1.207139253616333
ETS1,CD6,Unknown,0.37946388125419617,0.4108509123325348,0.12677276,0.3403284549713135,8.240123748779297
ETS1,CHUK,Unknown,-0.043499529361724854,-0.02965080924332142,0.005500105,0.024635037407279015,0.7837579250335693
ETS1,CSNK2A1,Unknown,0.05338065326213837,0.05843067541718483,0.0043389965,0.04105839505791664,1.3863414525985718
ETS1,CSNK2B,Unknown,0.005605881568044424,0.012271580286324024,0.010922918,0.29744526743888855,1.2386703491210938
ETS1,DUSP6,Unknown,-0.2781602442264557,-0.301281601190567,0.06291134,0.005474452394992113,0.044288504868745804
ETS1,ECE1,Unknown,0.09440603852272034,0.11212966591119766,0.01024791,0.06113138794898987,2.5646371841430664
ETS1,FLI1,Unknown,0.16663679480552673,0.18899713456630707,0.022337815,0.09032846987247467,3.894794225692749
ETS1,IL2RB,Unknown,0.21509361267089844,0.2411283254623413,0.047227237,0.18156933784484863,4.2515482902526855
ETS1,LCK,Unknown,0.368497759103775,0.3903436064720154,0.10966257,0.3147810101509094,6.856982231140137
ETS1,MDM2,Unknown,-0.0007691803621128201,0.005959136411547661,0.010275723,0.07299269735813141,1.265061616897583
ETS1,MGAT5,Unknown,0.06192709878087044,0.047870803624391556,0.0044118264,0.043795619159936905,1.7084344625473022
ETS1,MYB,Unknown,0.2039424329996109,0.2145487368106842,0.023393504,0.06478102505207062,4.3880486488342285
ETS1,NDRG1,Unknown,0.08924703299999237,0.11568102240562439,0.021106957,0.10127737373113632,2.368703842163086
