dataset,condition,edge_set,score_definition,metric,repeat,n_positive,n_negative,random_auprc_baseline,auroc,auprc,enrichment_at_5pct,positive_median,negative_median,median_difference,cliffs_delta
PBMC10k,all,trrust,formal_abs,spearman,4,2651,2651,0.5,0.5152258153012585,0.5186117971350718,1.0451127819548873,0.0596461929380893,0.0571169294416904,0.002529263496398898,0.0304516306025171
PBMC10k,all,trrust,formal_abs,mutual_information,4,2651,2651,0.5,0.5065862707267892,0.5080346088091569,1.0300751879699248,0.0144026335,0.014207373,0.00019526049999999892,0.01317254145357838
PBMC10k,all,trrust,formal_abs,coexpression_probability,4,2651,2651,0.5,0.5022882691186048,0.5020441423618746,1.037593984962406,0.0725241750478744,0.0729409828782081,-0.0004168078303337097,0.004576538237209604
PBMC10k,all,trrust,formal_abs,codetection_odds_ratio,4,2651,2651,0.5,0.5096543001146447,0.5199057402108385,1.112781954887218,1.6484785079956057,1.6243743896484375,0.02410411834716819,0.019308600229289263
PBMC10k,all,trrust,formal_abs,pearson,5,2651,2651,0.5,0.5240954460719648,0.524746859561691,1.0827067669172932,0.0411289595067501,0.0366727337241172,0.004456225782632897,0.048190892143929576
PBMC10k,all,trrust,formal_abs,spearman,5,2651,2651,0.5,0.5167699683016067,0.5204747283768913,1.0601503759398496,0.0596461929380893,0.0563039258122444,0.0033422671258449,0.033539936603213416
PBMC10k,all,trrust,formal_abs,mutual_information,5,2651,2651,0.5,0.5066477408794017,0.5089518166881339,1.0601503759398496,0.0144026335,0.014408357,-5.723500000000617e-06,0.013295481758803351
PBMC10k,all,trrust,formal_abs,coexpression_probability,5,2651,2651,0.5,0.5011500041051248,0.5017720535618166,0.9924812030075187,0.0725241750478744,0.0726075321435928,-8.335709571841154e-05,0.00230000821024956
PBMC10k,all,trrust,formal_abs,codetection_odds_ratio,5,2651,2651,0.5,0.5101528913525013,0.522180813135503,1.150375939849624,1.6484785079956057,1.6278674602508545,0.0206110477447512,0.020305782705002606
PBMC10k,all,trrust,formal_abs,pearson,6,2651,2651,0.5,0.5191066167069899,0.5206586212730084,1.0751879699248121,0.0411289595067501,0.0377477630972862,0.0033811964094639033,0.03821323341397975
PBMC10k,all,trrust,formal_abs,spearman,6,2651,2651,0.5,0.5117509730284053,0.5167494027922968,1.0526315789473684,0.0596461929380893,0.0566989630460739,0.0029472298920154016,0.023501946056810663
PBMC10k,all,trrust,formal_abs,mutual_information,6,2651,2651,0.5,0.5029359823933546,0.5077136793864354,1.0676691729323309,0.0144026335,0.014542591,-0.00013995750000000105,0.0058719647867091496
PBMC10k,all,trrust,formal_abs,coexpression_probability,6,2651,2651,0.5,0.5017080734073147,0.5023706099794698,0.9924812030075187,0.0725241750478744,0.0729409828782081,-0.0004168078303337097,0.0034161468146294283
PBMC10k,all,trrust,formal_abs,codetection_odds_ratio,6,2651,2651,0.5,0.5074644970738358,0.5176253495511298,1.1353383458646618,1.6484785079956057,1.6301735639572144,0.018304944038391335,0.01492899414767157
