tf,target,mode,weight,confidence,tf_detection_rate,tf_mean_counts,target_detection_rate,target_mean_counts,target_z_mean_counts,target_z_detection_rate,edge_id_original
CREB1,HMOX1,Activation,1.0,A,0.0559656421956783,0.0616024694671855,0.1766205878405587,0.3822305730774444,0.13226116326301077,1.1044403916465173,22
CREB1,JUN,Repression,-1.0,A,0.0559656421956783,0.0616024694671855,0.1441417259428286,0.2003757884847679,0.030213655033076495,0.822718408727748,23
CREB1,POLD2,Activation,1.0,A,0.0559656421956783,0.0616024694671855,0.059991947389612,0.0667024560461684,-0.04479691190198813,0.09280236207451473,24
CREB1,PPP2CA,Activation,1.0,A,0.0559656421956783,0.0616024694671855,0.1731311233391497,0.2022547309086025,0.03126802043176151,1.074172740589129,25
CREB1,PSEN1,Activation,1.0,A,0.0559656421956783,0.0616024694671855,0.0637498322372836,0.0712656019326268,-0.04223631021946574,0.12539829398247454,26
CREB1,UXT,Activation,1.0,A,0.0559656421956783,0.0616024694671855,0.2545966984297382,0.3102939202791625,0.09189403085618916,1.7808059787366286,27
CREM,CD247,Repression,-1.0,A,0.5016776271641737,1.111394443698838,0.122936518588112,0.1566232720440224,0.005662003606539803,0.6387842215328471,28
CREM,DUSP1,Repression,-1.0,A,0.5016776271641737,1.111394443698838,0.1912494967118504,0.3310964971144854,0.10356736205592237,1.2313316980024922,29
HBP1,MIF,Repression,-1.0,A,0.1869547711716546,0.2289625553616961,0.0673735069118241,0.0715340222788891,-0.04208568659108205,0.1568300854651503,30
HBP1,NCF1,Repression,-1.0,A,0.1869547711716546,0.2289625553616961,0.1935310696550793,0.3548516977586948,0.11689755316787687,1.2511220852323224,31
HIF1A,ALDOA,Activation,1.0,A,0.1448127768084841,0.1725942826466258,0.3272044020936872,0.4706750771708642,0.18189164881543315,2.410605948815496,32
HIF1A,BAX,Activation,1.0,A,0.1448127768084841,0.1725942826466258,0.2509730237551973,0.330693866595095,0.10334142661334852,1.7493741872539494,33
HIF1A,CXCR4,Activation,1.0,A,0.1448127768084841,0.1725942826466258,0.5031539390686157,1.4310830760971964,0.7208229911721876,3.9367940463633486,34
HIF1A,ENO1,Activation,1.0,A,0.1448127768084841,0.1725942826466258,0.5046302509730577,1.0021473627700948,0.48012643301507624,3.949599591041472,35
HIF1A,FAM162A,Activation,1.0,A,0.1448127768084841,0.1725942826466258,0.0861629311501823,0.0959602737887544,-0.028378936408168222,0.31980974500495085,36
HIF1A,GAPDH,Activation,1.0,A,0.1448127768084841,0.1725942826466258,0.6765534827539821,2.7429875184539174,1.456995974897336,5.440863475830187,37
HIF1A,ITGB2,Activation,1.0,A,0.1448127768084841,0.1725942826466258,0.0830760971681663,0.1017313112333927,-0.025140528397919464,0.2930345152234121,38
HIF1A,LDHA,Activation,1.0,A,0.1448127768084841,0.1725942826466258,0.4054489330291441,0.6993692121862883,0.3102229801983085,3.0892998167563075,39
HIF1A,MIF,Activation,1.0,A,0.1448127768084841,0.1725942826466258,0.0673735069118241,0.0715340222788891,-0.04208568659108205,0.1568300854651503,40
HIF1A,NR3C1,Activation,1.0,A,0.1448127768084841,0.1725942826466258,0.202388941081733,0.2666756140115434,0.06741769124384162,1.3279553533010777,41
HIF1A,PFKFB3,Activation,1.0,A,0.1448127768084841,0.1725942826466258,0.0789155818011013,0.0927392296336073,-0.030186419948772258,0.25694616203959936,42
HIF1A,PGK1,Activation,1.0,A,0.1448127768084841,0.1725942826466258,0.4082673466648981,0.6003221044155234,0.2546428613247391,3.11374676568728,43
HIF1A,RORA,Activation,1.0,A,0.1448127768084841,0.1725942826466258,0.0661656153536439,0.0785129512817076,-0.038169472253106754,0.14635282163759142,44
HIF1A,SOCS1,Activation,1.0,A,0.1448127768084841,0.1725942826466258,0.4339014897329467,0.8025768353241169,0.3681377653118241,3.3360975869166034,45
HIF1A,TLR2,Activation,1.0,A,0.1448127768084841,0.1725942826466258,0.0963629043081482,0.1214602066836685,-0.014069691711719845,0.4082844173265571,46
HSF1,HSPA1A,Activation,1.0,A,0.0601261575627432,0.0640182525835458,0.3769963763253416,2.1477654006173914,1.1229880789565663,2.842502046596013,47
HSF1,HSPA1B,Activation,1.0,A,0.0601261575627432,0.0640182525835458,0.071399812105758,0.1213259965105369,-0.014145003525911946,0.191754298223679,48
HSF1,HSPA4,Activation,1.0,A,0.0601261575627432,0.0640182525835458,0.0640182525835458,0.0723392833176758,-0.041633815705931075,0.12772657483304264,49
HSF1,STIP1,Activation,0.5,B,0.0601261575627432,0.0640182525835458,0.1121997047376215,0.1371627969400098,-0.0052582094512756234,0.545652987510103,50
HSF1,UBB,Activation,0.5,B,0.0601261575627432,0.0640182525835458,0.8147899610790033,2.433901489732948,1.2835528668135523,6.639928113872635,51
IRF1,CASP7,Activation,1.0,A,0.3422359414843753,0.5240907260770497,0.0911287075560341,0.1029392027915732,-0.024462722070192757,0.3628829407404695,52
IRF1,CCL5,Activation,1.0,A,0.3422359414843753,0.5240907260770497,0.1704469198765273,0.7860689840289914,0.3588744121662303,1.0508899320834448,53
IRF1,CD40,Activation,1.0,A,0.3422359414843753,0.5240907260770497,0.195410012078915,0.3061334049120961,0.08955936461624149,1.2674200511863012,54
IRF1,CYBB,Activation,1.0,A,0.3422359414843753,0.5240907260770497,0.1811837337270166,0.2737887531874944,0.07140921739600953,1.1440211661061785,56
IRF1,EIF2AK2,Activation,1.0,A,0.3422359414843753,0.5240907260770497,0.5393906858140096,0.9016239430948828,0.423717884185394,4.25111196119001,57
IRF1,ERAP2,Activation,0.5,B,0.3422359414843753,0.5240907260770497,0.0802576835324126,0.0893839753053292,-0.03206921530356806,0.26858756629244224,58
IRF1,HLA-A,Activation,1.0,A,0.3422359414843753,0.5240907260770497,0.9914105489195156,8.367064823513704,4.612937548606075,8.171936913546286,59
IRF1,IFIT3,Activation,1.0,A,0.3422359414843753,0.5240907260770497,0.9171923231780238,6.844047778821768,3.7582990811571984,7.528167258364275,60
IRF1,IL27,Activation,1.0,A,0.3422359414843753,0.5240907260770497,0.1681653469332984,0.3027781505838178,0.08767656926144557,1.0310995448536147,61
IRF1,IRF2,Activation,1.0,A,0.3422359414843753,0.5240907260770497,0.2692256073010329,0.3865252986176447,0.1346711413171518,1.9076972850926295,62
IRF1,PSMB10,Activation,0.5,B,0.3422359414843753,0.5240907260770497,0.1487048718292865,0.1680311367601677,0.012063507812845386,0.8622991831874094,63
IRF1,PSMB9,Activation,1.0,A,0.3422359414843753,0.5240907260770497,0.8708898134477983,3.074889276607183,1.6432420913937342,7.126538811641319,64
IRF1,SOCS1,Activation,1.0,A,0.3422359414843753,0.5240907260770497,0.4339014897329467,0.8025768353241169,0.3681377653118241,3.3360975869166034,65
IRF1,TAP1,Activation,1.0,A,0.3422359414843753,0.5240907260770497,0.5451617232586464,1.089518185478464,0.529154424053963,4.301169999477219,66
IRF2,TAP1,Activation,1.0,A,0.2692256073010329,0.3865252986176447,0.5451617232586464,1.089518185478464,0.529154424053963,4.301169999477219,68
IRF3,IRF7,Activation,1.0,A,0.0734129647027249,0.0807945242249369,0.7845926721245083,2.843376727955996,1.5133292119128252,6.3779965181837515,70
IRF8,CD68,Repression,-1.0,A,0.1598443161991692,0.3143202254730948,0.3446517246007359,0.8606898402898974,0.40074778085688945,2.5619442041024696,72
IRF8,CYBB,Activation,1.0,A,0.1598443161991692,0.3143202254730948,0.1811837337270166,0.2737887531874944,0.07140921739600953,1.1440211661061785,73
IRF8,NCF2,Activation,1.0,A,0.1598443161991692,0.3143202254730948,0.1605153670648247,0.2316467588243196,0.04776130773977324,0.9647435406124162,74
IRF9,IFIT3,Activation,1.0,A,0.1536706482351378,0.1795732116494438,0.9171923231780238,6.844047778821768,3.7582990811571984,7.528167258364275,75
IRF9,IL27,Repression,-1.0,A,0.1536706482351378,0.1795732116494438,0.1681653469332984,0.3027781505838178,0.08767656926144557,1.0310995448536147,76
IRF9,PML,Activation,1.0,A,0.1536706482351378,0.1795732116494438,0.1350154341699126,0.1617232586230053,0.008523852545829517,0.7435568598084237,77
JUN,ATF3,Activation,1.0,A,0.1441417259428286,0.2003757884847679,0.1140786471614574,0.1528653871963508,0.0035532728091684273,0.5619509534640837,78
JUN,CCL5,Activation,1.0,A,0.1441417259428286,0.2003757884847679,0.1704469198765273,0.7860689840289914,0.3588744121662303,1.0508899320834448,80
JUN,CDKN1A,Activation,1.0,A,0.1441417259428286,0.2003757884847679,0.1242786203194233,0.1634679908737094,0.009502906130323042,0.65042562578569,81
JUN,CREM,Activation,1.0,A,0.1441417259428286,0.2003757884847679,0.5016776271641737,1.111394443698838,0.5414302497672322,3.9239885016852254,82
JUN,CTSL,Activation,1.0,A,0.1441417259428286,0.2003757884847679,0.3599516843376863,2.1477654006173896,1.1229880789565654,2.6946562125848925,83
JUN,DDIT3,Activation,1.0,A,0.1441417259428286,0.2003757884847679,0.1072339283317697,0.1288417662058806,-0.009927541931168935,0.5025797917745843,84
JUN,EZR,Activation,1.0,A,0.1441417259428286,0.2003757884847679,0.2354046436719876,0.3136491746074409,0.09377682621098511,1.6143338979209838,85
JUN,FAS,Activation,1.0,A,0.1441417259428286,0.2003757884847679,0.0750234867802985,0.0876392430546245,-0.033048268888061914,0.22318608970635478,86
JUN,MYC,Activation,1.0,A,0.1441417259428286,0.2003757884847679,0.1462890887129264,0.3137833847805695,0.09385213802517553,0.8413446555322943,87
JUN,NFKB2,Activation,1.0,A,0.1441417259428286,0.2003757884847679,0.0667024560461684,0.0731445443564625,-0.04118194482078011,0.15100938333872835,88
JUN,PDHA1,Activation,1.0,A,0.1441417259428286,0.2003757884847679,0.0687156086431354,0.0779761105891832,-0.038470719509874025,0.1684714897179932,89
JUN,PLAUR,Activation,1.0,A,0.1441417259428286,0.2003757884847679,0.2537914373909514,0.5368406925245025,0.21902037321200302,1.7738211361849228,90
JUN,POLD2,Activation,1.0,A,0.1441417259428286,0.2003757884847679,0.059991947389612,0.0667024560461684,-0.04479691190198813,0.09280236207451473,91
JUN,RELB,Activation,1.0,A,0.1441417259428286,0.2003757884847679,0.1156891692390309,0.1350154341699122,-0.006463198478344709,0.5759206385674948,92
JUN,SPI1,Activation,1.0,A,0.1441417259428286,0.2003757884847679,0.3172728492819825,0.7403033149912851,0.3331930835268195,2.3244595573444493,93
JUN,STMN1,Activation,1.0,A,0.1441417259428286,0.2003757884847679,0.0551603811568916,0.0734129647027247,-0.041031321192396476,0.050893306764282706,94
JUND,CCL5,Activation,1.0,A,0.0613340491209233,0.0667024560461684,0.1704469198765273,0.7860689840289914,0.3588744121662303,1.0508899320834448,96
JUND,NQO2,Activation,1.0,A,0.0613340491209233,0.0667024560461684,0.0805261038786748,0.0982418467319835,-0.027098635566907083,0.27091584714301037,97
JUND,PLAUR,Activation,1.0,A,0.0613340491209233,0.0667024560461684,0.2537914373909514,0.5368406925245025,0.21902037321200302,1.7738211361849228,98
JUND,TGFB1,Activation,1.0,A,0.0613340491209233,0.0667024560461684,0.0846866192457399,0.098778687424508,-0.02679738831013975,0.307004200326824,99
KLF6,ATF3,Activation,1.0,A,0.4415514696014219,0.9133002281572968,0.1140786471614574,0.1528653871963508,0.0035532728091684273,0.5619509534640837,100
LEF1,MYC,Activation,1.0,A,0.1103207623137857,0.140920681787681,0.1462890887129264,0.3137833847805695,0.09385213802517553,0.8413446555322943,102
MEF2A,JUN,Activation,1.0,A,0.0738155952221183,0.0814655750905926,0.1441417259428286,0.2003757884847679,0.030213655033076495,0.822718408727748,103
MYC,CCND2,Activation,1.0,A,0.1462890887129264,0.3137833847805695,0.0508656556166957,0.0601261575627432,-0.04848719079738797,0.013640813155187666,104
MYC,CDKN1A,Repression,-1.0,A,0.1462890887129264,0.3137833847805695,0.1242786203194233,0.1634679908737094,0.009502906130323042,0.65042562578569,105
MYC,CFLAR,Repression,-1.0,A,0.1462890887129264,0.3137833847805695,0.4126962823782259,0.7672795597906349,0.3483307581793743,3.1521633997216663,106
MYC,CXCR4,Activation,1.0,A,0.1462890887129264,0.3137833847805695,0.5031539390686157,1.4310830760971964,0.7208229911721876,3.9367940463633486,107
MYC,DDX18,Activation,1.0,A,0.1462890887129264,0.3137833847805695,0.1590390551603825,0.1878942423835732,0.02320965631323603,0.951937995934291,108
MYC,HDAC2,Activation,1.0,A,0.1462890887129264,0.3137833847805695,0.0657629848342505,0.0697892900281843,-0.04306474017557597,0.14286040036173842,109
MYC,HLA-F,Activation,1.0,A,0.1462890887129264,0.3137833847805695,0.3225070460340971,0.4324251778284935,0.16042778177076078,2.369861033930541,110
MYC,HNRNPA1,Activation,1.0,A,0.1462890887129264,0.3137833847805695,0.4552409072607986,0.7400348946450186,0.33304245989843345,3.521195914536825,111
MYC,HNRNPA2B1,Activation,1.0,A,0.1462890887129264,0.3137833847805695,0.6729298080794427,1.3992752650651232,0.7029740912087252,5.409431684347521,112
MYC,HSPA4,Activation,1.0,A,0.1462890887129264,0.3137833847805695,0.0640182525835458,0.0723392833176758,-0.041633815705931075,0.12772657483304264,113
MYC,ID2,Activation,1.0,A,0.1462890887129264,0.3137833847805695,0.1134075962958017,0.2201046839350426,0.0412844917192755,0.5561302513376619,114
MYC,IER3,Repression,-1.0,A,0.1462890887129264,0.3137833847805695,0.0578445846195141,0.0807945242249367,-0.03688917141184562,0.07417611526996763,115
MYC,JUNB,Repression,-1.0,A,0.1462890887129264,0.3137833847805695,0.5246275667695899,1.3327070191920791,0.6656194313695729,4.123056514408778,116
MYC,LDHA,Activation,1.0,A,0.1462890887129264,0.3137833847805695,0.4054489330291441,0.6993692121862883,0.3102229801983085,3.0892998167563075,117
MYC,NOL7,Activation,1.0,A,0.1462890887129264,0.3137833847805695,0.2198362635887781,0.2727150718024435,0.07080672288247378,1.47929360858802,118
MYC,PCNA,Activation,1.0,A,0.1462890887129264,0.3137833847805695,0.0530130183867936,0.0573077439269896,-0.05006873889541644,0.032267059959734765,119
MYC,PMAIP1,Activation,1.0,A,0.1462890887129264,0.3137833847805695,0.1991678969265862,0.3274728224399464,0.10153394307274366,1.3000159830942575,120
MYC,PRDX3,Activation,1.0,A,0.1462890887129264,0.3137833847805695,0.0983760569051151,0.1089786605824741,-0.02107369043156014,0.425746523705821,121
MYC,SRSF1,Activation,1.0,A,0.1462890887129264,0.3137833847805695,0.0739498053952495,0.0825392564756416,-0.03591011782735164,0.21387296630408067,122
NFE2L2,HMOX1,Activation,1.0,A,0.3050597235270484,0.4290699235002145,0.1766205878405587,0.3822305730774444,0.13226116326301077,1.1044403916465173,123
NFKB1,ALOX5AP,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.2154073278754513,0.4493356596430084,0.16991707035892786,1.4408769745536425,124
NFKB1,ATF3,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.1140786471614574,0.1528653871963508,0.0035532728091684273,0.5619509534640837,125
NFKB1,BCL2A1,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.1010602603677377,0.1595758958529066,0.007318863518759809,0.4490293322115068,127
NFKB1,BIRC2,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.100254999328951,0.1128707556032767,-0.018889647819997014,0.4420444896598018,128
NFKB1,BIRC3,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.3481411891021456,0.7807005771037432,0.35586193959855517,2.5922118551598636,129
NFKB1,CCL5,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.1704469198765273,0.7860689840289914,0.3588744121662303,1.0508899320834448,133
NFKB1,CCND2,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.0508656556166957,0.0601261575627432,-0.04848719079738797,0.013640813155187666,134
NFKB1,CCR7,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.500603945779125,2.326264930881789,1.2231527918317044,3.914675378282954,135
NFKB1,CD40,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.195410012078915,0.3061334049120961,0.08955936461624149,1.2674200511863012,136
NFKB1,CD58,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.1511206549456466,0.1947389612132609,0.027050558837019675,0.8832537108425247,137
NFKB1,CD69,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.307475506643409,0.6313246544088097,0.27203989040305043,2.2394773062986872,138
NFKB1,CD80,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.0550261709837605,0.0669708763924306,-0.04464628827360449,0.049729166338998716,140
NFKB1,CD83,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.2041336733324375,0.5036907797611143,0.2004183551066202,1.343089178829772,141
NFKB1,CD86,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.2272178231109895,0.4661119312844,0.17933104713290748,1.5433213319786496,142
NFKB1,CFLAR,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.4126962823782259,0.7672795597906349,0.3483307581793743,3.1521633997216663,143
NFKB1,CTSB,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.3957858005637018,1.9124949671185387,0.9909664686782892,3.0054817061358303,144
NFKB1,CXCL2,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.0720708629714136,0.1555495906589729,0.005059509093004855,0.1975750003501,146
NFKB1,FAS,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.0750234867802985,0.0876392430546245,-0.033048268888061914,0.22318608970635478,147
NFKB1,GSTP1,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.3881358206952265,0.6894376593745839,0.30464990594811225,2.9391257018946186,148
NFKB1,HIF1A,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.1448127768084841,0.1725942826466258,0.014624109495367603,0.8285391108541682,149
NFKB1,HLA-F,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.3225070460340971,0.4324251778284935,0.16042778177076078,2.369861033930541,150
NFKB1,HMOX1,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.1766205878405587,0.3822305730774444,0.13226116326301077,1.1044403916465173,151
NFKB1,ICAM1,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.0560998523688095,0.066299825526775,-0.04502284734456364,0.05904228974127269,152
NFKB1,IER3,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.0578445846195141,0.0807945242249367,-0.03688917141184562,0.07417611526996763,153
NFKB1,IL1RN,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.3533753858542602,2.0543551201181303,1.0705710562790518,2.6376133317459556,154
NFKB1,IRF1,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.3422359414843753,0.5240907260770497,0.2118657508637812,2.54098967644735,155
NFKB1,IRF7,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.7845926721245083,2.843376727955996,1.5133292119128252,6.3779965181837515,156
NFKB1,JUNB,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.5246275667695899,1.3327070191920791,0.6656194313695729,4.123056514408778,157
NFKB1,MYC,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.1462890887129264,0.3137833847805695,0.09385213802517553,0.8413446555322943,158
NFKB1,NFKBIA,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.5634143068044745,2.46356193799492,1.3001967777499432,4.459493097315834,159
NFKB1,PLAUR,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.2537914373909514,0.5368406925245025,0.21902037321200302,1.7738211361849228,160
NFKB1,RIPK2,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.1534022278888756,0.2076231378338486,0.034280492999435426,0.9030440980723556,161
NFKB1,SERPINB1,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.3590122131257683,0.8137162796939975,0.37438864588974463,2.6865072296079013,162
NFKB1,SOCS3,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.1531338075426133,0.2076231378338481,0.03428049299943514,0.9007158172217867,163
NFKB1,SQSTM1,Activation,0.5,B,0.095155012749968,0.1209233659911441,0.362501677627178,0.6765534827540003,0.2974199717856988,2.716774880665296,165
NFKB1,TLR2,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.0963629043081482,0.1214602066836685,-0.014069691711719845,0.4082844173265571,167
NFKB1,TNFAIP3,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.097168165346935,0.1112602335257031,-0.019793389590299054,0.41526925987826296,168
NFKB1,TRAF1,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.0764997986847409,0.0895181854784602,-0.031993903489376294,0.23599163438448162,170
NFKB1,XIAP,Activation,1.0,A,0.095155012749968,0.1209233659911441,0.0617366796403166,0.0677761374312174,-0.04419441738845347,0.10793618760320974,171
NFKB2,CCND2,Activation,1.0,A,0.0667024560461684,0.0731445443564625,0.0508656556166957,0.0601261575627432,-0.04848719079738797,0.013640813155187666,172
RBPJ,NFKB1,Activation,1.0,A,0.0773050597235277,0.0860287209770509,0.095155012749968,0.1209233659911441,-0.014370938968487117,0.39780715349899826,173
REL,BIRC3,Activation,1.0,A,0.0997181586364264,0.1406522614414189,0.3481411891021456,0.7807005771037432,0.35586193959855517,2.5922118551598636,174
REL,CCL5,Activation,1.0,A,0.0997181586364264,0.1406522614414189,0.1704469198765273,0.7860689840289914,0.3588744121662303,1.0508899320834448,176
REL,ICAM1,Activation,1.0,A,0.0997181586364264,0.1406522614414189,0.0560998523688095,0.066299825526775,-0.04502284734456364,0.05904228974127269,177
REL,IER3,Activation,1.0,A,0.0997181586364264,0.1406522614414189,0.0578445846195141,0.0807945242249367,-0.03688917141184562,0.07417611526996763,178
REL,TNFAIP3,Activation,1.0,A,0.0997181586364264,0.1406522614414189,0.097168165346935,0.1112602335257031,-0.019793389590299054,0.41526925987826296,179
RELA,BAX,Repression,-1.0,A,0.0603945779090054,0.0654945644879882,0.2509730237551973,0.330693866595095,0.10334142661334852,1.7493741872539494,180
RELA,BCL2A1,Activation,1.0,A,0.0603945779090054,0.0654945644879882,0.1010602603677377,0.1595758958529066,0.007318863518759809,0.4490293322115068,181
RELA,BIRC2,Activation,1.0,A,0.0603945779090054,0.0654945644879882,0.100254999328951,0.1128707556032767,-0.018889647819997014,0.4420444896598018,182
RELA,BIRC3,Activation,1.0,A,0.0603945779090054,0.0654945644879882,0.3481411891021456,0.7807005771037432,0.35586193959855517,2.5922118551598636,183
RELA,CCL5,Activation,1.0,A,0.0603945779090054,0.0654945644879882,0.1704469198765273,0.7860689840289914,0.3588744121662303,1.0508899320834448,187
RELA,CCR5,Activation,1.0,A,0.0603945779090054,0.0654945644879882,0.1426654140383863,0.2201046839350429,0.04128449171927567,0.8099128640496221,188
RELA,CD40,Activation,1.0,A,0.0603945779090054,0.0654945644879882,0.195410012078915,0.3061334049120961,0.08955936461624149,1.2674200511863012,189
RELA,CD58,Activation,1.0,A,0.0603945779090054,0.0654945644879882,0.1511206549456466,0.1947389612132609,0.027050558837019675,0.8832537108425247,190
RELA,CD69,Activation,1.0,A,0.0603945779090054,0.0654945644879882,0.307475506643409,0.6313246544088097,0.27203989040305043,2.2394773062986872,191
RELA,CD83,Activation,1.0,A,0.0603945779090054,0.0654945644879882,0.2041336733324375,0.5036907797611143,0.2004183551066202,1.343089178829772,193
RELA,CD86,Activation,1.0,A,0.0603945779090054,0.0654945644879882,0.2272178231109895,0.4661119312844,0.17933104713290748,1.5433213319786496,194
RELA,CDKN1A,Activation,1.0,A,0.0603945779090054,0.0654945644879882,0.1242786203194233,0.1634679908737094,0.009502906130323042,0.65042562578569,195
RELA,CFLAR,Activation,1.0,A,0.0603945779090054,0.0654945644879882,0.4126962823782259,0.7672795597906349,0.3483307581793743,3.1521633997216663,196
RELA,CTSB,Activation,1.0,A,0.0603945779090054,0.0654945644879882,0.3957858005637018,1.9124949671185387,0.9909664686782892,3.0054817061358303,197
RELA,CXCL2,Activation,1.0,A,0.0603945779090054,0.0654945644879882,0.0720708629714136,0.1555495906589729,0.005059509093004855,0.1975750003501,199
RELA,CXCR4,Activation,1.0,A,0.0603945779090054,0.0654945644879882,0.5031539390686157,1.4310830760971964,0.7208229911721876,3.9367940463633486,200
RELA,GSTP1,Activation,1.0,A,0.0603945779090054,0.0654945644879882,0.3881358206952265,0.6894376593745839,0.30464990594811225,2.9391257018946186,201
RELA,HDAC1,Activation,1.0,A,0.0603945779090054,0.0654945644879882,0.0546235404643671,0.0571735337538584,-0.05014405070960831,0.04623674506314572,202
