tf,target,mode,pearson,spearman,mutual_information,coexpression_probability,codetection_odds_ratio
AATF,BAX,Unknown,0.04467253014445305,0.06651315093040466,0.027276918,0.08714893460273743,1.734673261642456
AATF,MYC,Unknown,0.021465960890054703,0.04664063826203346,0.009398762,0.06689361482858658,1.4524294137954712
AATF,TP53,Unknown,0.017487438395619392,0.05123018100857735,0.007584984,0.03041134774684906,1.6653345823287964
AIP,NFKB2,Unknown,0.020977962762117386,0.03311377391219139,0.033134624,0.12238297611474991,1.3903155326843262
AIP,RSF1,Unknown,0.0015152215491980314,0.01833755522966385,0.02131598,0.0737021267414093,1.2563960552215576
APBB1,GMPS,Unknown,-0.0111473947763443,0.013047533109784126,0.0001463123,0.006638297811150551,1.2733899354934692
APEX1,NFKB1,Unknown,0.022077353671193123,0.0493907704949379,0.026452,0.07529077678918839,1.6235699653625488
APEX1,RELA,Unknown,0.011994666419923306,0.03451116010546684,0.028690074,0.07143262773752213,1.4324424266815186
ARID1A,SMAD3,Unknown,0.008813226595520973,0.0252224188297987,0.00036913352,0.009248226881027222,1.3951624631881714
ARID3A,PML,Unknown,0.007204998750239611,0.013539011590182781,0.00012602712,0.007829787209630013,1.2289420366287231
ASH1L,TGFB1,Unknown,0.003991576377302408,0.02247602865099907,0.015870994,0.07977304607629776,1.2761242389678955
ASH1L,TIMP1,Unknown,-0.007829547859728336,0.005647755227982998,0.0047934246,0.027234042063355446,1.1191949844360352
ATF1,BCL2,Unknown,0.015643281862139702,0.031822558492422104,0.0110138375,0.04686524718999863,1.3818894624710083
ATF1,FTH1,Unknown,0.006425145547837019,0.0016317445551976562,0.0041442756,0.16499291360378265,2.3498342037200928
ATF1,LDHA,Unknown,0.043835874646902084,0.0783708393573761,0.015520319,0.15370212495326996,1.6382331848144531
ATF1,MAP1LC3B,Unknown,0.02342461235821247,0.048438627272844315,0.023846408,0.06246808543801308,1.553106665611267
ATF1,SLC20A1,Unknown,0.0061991591937839985,0.027053959667682648,0.0023845127,0.018780142068862915,1.4186632633209229
ATF1,USP7,Unknown,0.0006566214724443853,0.03244250267744064,0.0044920514,0.017702126875519753,1.515870213508606
ATF2,FAS,Unknown,0.023803696036338806,0.05516916140913963,0.0035714942,0.023602837696671486,1.7606751918792725
ATF2,KAT5,Unknown,0.007752412464469671,0.026674803346395493,0.00070445257,0.012368794530630112,1.4977494478225708
ATF2,IMPDH2,Unknown,0.0027510973159223795,0.024934906512498856,0.0029820146,0.04300709068775177,1.4097450971603394
ATF2,JUN,Unknown,0.018385542556643486,0.03139243274927139,0.000633073,0.007659574504941702,1.618299126625061
ATF2,MAP3K1,Unknown,-0.008398170582950115,-0.0018133515259250998,4.885291e-06,0.005673758685588837,1.0506482124328613
ATF2,RELA,Unknown,0.0015694411704316735,0.015617487020790577,0.0022478069,0.018496453762054443,1.2825874090194702
ATF2,ST3GAL5,Unknown,-0.005237525328993797,0.001661322545260191,1.7451373e-05,0.004992907866835594,1.100969672203064
ATF4,ATG5,Unknown,0.0352376289665699,0.06410690397024155,0.015125518,0.07478014379739761,1.7907415628433228
ATF4,CEBPB,Unknown,0.056570619344711304,0.06101061403751373,0.023584763,0.16340425610542297,1.4271968603134155
ATF4,DDIT3,Unknown,0.0314660519361496,0.04359911009669304,0.0012497407,0.03234042599797249,1.467132568359375
ATF4,DDIT4,Unknown,0.1295623779296875,0.13517701625823975,0.03346048,0.26263830065727234,2.0068626403808594
ATF4,HSPA5,Unknown,0.10224176943302155,0.11293736100196838,0.030225927,0.15279433131217957,1.9722801446914673
ATF4,IRF7,Unknown,0.02018369734287262,0.031814124435186386,0.01904789,0.1544964611530304,1.337109923362732
ATF4,MAP1LC3B,Unknown,0.04797901213169098,0.064755879342556,0.03672157,0.14933332800865173,1.6496995687484741
ATF4,MCL1,Unknown,-0.000835169106721878,0.0014404547400772572,0.031186664,0.2291063815355301,1.2999076843261719
ATF4,SIGMAR1,Unknown,0.05300725996494293,0.0803578794002533,0.009261528,0.05095035582780838,2.1745119094848633
ATF4,SIRT2,Unknown,0.03816622495651245,0.059967152774333954,0.0041475133,0.04868084937334061,1.7012702226638794
ATF6,ATP2A2,Unknown,0.01541887503117323,0.05828753113746643,0.002078613,0.015035460703074932,1.931732177734375
ATF6,DDIT3,Unknown,-0.003134904894977808,0.008766758255660534,9.368218e-05,0.00800000037997961,1.1923062801361084
ATF6,DNAJC3,Unknown,0.025240279734134674,0.04929788410663605,0.002747277,0.02626950293779373,1.592409372329712
ATF6,HSPA5,Unknown,0.02231624349951744,0.05621263012290001,0.00353879,0.04124822840094566,1.6289927959442139
ATF6,NUCB1,Unknown,0.007272679824382067,0.019155040383338928,0.00303149,0.04011347517371178,1.2842278480529785
ATF6,RTN3,Unknown,-0.00120107876136899,0.024052729830145836,0.00053264695,0.016453901305794716,1.3575758934020996
ATF6,SRF,Unknown,0.006276520900428295,0.03186453506350517,0.0007693992,0.009361702017486095,1.626253604888916
ATF6,XBP1,Unknown,-0.004561967682093382,-0.013990872539579868,0.0035770952,0.08107801526784897,1.2331244945526123
ATF7,TAF12,Unknown,0.025660166516900063,0.051035456359386444,0.003552757,0.013730496168136597,1.930985927581787
ATM,BAX,Unknown,-0.0438237227499485,-0.04096037521958351,0.014902381,0.0759148970246315,0.8002923727035522
ATM,BCL2,Unknown,-0.011829017661511898,-0.012721076607704163,0.009726667,0.04601418599486351,0.9512194395065308
