tf,target,mode,weight,confidence,tf_detection_rate,target_detection_rate,tf_mean_counts,target_mean_counts,target_z_mean_counts,target_z_detection_rate,edge_id_original
AHR,MYC,Activation,1.0,A,0.0503418648272515,0.285230229321708,0.054092813,0.60675657,0.6854629191836673,3.6029672870455456,0
ATF1,BCL2,Activation,1.0,A,0.1066134204634853,0.1349307194288143,0.11586958,0.15768246,0.13116585551789783,1.577198305233156,1
ATF1,LDHA,Activation,1.0,A,0.1066134204634853,0.6299388878805309,0.11586958,1.7660505,2.1163920398237996,8.249024408377766,2
ATF1,MAP1LC3B,Activation,1.0,A,0.1066134204634853,0.2425727597264911,0.11586958,0.29400688,0.29943257147696106,3.0280207765068488,3
ATF1,SLC20A1,Activation,1.0,A,0.1066134204634853,0.0536697525261683,0.11586958,0.05578694,0.005395105704027067,0.48194559083127964,4
ATF2,IMPDH2,Activation,1.0,A,0.0551219217038774,0.3172989653294623,0.058025673,0.43904087,0.47844960452019425,4.035196578656231,5
ATF2,JUN,Activation,1.0,A,0.0551219217038774,0.0778120651055843,0.058025673,0.09759687,0.05700155754573169,0.8073408499871605,6
ATF2,PCK2,Activation,1.0,A,0.0551219217038774,0.0575422036667259,0.058025673,0.06214012,0.01323690495391055,0.5341393166106644,7
ATF4,CEBPB,Activation,1.0,A,0.3981363828886315,0.3387789677497505,0.6284688,0.49331647,0.5454425685739399,4.32470865133886,8
ATF4,DDIT3,Activation,1.0,A,0.3981363828886315,0.0657711623404114,0.6284688,0.070489965,0.023543209553755568,0.6450509838918648,9
ATF4,DDIT4,Activation,1.0,A,0.3981363828886315,0.2307738851576057,0.6284688,0.42887402,0.46590055086459536,2.8689930182728003,10
ATF4,MCL1,Activation,1.0,A,0.3981363828886315,0.2454165910328378,0.6284688,0.30060118,0.30757198776825245,3.0663505438760805,11
ATF6,DDIT3,Activation,1.0,A,0.0647425425062006,0.0657711623404114,0.0690378,0.070489965,0.023543209553755568,0.6450509838918648,12
ATF6,DNAJC3,Activation,1.0,A,0.0647425425062006,0.0996551098202949,0.0690378,0.11084761,0.07335709020691884,1.1017460844615405,13
ATF6,HSPA5,Activation,1.0,A,0.0647425425062006,0.2177043625582251,0.0690378,0.29557768,0.30137142702043956,2.692839193767395,14
ATF6,RTN3,Activation,1.0,A,0.0647425425062006,0.0878562352514069,0.0690378,0.09287723,0.05117605450446416,0.9427183262274571,15
ATF6,XBP1,Activation,1.0,A,0.0647425425062006,0.3586252798451154,0.0690378,0.54855305,0.6136216807052078,4.592201495958303,16
CEBPB,BCL2L1,Activation,1.0,A,0.3387789677497505,0.0949355599927397,0.49331647,0.11435707,0.07768885489727803,1.0381349811679073,17
CEBPB,FURIN,Activation,1.0,A,0.3387789677497505,0.0522780903975303,0.49331647,0.06740429,0.01973452730323155,0.46318847062931195,18
CEBPB,GFER,Repression,-1.0,A,0.3387789677497505,0.1020753917831437,0.49331647,0.11096858,0.07350640479508704,1.13436716307366,19
CEBPB,MAD1L1,Activation,0.5,B,0.3387789677497505,0.0770254734676584,0.49331647,0.082167655,0.03795710947196533,0.796738999438221,20
CEBPB,TOP1,Activation,1.0,A,0.3387789677497505,0.1654262721607025,0.49331647,0.20633323,0.19121603065731682,1.9882238957457703,21
CEBPB,XBP1,Activation,1.0,A,0.3387789677497505,0.3586252798451154,0.49331647,0.54855305,0.6136216807052078,4.592201495958303,22
CREB1,AQP3,Activation,1.0,A,0.1104858716040434,0.1709324136261823,0.12131515,0.25346768,0.24939459551045656,2.062436849588326,23
CREB1,BCL2,Activation,1.0,A,0.1104858716040434,0.1349307194288143,0.12131515,0.15768246,0.13116585551789783,1.577198305233156,24
CREB1,CD4,Activation,1.0,A,0.1104858716040434,0.0900344890179708,0.12131515,0.09783875,0.057300112663414775,0.9720772969783643,26
CREB1,CXCR4,Activation,1.0,A,0.1104858716040434,0.5044472681067905,0.12131515,0.9950035,1.1646803322655517,6.557621482338969,27
CREB1,JUN,Repression,-1.0,A,0.1104858716040434,0.0778120651055843,0.12131515,0.09759687,0.05700155754573169,0.8073408499871605,28
CREB1,NOLC1,Activation,1.0,A,0.1104858716040434,0.1394687481091548,0.12131515,0.1817053,0.16081750849988022,1.6383628276308664,29
CREB1,ODC1,Activation,1.0,A,0.1104858716040434,0.2060870091365534,0.12131515,0.43631718,0.47508772429660306,2.536258016429256,30
CREB1,POLD2,Activation,1.0,A,0.1104858716040434,0.165002722817204,0.12131515,0.21177918,0.19793802603992885,1.9825152069886498,31
CREB1,PPP2CA,Activation,1.0,A,0.1104858716040434,0.1819446965571419,0.12131515,0.21183977,0.1980128129366562,2.210862757273436,32
CREB1,SLC20A1,Activation,1.0,A,0.1104858716040434,0.0536697525261683,0.12131515,0.05578694,0.005395105704027067,0.48194559083127964,33
CREB1,UXT,Activation,1.0,A,0.1104858716040434,0.5546681188359152,0.12131515,0.9346697,1.090209665987779,7.234508863540609,34
CREM,CD247,Repression,-1.0,A,0.2303503358141073,0.3540872511647728,0.362256,0.47449324,0.5222088508303242,4.531036973560564,35
CTCF,ATXN7,Activation,1.0,A,0.0899134749198284,0.0888848550856176,0.09681015,0.09426888,0.05289378325228813,0.9565822846376072,36
CTCF,BBC3,Activation,1.0,A,0.0899134749198284,0.1031040116173545,0.09681015,0.1201656,0.08485838672180143,1.1482311214838115,37
CTCF,PBXIP1,Activation,1.0,A,0.0899134749198284,0.1800084709868633,0.09681015,0.22454697,0.21369744825756942,2.1847658943837462,38
CTCF,MYC,Repression,-1.0,A,0.0899134749198284,0.285230229321708,0.09681015,0.60675657,0.6854629191836673,3.6029672870455456,39
CTCF,RAD21,Activation,1.0,A,0.0899134749198284,0.199249712591507,0.09681015,0.2372544,0.22938236746998697,2.4441034693500385,40
CTCF,RBL2,Activation,1.0,A,0.0899134749198284,0.1024989411266423,0.09681015,0.112299725,0.07514945156260916,1.1400758518307816,41
E2F4,HCFC1,Activation,1.0,A,0.1799479639377921,0.0508864282688924,0.22176345,0.053185172,0.0021837151325698077,0.44443135042734533,42
E2F4,LTBP4,Activation,0.5,B,0.1799479639377921,0.0626853028377791,0.22176345,0.06667807,0.01883814604986703,0.6034591086614113,43
E2F4,MYC,Repression,-1.0,A,0.1799479639377921,0.285230229321708,0.22176345,0.60675657,0.6854629191836673,3.6029672870455456,44
ELF2,VCP,Activation,1.0,A,0.0821685726387122,0.1961033460398043,0.08604003,0.23840299,0.23080008461327958,2.401696067154293,45
ELK1,CITED2,Activation,1.0,A,0.0573001754704411,0.1376535366370186,0.061172,0.15955848,0.1334814474307299,1.6138970186717823,46
ELK1,MCL1,Activation,1.0,A,0.0573001754704411,0.2454165910328378,0.061172,0.30060118,0.30757198776825245,3.0663505438760805,47
ETS1,ATXN2,Activation,1.0,A,0.2819023416227901,0.0718823742966047,0.35590377,0.07714564,0.03175838167582172,0.7274192073874673,48
ETS1,BAX,Repression,-1.0,A,0.2819023416227901,0.3966842137109219,0.35590377,0.62054837,0.7024862880941252,5.105167957134004,49
ETS1,CD6,Activation,1.0,A,0.2819023416227901,0.2909783989834753,0.35590377,0.38924196,0.41698226767738245,3.680442348749348,50
ETS1,CD8A,Activation,1.0,A,0.2819023416227901,0.0560900344890168,0.35590377,0.08749249,0.044529611291330325,0.5145666694433951,51
ETS1,CSNK2A1,Activation,1.0,A,0.2819023416227901,0.0935438978641016,0.35590377,0.10352637,0.06432040395842331,1.0193778609659379,52
ETS1,CSNK2B,Activation,1.0,A,0.2819023416227901,0.3277666848187858,0.35590377,0.43420044,0.4724750090667184,4.1762827436536805,53
ETS1,CTSB,Activation,1.0,A,0.2819023416227901,0.1236159012524983,0.35590377,0.13759273,0.10636888303413983,1.4246947627215265,54
ETS1,CXCR4,Activation,1.0,A,0.2819023416227901,0.5044472681067905,0.35590377,0.9950035,1.1646803322655517,6.557621482338969,55
ETS1,FLI1,Activation,1.0,A,0.2819023416227901,0.0678284020088329,0.35590377,0.07127652,0.024514062954570915,0.6727789007121665,56
ETS1,IL2RB,Activation,1.0,A,0.2819023416227901,0.1126641253706074,0.35590377,0.13650344,0.1050243605265286,1.277084382001685,57
ETS1,LCK,Activation,1.0,A,0.2819023416227901,0.4855085617474942,0.35590377,0.77657735,0.8950745570120664,6.3023615421990735,58
ETS1,PARP1,Activation,1.0,A,0.2819023416227901,0.2079022206086896,0.35590377,0.24947752,0.24446949757604974,2.56072382538834,59
ETS1,SQSTM1,Activation,0.5,B,0.2819023416227901,0.284201609487497,0.35590377,0.3697598,0.3929352254600818,3.5891033286353915,60
ETS1,TAF12,Activation,1.0,A,0.2819023416227901,0.1138742663520318,0.35590377,0.123856395,0.08941397517710628,1.2933949213077447,61
ETS1,TGFBR2,Activation,1.0,A,0.2819023416227901,0.0818660373933561,0.35590377,0.08821829,0.04542547413412172,0.8619811566624612,62
ETS1,TNFSF14,Activation,1.0,A,0.2819023416227901,0.0634113874266338,0.35590377,0.086887375,0.04378271125810393,0.613245432245048,63
ETS1,TP53,Activation,1.0,A,0.2819023416227901,0.1242209717432105,0.35590377,0.14055775,0.11002863950442551,1.4328500323745565,64
ETS1,WAS,Activation,1.0,A,0.2819023416227901,0.1630059901978542,0.35590377,0.18454987,0.1643285922236597,1.9556028171336577,65
ETS2,FLI1,Activation,1.0,A,0.0502208507291091,0.0678284020088329,0.053790268,0.07127652,0.024514062954570915,0.6727789007121665,66
ETS2,MYC,Activation,1.0,A,0.0502208507291091,0.285230229321708,0.053790268,0.60675657,0.6854629191836673,3.6029672870455456,67
ETS2,PDE7A,Activation,1.0,A,0.0502208507291091,0.0756943183880916,0.053790268,0.08065498,0.03608999824887429,0.7787974062015559,68
ETS2,TP53,Activation,1.0,A,0.0502208507291091,0.1242209717432105,0.053790268,0.14055775,0.11002863950442551,1.4328500323745565,69
FLI1,ID2,Activation,1.0,A,0.0678284020088329,0.2402734918617852,0.07127652,0.5340345,0.5957012763566145,2.9970307518253416,70
FLI1,TGFBR2,Activation,1.0,A,0.0678284020088329,0.0818660373933561,0.07127652,0.08821829,0.04542547413412172,0.8619811566624612,71
FOXO1,CDKN1B,Activation,1.0,A,0.0503418648272515,0.1297271132086905,0.05245911,0.14558037,0.11622811405865656,1.507062986217114,72
FOXO1,KLF2,Activation,1.0,A,0.0503418648272515,0.1671204695346962,0.05245911,0.26835078,0.2677649678934114,2.0110586507742476,73
FOXO1,TNFSF10,Activation,1.0,A,0.0503418648272515,0.0998971380165798,0.05245911,0.120589145,0.08538117292702337,1.1050081923227528,74
