tf,target,mode,source_db,weight,confidence,tf_detection_rate,target_detection_rate,tf_mean_counts,target_mean_counts,target_z_mean_counts,target_z_detection_rate,edge_id_original
PARP1,RELA,Unknown,TRRUST,,,0.2079022206086896,0.1190173655230855,0.24947752,0.13057321,0.09770461306688845,1.3627147133584987,1692
PARP1,SMARCB1,Unknown,TRRUST,,,0.2079022206086896,0.1443093120348513,0.24947752,0.16270535,0.13736566333606878,1.7036049848550903,1693
PBX2,VCP,Unknown,TRRUST,,,0.0635929085738474,0.1961033460398043,0.06685958,0.23840299,0.23080008461327958,2.401696067154293,1695
PHB2,BTG2,Repression,TRRUST,,,0.2658679736189129,0.2218793489441383,0.3578388,0.2846291,0.28785747551406177,2.7491105543732877,1696
PIAS1,PRMT1,Repression,TRRUST,,,0.0970533067102324,0.3022327101107249,0.10346581,0.5067467,0.5620196476964837,3.832130364295739,1697
PIAS1,STAT1,Unknown,TRRUST,,,0.0970533067102324,0.3569915895201921,0.10346581,0.62375486,0.7064440936146298,4.570182267895118,1698
PML,BAX,Activation,TRRUST,,,0.0500998366309666,0.3966842137109219,0.05209606,0.62054837,0.7024862880941252,5.105167957134004,1699
PML,CASP3,Activation,TRRUST,,,0.0500998366309666,0.0510679494161061,0.05209606,0.054516327,0.0038267742432008074,0.4468779313232549,1700
PML,EP300,Activation,TRRUST,,,0.0500998366309666,0.0646215284080582,0.05209606,0.068009205,0.02048118047428026,0.6295559715511077,1701
PML,PML,Activation,TRRUST,,,0.0500998366309666,0.0500998366309666,0.05209606,0.05209606,0.0008394123322966966,0.43382949987840735,1702
PML,TNFAIP3,Repression,TRRUST,,,0.0500998366309666,0.0979609124463007,0.05209606,0.115627624,0.07925711353376186,1.0789113294330566,1703
PML,TNFSF10,Activation,TRRUST,,,0.0500998366309666,0.0998971380165798,0.05209606,0.120589145,0.08538117292702337,1.1050081923227528,1704
PML,TP53,Unknown,TRRUST,,,0.0500998366309666,0.1242209717432105,0.05209606,0.14055775,0.11002863950442551,1.4328500323745565,1705
POU2F2,ID2,Unknown,TRRUST,,,0.2023960791432098,0.2402734918617852,0.25528535,0.5340345,0.5957012763566145,2.9970307518253416,1706
POU2F2,STK10,Activation,DoRothEA_AB,0.5,B,0.2023960791432098,0.1209535910933646,0.25528535,0.13293323,0.10061761144969991,1.388811576248195,1707
PRDM1,MYC,Repression,DoRothEA_AB,-1.0,A,0.1087916742300492,0.285230229321708,0.15743995,0.60675657,0.6854629191836673,3.6029672870455456,1708
PRDM1,PCNA,Unknown,TRRUST,,,0.1087916742300492,0.0808979246082165,0.15743995,0.09172769,0.04975716476582758,0.8489327252176124,1709
PURA,FAS,Repression,TRRUST,,,0.0920917286863923,0.1361408604102384,0.09910937,0.1684531,0.14446017374479603,1.5935088445392116,1710
PURA,PCNA,Repression,TRRUST,,,0.0920917286863923,0.0808979246082165,0.09910937,0.09172769,0.04975716476582758,0.8489327252176124,1711
RARA,BTG2,Activation,DoRothEA_AB,1.0,A,0.0614751618563548,0.2218793489441383,0.065165415,0.2846291,0.28785747551406177,2.7491105543732877,1712
RARA,ETS1,Activation,DoRothEA_AB,1.0,A,0.0614751618563548,0.2819023416227901,0.065165415,0.35590377,0.3758325767612628,3.5581133039538706,1713
RARA,HDAC7,Activation,DoRothEA_AB,0.5,B,0.0614751618563548,0.0966297573667339,0.065165415,0.10588609,0.06723303204796824,1.0609697361963915,1714
RARA,IER3,Activation,DoRothEA_AB,1.0,A,0.0614751618563548,0.0825316149331395,0.065165415,0.16046594,0.1346015351895057,0.8709519532807938,1715
RARA,KHSRP,Activation,DoRothEA_AB,0.5,B,0.0614751618563548,0.0661947116839099,0.065165415,0.07151858,0.024812840248213914,0.6507596726489852,1716
RARA,LMNA,Activation,DoRothEA_AB,0.5,B,0.0614751618563548,0.0599624856295745,0.065165415,0.08283346,0.03877891983300793,0.5667603952227811,1717
RARA,MYC,Activation,DoRothEA_AB,1.0,A,0.0614751618563548,0.285230229321708,0.065165415,0.60675657,0.6854629191836673,3.6029672870455456,1718
RARA,PLAAT4,Activation,DoRothEA_AB,1.0,A,0.0614751618563548,0.3278271918678571,0.065165415,0.461547,0.5062291658346509,4.177098270618985,1719
RARA,PNRC1,Activation,DoRothEA_AB,0.5,B,0.0614751618563548,0.5099534095722729,0.065165415,0.81003445,0.936371019835924,6.631834436181558,1720
RARA,PRKCA,Activation,DoRothEA_AB,1.0,A,0.0614751618563548,0.1628244690506406,0.065165415,0.18696989,0.16731564925977435,1.9531562362377495,1721
RARA,SEPTIN9,Activation,DoRothEA_AB,0.5,B,0.0614751618563548,0.2915834694741876,0.065165415,0.3915392,0.4198177760226209,3.6885976184023797,1722
RARA,SLC16A3,Activation,DoRothEA_AB,0.5,B,0.0614751618563548,0.0529436679373137,0.065165415,0.061958697,0.013012972569606688,0.4721592672476445,1723
RARA,SMAD3,Activation,DoRothEA_AB,0.5,B,0.0614751618563548,0.0641979790645596,0.065165415,0.069158815,0.021900156614679006,0.6238472827939859,1724
RARA,SMARCA2,Activation,DoRothEA_AB,0.5,B,0.0614751618563548,0.0628668239849928,0.065165415,0.06625451,0.018315341329981766,0.6059056895573208,1725
RB1,ATF2,Unknown,TRRUST,,,0.0703091910207529,0.0551219217038774,0.07424133,0.058025673,0.0081583982221187,0.5015182379985489,1726
RB1,DDIT3,Unknown,TRRUST,,,0.0703091910207529,0.0657711623404114,0.07424133,0.070489965,0.023543209553755568,0.6450509838918648,1727
RB1,DNMT3A,Repression,TRRUST,,,0.0703091910207529,0.0971138137593037,0.07424133,0.10727774,0.06895076079579221,1.0674939519188156,1728
RB1,EBNA1BP2,Activation,TRRUST,,,0.0703091910207529,0.1645791734737056,0.07424133,0.24390878,0.23759594115945265,1.9768065182315309,1729
RB1,ELF1,Unknown,TRRUST,,,0.0703091910207529,0.217099292067513,0.07424133,0.25794813,0.2549248637303308,2.6846839241143665,1730
RB1,HBP1,Unknown,TRRUST,,,0.0703091910207529,0.091728686391965,0.07424133,0.09795976,0.05744947662401851,0.9949120520068485,1731
RB1,MYC,Repression,TRRUST,,,0.0703091910207529,0.285230229321708,0.07424133,0.60675657,0.6854629191836673,3.6029672870455456,1732
RB1,PCNA,Repression,TRRUST,,,0.0703091910207529,0.0808979246082165,0.07424133,0.09172769,0.04975716476582758,0.8489327252176124,1733
RB1,RB1,Repression,TRRUST,,,0.0703091910207529,0.0703091910207529,0.07424133,0.07424133,0.028173560219570026,0.7062155062895887,1734
RB1,TFDP1,Repression,TRRUST,,,0.0703091910207529,0.1026199552247847,0.07424133,0.12512715,0.09098248191007871,1.1417069057613871,1735
RB1CC1,RB1,Activation,TRRUST,,,0.0803533611665755,0.0703091910207529,0.08561649,0.07424133,0.028173560219570026,0.7062155062895887,1736
RBL2,E2F4,Unknown,TRRUST,,,0.1024989411266423,0.1799479639377921,0.112299725,0.22176345,0.21026171921352602,2.183950367418444,1737
RBMX,JUNB,Repression,TRRUST,,,0.4829672656865023,0.4286319356205337,0.8373264,0.76545453,0.8813455391764958,5.535766194814083,1738
RBMX,JUND,Repression,TRRUST,,,0.4829672656865023,0.1087916742300492,0.8373264,0.12095214,0.08582922160795346,1.2248906562222925,1739
RBMX,TXNIP,Activation,TRRUST,,,0.4829672656865023,0.2143764748593087,0.8373264,0.28353858,0.2865114348040578,2.64798521067574,1740
RBPJ,NFKB1,Activation,DoRothEA_AB,1.0,A,0.1714164700187519,0.1009257578507906,0.21123381,0.11804789,0.08224447421035508,1.1188721507329042,1741
RBPJ,PTEN,Repression,DoRothEA_AB,-1.0,A,0.1714164700187519,0.1135717311066757,0.21123381,0.12258577,0.08784562890454936,1.28931728648123,1742
RBPJ,WIPF1,Activation,DoRothEA_AB,0.5,B,0.1714164700187519,0.3385369395534656,0.21123381,0.45398355,0.49689351714587915,4.321446543477648,1743
REL,BCL2A1,Activation,TRRUST,,,0.0812609669026439,0.1249470563320651,0.09596319,0.18085776,0.1597713806495366,1.4426363559581916,1744
REL,BIRC3,Activation,DoRothEA_AB,1.0,A,0.0812609669026439,0.3502148000242138,0.09596319,0.5574434,0.6245951365117807,4.478843247781161,1745
REL,CD40LG,Activation,DoRothEA_AB,1.0,A,0.0812609669026439,0.1263992255097741,0.09596319,0.20118779,0.18486495803977404,1.4622090031254593,1747
REL,IER3,Activation,DoRothEA_AB,1.0,A,0.0812609669026439,0.0825316149331395,0.09596319,0.16046594,0.1346015351895057,0.8709519532807938,1748
REL,NFKBIA,Activation,DoRothEA_AB,1.0,A,0.0812609669026439,0.4717129545592527,0.09596319,1.2340603,1.4597507434485413,6.116421394109948,1749
REL,SOD2,Activation,TRRUST,,,0.0812609669026439,0.1158104919223108,0.09596319,0.1359588,0.10435210544427741,1.3194917841974398,1750
REL,TNFAIP3,Activation,DoRothEA_AB,1.0,A,0.0812609669026439,0.0979609124463007,0.09596319,0.115627624,0.07925711353376186,1.0789113294330566,1751
RELA,AKT2,Repression,TRRUST,,,0.1190173655230855,0.0874931929569796,0.13057321,0.09154608,0.0495330015653876,0.9378251644356395,1752
RELA,ALOX5AP,Unknown,TRRUST,,,0.1190173655230855,0.2416046469413517,0.13057321,0.3474934,0.36545156549489816,3.0149723450620027,1753
RELA,BAD,Activation,TRRUST,,,0.1190173655230855,0.0951775881890246,0.13057321,0.101771645,0.06215452778479815,1.0413970890291193,1754
RELA,BAX,Repression,DoRothEA_AB,-1.0,A,0.1190173655230855,0.3966842137109219,0.13057321,0.62054837,0.7024862880941252,5.105167957134004,1755
RELA,BCL2,Activation,DoRothEA_AB,1.0,A,0.1190173655230855,0.1349307194288143,0.13057321,0.15768246,0.13116585551789783,1.577198305233156,1756
RELA,BCL2A1,Activation,DoRothEA_AB,1.0,A,0.1190173655230855,0.1249470563320651,0.13057321,0.18085776,0.1597713806495366,1.4426363559581916,1757
RELA,BCL2L1,Activation,DoRothEA_AB,1.0,A,0.1190173655230855,0.0949355599927397,0.13057321,0.11435707,0.07768885489727803,1.0381349811679073,1758
RELA,BCL3,Activation,DoRothEA_AB,1.0,A,0.1190173655230855,0.0808374175591453,0.13057321,0.09009399,0.047740671067469494,0.8481171982523096,1759
RELA,BHLHE40,Activation,DoRothEA_AB,0.5,B,0.1190173655230855,0.0874931929569796,0.13057321,0.10933506,0.07149013327268885,0.9378251644356395,1760
RELA,BIRC2,Activation,DoRothEA_AB,1.0,A,0.1190173655230855,0.0942094754038851,0.13057321,0.10328432,0.0640216390078892,1.028348657584272,1761
RELA,BIRC3,Activation,DoRothEA_AB,1.0,A,0.1190173655230855,0.3502148000242138,0.13057321,0.5574434,0.6245951365117807,4.478843247781161,1762
RELA,BNIP3,Repression,DoRothEA_AB,-1.0,A,0.1190173655230855,0.172021540509464,0.13057321,0.22805555,0.2180281267543468,2.0771163349637756,1763
RELA,BTG2,Unknown,TRRUST,,,0.1190173655230855,0.2218793489441383,0.13057321,0.2846291,0.28785747551406177,2.7491105543732877,1764
RELA,CARD8,Unknown,TRRUST,,,0.1190173655230855,0.1247655351848515,0.13057321,0.13946857,0.10868425277101197,1.4401897750622836,1765
RELA,CASP3,Unknown,TRRUST,,,0.1190173655230855,0.0510679494161061,0.13057321,0.054516327,0.0038267742432008074,0.4468779313232549,1766
RELA,CCND2,Activation,TRRUST,,,0.1190173655230855,0.202759121437637,0.13057321,0.30689156,0.31533627229434513,2.4914040333376013,1769
RELA,CCR7,Activation,TRRUST,,,0.1190173655230855,0.3879106915955929,0.13057321,0.64021057,0.7267555556437711,4.986916547165042,1770
RELA,CD28,Unknown,TRRUST,,,0.1190173655230855,0.1265202396079165,0.13057321,0.14666952,0.11757246376274344,1.463840057056065,1771
RELA,CD40LG,Activation,DoRothEA_AB,1.0,A,0.1190173655230855,0.1263992255097741,0.13057321,0.20118779,0.18486495803977404,1.4622090031254593,1772
RELA,CD44,Activation,DoRothEA_AB,0.5,B,0.1190173655230855,0.5736068251952116,0.13057321,1.0101249,1.183344840933209,7.489768803680504,1773
RELA,CD58,Activation,DoRothEA_AB,1.0,A,0.1190173655230855,0.0527621467901,0.13057321,0.056210507,0.005917919064088548,0.46971268635173496,1774
RELA,CD69,Activation,DoRothEA_AB,1.0,A,0.1190173655230855,0.3293398680946379,0.13057321,0.8637791,1.0027086265234806,4.197486444751563,1775
RELA,CD74,Activation,DoRothEA_AB,1.0,A,0.1190173655230855,0.5118896351425524,0.13057321,1.0257558,1.2026382309984998,6.65793129907126,1776
RELA,CDK4,Activation,DoRothEA_AB,1.0,A,0.1190173655230855,0.193985599322312,0.13057321,0.2672014,0.26634627564451696,2.3731526233686937,1777
