tf,target,mode,source_db,weight,confidence,tf_detection_rate,target_detection_rate,tf_mean_counts,target_mean_counts,target_z_mean_counts,target_z_detection_rate,edge_id_original
AATF,BAX,Repression,TRRUST,,,0.0990247561890457,0.3726931732933322,0.10757727,0.5416253,0.5227114326392664,4.759874619887882,0
AATF,MYC,Activation,TRRUST,,,0.0990247561890457,0.2238559639909906,0.10757727,0.45221072,0.426386166089969,2.7638731944498884,1
AATF,TP53,Unknown,TRRUST,,,0.0990247561890457,0.088522130532632,0.10757727,0.09647435,0.04315559383285483,0.9489606080136015,2
AIP,NFKB2,Repression,TRRUST,,,0.225356339084764,0.1792948237059213,0.26856813,0.21455537,0.1703628762012664,2.166280025745258,3
AIP,RSF1,Repression,TRRUST,,,0.225356339084764,0.1422355588897189,0.26856813,0.15679021,0.10813315444601333,1.6692917675969616,4
APEX1,NFKB1,Activation,TRRUST,,,0.2114028507126716,0.1135783945986474,0.25926614,0.13788496,0.08776675284315275,1.2849810092717613,5
APEX1,RELA,Activation,TRRUST,,,0.2114028507126716,0.1174793698424582,0.25926614,0.124831796,0.07370473408053377,1.3372955627610559,6
ARID1A,SMAD3,Unknown,TRRUST,,,0.0837209302325572,0.0687171792948235,0.09017269,0.07426853,0.01923352731478003,0.6833636441448776,7
ARID3A,PML,Activation,TRRUST,,,0.0513128282070518,0.0586646661665417,0.053113133,0.06226538,0.006302676180868762,0.5485530639993861,8
ASH1L,TGFB1,Unknown,TRRUST,,,0.1425356339084736,0.2144036009002183,0.15829055,0.28282073,0.24390433888088478,2.637111007148906,9
ASH1L,TIMP1,Unknown,TRRUST,,,0.1425356339084736,0.120480120030005,0.15829055,0.1551395,0.10635486414094686,1.3775375269835903,10
ATF1,BCL2,Activation,DoRothEA_AB,1.0,A,0.0915228807201788,0.1039759939984978,0.095874146,0.11717961,0.06546112486003751,1.1562067237596523,11
ATF1,FTH1,Activation,TRRUST,,,0.0915228807201788,0.9440360090023396,0.095874146,5.109743,5.443890451553897,12.421944607859789,12
ATF1,GOLPH3,Activation,DoRothEA_AB,0.5,B,0.0915228807201788,0.0690172543135781,0.095874146,0.07186788,0.01664733554223498,0.68738784056713,13
ATF1,LDHA,Activation,DoRothEA_AB,1.0,A,0.0915228807201788,0.7291822955739523,0.095874146,2.6508853,2.7949922141602577,9.540619969525814,14
ATF1,MAP1LC3B,Activation,DoRothEA_AB,1.0,A,0.0915228807201788,0.2154538634658597,0.095874146,0.2532652,0.21206451694965436,2.6511956946267934,15
ATF1,SLC20A1,Activation,DoRothEA_AB,1.0,A,0.0915228807201788,0.0534133533383346,0.095874146,0.05446347,-0.002102228929054359,0.4781296266099477,16
ATF1,STAT3,Activation,DoRothEA_AB,0.5,B,0.0915228807201788,0.2427606901725351,0.095874146,0.30202457,0.26459240794937516,3.017397569051853,17
ATF1,TFRC,Activation,DoRothEA_AB,0.5,B,0.0915228807201788,0.0684171042760688,0.095874146,0.07997005,0.025375707188981203,0.6793394477226239,18
ATF1,UBE2D3,Activation,DoRothEA_AB,0.5,B,0.0915228807201788,0.5899474868717572,0.095874146,1.1233236,1.1493681121066777,7.673392829599889,19
ATF1,USP7,Unknown,TRRUST,,,0.0915228807201788,0.063165791447862,0.095874146,0.06586629,0.010181893815957245,0.6089160103331894,20
ATF4,ATG5,Activation,TRRUST,,,0.3332333083270851,0.075168792198049,0.494364,0.07951988,0.024890744387137283,0.7698838672233257,21
ATF4,CEBPB,Activation,DoRothEA_AB,1.0,A,0.3332333083270851,0.2298574643660841,0.494364,0.29137242,0.2531169730921841,2.844357122894957,22
ATF4,CEBPG,Activation,DoRothEA_AB,0.5,B,0.3332333083270851,0.0856714178544626,0.494364,0.09377357,0.040246075570944846,0.9107307420021945,23
ATF4,DCUN1D5,Activation,DoRothEA_AB,0.5,B,0.3332333083270851,0.0979744936234043,0.494364,0.1246814,0.07354271425347707,1.0757227953145843,24
ATF4,DDIT3,Activation,DoRothEA_AB,1.0,A,0.3332333083270851,0.0549137284321081,0.494364,0.0579143,0.0016153093020295692,0.4982506087212164,25
ATF4,DDIT4,Activation,DoRothEA_AB,1.0,A,0.3332333083270851,0.3515378844711237,0.494364,0.672155,0.6633295303264649,4.476168772118966,26
ATF4,HSPA5,Repression,TRRUST,,,0.3332333083270851,0.1903975993998443,0.494364,0.27606905,0.23663083409390748,2.315175293368634,27
ATF4,IRF7,Repression,TRRUST,,,0.3332333083270851,0.168492123030753,0.494364,0.20975402,0.16519043879176934,2.021408954544135,28
ATF4,MAP1LC3B,Activation,TRRUST,,,0.3332333083270851,0.2154538634658597,0.494364,0.2532652,0.21206451694965436,2.6511956946267934,29
ATF4,MCL1,Activation,DoRothEA_AB,1.0,A,0.3332333083270851,0.2760690172543089,0.494364,0.34238303,0.308070098243499,3.4640833719220456,30
ATF4,RSL24D1,Activation,DoRothEA_AB,0.5,B,0.3332333083270851,0.5537884471118122,0.494364,0.9642661,0.9780173538280515,7.188477160718263,31
ATF4,SHMT2,Activation,DoRothEA_AB,0.5,B,0.3332333083270851,0.1078769692423086,0.494364,0.12903275,0.07823037200011398,1.2085212772489469,32
ATF4,SIGMAR1,Activation,TRRUST,,,0.3332333083270851,0.0523630907726932,0.494364,0.05671405,0.00032229421236752216,0.4640449391320603,33
ATF4,SIRT2,Repression,TRRUST,,,0.3332333083270851,0.0651162790697674,0.494364,0.06751673,0.011959893253226009,0.6350732870778367,34
