dataset,condition,edge_set,repeat,positive_edges,negative_edges,internal_duplicate_tf_target,failed_matches,relaxed_fraction,positive_negative_overlap_unique,negative_overlap_with_known_union_unique,smd_target_mean_counts,smd_target_detection_rate
GSE126030_T_cells,bone_marrow,trrust_dorothea_intersection,2,543,543,0,0,0.0,0,0,0.010664319300976896,-0.0017731975341032857
GSE126030_T_cells,bone_marrow,trrust_dorothea_intersection,3,543,543,0,0,0.0,0,0,0.0070266866456058456,-0.0014600539859800428
GSE126030_T_cells,bone_marrow,trrust_dorothea_intersection,4,543,543,0,0,0.0,0,0,0.00920207872992233,-0.0011469665291182767
GSE126030_T_cells,bone_marrow,trrust_dorothea_intersection,5,543,543,0,0,0.0,0,0,0.008989549131071172,-0.0019683368046303938
GSE126030_T_cells,bone_marrow,trrust_dorothea_intersection,6,543,543,0,0,0.0,0,0,0.008921622950761479,-0.0028103297791307485
GSE126030_T_cells,bone_marrow,trrust_dorothea_intersection,7,543,543,0,0,0.0,0,0,0.008619500948858133,-0.0012587776995840174
GSE126030_T_cells,bone_marrow,trrust_dorothea_intersection,8,543,543,0,0,0.0,0,0,0.0075957195342610286,-0.002222525550008384
GSE126030_T_cells,bone_marrow,trrust_dorothea_intersection,9,543,543,0,0,0.0,0,0,0.009600089537625811,-0.0011740425462426541
GSE126030_T_cells,bone_marrow,trrust_dorothea_union,0,2889,2889,0,0,0.0,0,0,0.0026479933667892426,-0.0011583358189530847
GSE126030_T_cells,bone_marrow,trrust_dorothea_union,1,2889,2889,0,0,0.0,0,0,0.0026215812233826344,-0.0010063736641666907
GSE126030_T_cells,bone_marrow,trrust_dorothea_union,2,2889,2889,0,0,0.0,0,0,0.002774936113367219,-0.0008657772996828124
GSE126030_T_cells,bone_marrow,trrust_dorothea_union,3,2889,2889,0,0,0.0,0,0,0.002556863315663463,-0.0010065332262113864
GSE126030_T_cells,bone_marrow,trrust_dorothea_union,4,2889,2889,0,0,0.0,0,0,0.002350191416214662,-0.00115683751773288
GSE126030_T_cells,bone_marrow,trrust_dorothea_union,5,2889,2889,0,0,0.0,0,0,0.0026908599022412443,-0.001059137285549121
GSE126030_T_cells,bone_marrow,trrust_dorothea_union,6,2889,2889,0,0,0.0,0,0,0.0023766835835457617,-0.0009450512886933827
GSE126030_T_cells,bone_marrow,trrust_dorothea_union,7,2889,2889,0,0,0.0,0,0,0.002423109262228701,-0.0009788803494303153
GSE126030_T_cells,bone_marrow,trrust_dorothea_union,8,2889,2889,0,0,0.0,0,0,0.002768635636751732,-0.0011099617885378763
GSE126030_T_cells,bone_marrow,trrust_dorothea_union,9,2889,2889,0,0,0.0,0,0,0.002533995536017305,-0.0014113011397717079
