tf,target,mode,pearson,spearman,mutual_information,coexpression_probability,codetection_odds_ratio
MYC,DPH5,Unknown,0.01806817390024662,0.04053044319152832,0.0018453597,0.036606766283512115,1.4329516887664795
CTCF,TM9SF2,Unknown,0.01637929305434227,0.02774873934686184,0.00050154276,0.01191988866776228,1.4103517532348633
ETS1,ZNF148,Unknown,-2.051403498626314e-05,0.008307152427732944,0.0015749842,0.03146366402506828,1.1920578479766846
ETS1,SAE1,Unknown,0.011678596958518028,0.02542957291007042,0.0024346188,0.03400496020913124,1.3609856367111206
TP53,VPS36,Unknown,0.001929128891788423,0.020694736391305923,0.0004779843,0.015550311654806137,1.3455523252487183
STAT1,SERINC3,Unknown,-0.020960625261068344,-0.01069978903979063,0.0011702745,0.03563865274190903,1.027031660079956
CTCF,GTF2B,Unknown,0.005808697547763586,0.024212945252656937,0.00034531255,0.01125431153923273,1.3376226425170898
TP53,DNAJB14,Unknown,-0.004106365609914064,0.007708076853305101,0.000117707015,0.013553579337894917,1.1667578220367432
CTCF,EIF4A1,Unknown,0.009905803948640823,0.02718317322432995,0.0004116425,0.011193804442882538,1.376355528831482
TP53,KDM5A,Unknown,-0.006309263873845339,0.005202409811317921,9.5178555e-05,0.013311550952494144,1.1499239206314087
ETS1,GPR155,Unknown,0.00764966057613492,0.010261292569339275,0.00029513545,0.028559327125549316,1.1243449449539185
STAT1,RPL21P46,Unknown,0.005626691970974207,0.018233109265565872,0.0021805027,0.0389060340821743,1.3016109466552734
ETS1,PLRG1,Unknown,0.006586412899196148,0.015260674059391022,0.0023876126,0.03031403198838234,1.255048394203186
NFKB1,DUSP23,Unknown,0.031090624630451202,0.06470402330160141,0.0027005633,0.016518425196409225,2.0660464763641357
CTCF,PPP2R5A,Unknown,0.0035140421241521835,0.017945529893040657,0.00024293897,0.010346705093979836,1.2870550155639648
ETS1,ZNF639,Unknown,-0.00033041267306543887,0.01242202240973711,0.0022602286,0.02940642647445202,1.2286478281021118
STAT1,ZNF639,Unknown,0.0029198501724749804,0.01682468131184578,0.0021857803,0.03739335760474205,1.27095365524292
GATA3,PPP2R5A,Unknown,0.014725872315466404,0.02745222859084606,0.0014790326,0.017547044903039932,1.3566393852233887
E2F4,C1ORF174,Unknown,0.03128867968916893,0.06363701075315475,0.0041619674,0.025291945785284042,1.8469880819320679
ETS1,UTP11,Unknown,-0.008040963672101498,0.009087816812098026,0.00478484,0.029769469052553177,1.2671422958374023
ETS1,CDS2,Unknown,0.001965861301869154,0.00949812587350607,0.0021239677,0.02843831293284893,1.1811867952346802
STAT1,GCLM,Unknown,0.00872781965881586,0.023899713531136513,0.0035212166,0.03920856863260269,1.4049988985061646
NFE2L2,TMEM109,Unknown,0.010891088284552097,0.02951221540570259,0.0027162086,0.023960791528224945,1.3943397998809814
ETS1,SLC25A38,Unknown,0.0025745376478880644,0.011814793571829796,0.0017618511,0.028680341318249702,1.2142692804336548
MYC,SUCLG2,Unknown,0.006757995579391718,0.02723052352666855,0.0016736769,0.031100623309612274,1.3399124145507812
HIF1A,PURA,Unknown,-0.0154051398858428,-0.0009444635361433029,0.0007144361,0.020209355279803276,1.0962715148925781
STAT1,LETMD1,Unknown,-0.03979517146945,-0.03509238734841347,0.0013393312,0.028619833290576935,0.8367215991020203
IRF3,C1ORF174,Unknown,-0.022719338536262512,-0.01409163698554039,0.0015557825,0.018091607838869095,0.9738272428512573
E2F4,CLINT1,Unknown,0.033582426607608795,0.06614351272583008,0.003974147,0.024565862491726875,1.8568652868270874
ETS1,VPS13C,Unknown,0.010037234984338284,0.015361763536930084,0.0008838604,0.027712227776646614,1.203833818435669
STAT1,GNL2,Unknown,0.03541255369782448,0.05379309132695198,0.0067071635,0.04241544008255005,1.8040906190872192
E2F4,TUBE1,Unknown,0.0494142547249794,0.08276468515396118,0.0059423787,0.026502087712287903,2.125467538833618
STAT2,ATP6V0D1,Unknown,0.010859118774533272,0.02325643226504326,0.00023993448,0.006534761283546686,1.3677626848220825
CTCF,SRP68,Unknown,-0.006640100851655006,0.01061314344406128,9.3960894e-05,0.00895504280924797,1.181223750114441
RELA,TUBE1,Unknown,0.02209152840077877,0.0426069051027298,0.001154045,0.015126761980354786,1.6129428148269653
MYC,TTF1,Unknown,0.020093007013201714,0.04229310154914856,0.0019063643,0.031403157860040665,1.4810552597045898
ETS1,TP53TG1,Unknown,0.0020469119772315025,0.008788651786744595,0.0010371433,0.026502087712287903,1.1664711236953735
STAT2,TMEM120B,Unknown,0.006667488254606724,0.009053594432771206,4.4238768e-05,0.005506141576915979,1.1556880474090576
ETS1,SEC23A,Unknown,-0.018902502954006195,-0.008548135869204998,0.0018105895,0.024565862491726875,1.0438599586486816
ETS1,AFG3L2,Unknown,0.0002448756422381848,0.015826713293790817,0.004401916,0.028256792575120926,1.3047527074813843
SREBF2,RIOK1,Unknown,0.01998201012611389,0.041476231068372726,0.0011549371,0.011193804442882538,1.7352604866027832
USF2,RPL10P3,Unknown,0.01612331159412861,0.032854482531547546,0.0016386007,0.01760755106806755,1.4271107912063599
STAT1,DDX49,Unknown,0.02316337265074253,0.03846278786659241,0.003917104,0.038179948925971985,1.5772490501403809
E2F4,CAMTA2,Unknown,0.0675496757030487,0.10882280021905899,0.00955562,0.027712227776646614,2.6161084175109863
RELA,LYRM7,Unknown,0.00392275070771575,0.023620830848813057,0.00037761082,0.012403945438563824,1.3388270139694214
RUNX1,USP3,Unknown,-0.01342484075576067,-0.0014661775203421712,5.9957015e-06,0.006232226267457008,1.0533809661865234
GATA3,KCMF1,Unknown,-0.0006658390630036592,0.018366985023021698,0.0019817872,0.01452169194817543,1.2601717710494995
REL,CASP4LP,Unknown,0.0045303949154913425,0.014349846169352531,0.00012596352,0.007986930198967457,1.2261854410171509
MYC,MALT1,Unknown,0.010223672725260258,0.034923434257507324,0.0013227412,0.028196284547448158,1.3786853551864624
CTCF,CNPPD1,Unknown,0.005513316951692104,0.021333610638976097,0.00023776462,0.00895504280924797,1.3063254356384277
HSF1,DCPS,Unknown,0.02218826487660408,0.04578443616628647,0.0038645852,0.01857566460967064,1.670966625213623
ETS1,MAGEH1,Unknown,0.005228720139712095,0.016496941447257996,0.0015328664,0.025473468005657196,1.272221326828003
RUNX1,FRA10AC1,Unknown,0.02075902372598648,0.03248027712106705,0.00053466484,0.008168451488018036,1.5310746431350708
YY1,RPS3AP26,Unknown,-0.012040247209370136,-0.0005460511893033981,0.0017497882,0.01821262203156948,1.106679081916809
