tf,target,mode,pmid,tf_detection_rate,target_detection_rate,tf_mean_counts,target_mean_counts,target_z_mean_counts,target_z_detection_rate,edge_id_original
RELA,SOD2,Activation,11880364;14515147;19507253,0.1174793698424582,0.1567891972993207,0.124831796,0.18964879,0.1435313129670444,1.8644652940762525,759
RELA,STAT1,Unknown,25040843,0.1174793698424582,0.423105776444127,0.124831796,0.9749255,0.9895005990242554,5.4359396188265805,760
RELA,STAT3,Unknown,25040843,0.1174793698424582,0.2427606901725351,0.124831796,0.30202457,0.26459240794937516,3.017397569051853,761
RELA,STAT4,Unknown,17046972,0.1174793698424582,0.1330832708177013,0.124831796,0.14988832,0.10069783020757334,1.5465537767182327,762
RELA,TAP1,Unknown,18694960,0.1174793698424582,0.3855963990997856,0.124831796,0.6667525,0.6575094811517936,4.932915066044811,763
RELA,TAP2,Unknown,18694960,0.1174793698424582,0.1162790697674395,0.124831796,0.13143344,0.08081660686418463,1.3211987770720424,764
RELA,TAPBP,Unknown,18694960,0.1174793698424582,0.4148537134283719,0.124831796,0.6350938,0.6234039391238131,5.3252742172145915,765
RELA,TBX21,Activation,17407192,0.1174793698424582,0.0628657164291073,0.124831796,0.0727681,0.01761713187134606,0.6048918139109356,766
RELA,TIMP1,Repression,14600595,0.1174793698424582,0.120480120030005,0.124831796,0.1551395,0.10635486414094686,1.3775375269835903,767
RELA,TNFAIP3,Activation,11880364;19343319,0.1174793698424582,0.1065266316579126,0.124831796,0.120630585,0.06917881929790169,1.1904123933488069,768
RELA,TNFSF10,Activation,11544302;20542572,0.1174793698424582,0.1237809452363064,0.124831796,0.17059359,0.1230033720076374,1.4218036876283775,769
RELA,TP53,Unknown,10348347;11032029;15155458,0.1174793698424582,0.088522130532632,0.124831796,0.09647435,0.04315559383285483,0.9489606080136015,770
RELA,UPP1,Activation,20544543,0.1174793698424582,0.1672918229557343,0.124831796,0.20225208,0.15710868780510878,2.0053121688551214,771
RELA,XIAP,Activation,15041463;15756023;18223231,0.1174793698424582,0.0679669917479368,0.124831796,0.07291815,0.017778778956706435,0.6733031530892439,772
