run_dir,dataset,condition,edge_set,score_definition,metric,n_repeats,n_positive_mean,n_negative_mean,random_auprc_baseline,auroc_mean,auroc_sd,auprc_mean,auprc_sd,enrichment_at_5pct_mean,enrichment_at_5pct_sd,median_difference_mean,median_difference_sd,cliffs_delta_mean,cliffs_delta_sd,positive_median_mean,negative_median_mean,auroc_ci95_low,auroc_ci95_high,auprc_ci95_low,auprc_ci95_high,enrichment_at_5pct_ci95_low,enrichment_at_5pct_ci95_high,median_difference_ci95_low,median_difference_ci95_high,cliffs_delta_ci95_low,cliffs_delta_ci95_high
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,pearson,10,787.0,787.0,0.5,0.5242366020901917,0.0036851835568046,0.528125614250494,0.0037659810192684,1.2379746835443035,0.0421096200839651,0.0037517793476581,0.0006297029175387,0.0484732041803836,0.0073703671136093,0.0439831316471099,0.0402313522994518,0.5216003805831286,0.5268728235972548,0.525431593720674,0.5308196347803139,1.2078512760102005,1.2680980910784072,0.0033013170168983,0.0042022416784179,0.0432007611662574,0.0537456471945098
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,spearman,10,787.0,787.0,0.5,0.5310601596140588,0.0055958259495335,0.5284057967892317,0.005203967561118,1.1493670886075948,0.0633754712422568,0.0035188287496566,0.0007094070101199,0.0621203192281176,0.0111916518990669,0.037879716604948,0.0343608878552913,0.5270571468765514,0.5350631723515663,0.5246831026560328,0.5321284909224306,1.1040310075864477,1.194703169628742,0.0030113495458362,0.0040263079534771,0.0541142937531028,0.0701263447031324
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust,formal_abs,codetection_odds_ratio,10,528.0,528.0,0.5,0.5553665203168043,0.0097331567149034,0.5688089006244559,0.0084373031021248,1.4075471698113209,0.0958784352209283,0.0318225264549255,0.0058693292135408,0.1107330406336088,0.0194663134298067,1.312489628791809,1.2806671023368836,0.5484038394440796,0.5623292011895291,0.5627732175827358,0.574844583666176,1.3389598690441031,1.4761344705785382,0.0276238612687099,0.0360211916411411,0.0968076788881592,0.1246584023790584
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust,formal_abs,coexpression_probability,10,528.0,528.0,0.5,0.5102554307277318,0.0008359398788531,0.5121499734739403,0.0004289949807395,1.079245283018868,0.019486708660163,0.0009024326689541,0.0003696651001163,0.0205108614554637,0.0016718797577063,0.0273999478667974,0.0264975151978433,0.509657435362433,0.5108534260930306,0.5118430889518493,0.5124568579960314,1.0653053314045344,1.0931852346332014,0.0006379901866962,0.001166875151212,0.0193148707248662,0.0217068521860612
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust,formal_abs,mutual_information,10,528.0,528.0,0.5,0.539751743285124,0.0058151315387168,0.5507119357878099,0.0038967458529865,1.3358490566037735,0.0568130303931382,0.0001422281144186,3.392950483159206e-05,0.0795034865702479,0.0116302630774336,0.0007183527341112,0.0005761246196925,0.5355918487798803,0.5439116377903677,0.547924371731134,0.5534994998444858,1.2952074629639487,1.3764906502435983,0.0001179564088218,0.0001664998200155,0.0711836975597605,0.0878232755807353
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust,formal_abs,pearson,10,528.0,528.0,0.5,0.5379921372819101,0.0038155440163496,0.5509478443648951,0.0029612005662178,1.3358490566037735,0.0364562937011054,0.0039536779746413,0.0008337571019726,0.07598427456382,0.0076310880326992,0.043349590152502,0.0393959121778607,0.5352626615198484,0.5407216130439718,0.5488295290899404,0.5530661596398497,1.3097697951392524,1.3619283180682946,0.0033572440738582,0.0045501118754244,0.0705253230396965,0.0814432260879435
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust,formal_abs,spearman,10,528.0,528.0,0.5,0.5448608958907254,0.0060184241013685,0.5555783432779312,0.0044111685228157,1.2754716981132077,0.0428412235620789,0.0047664916142821,0.0010678530522611,0.0897217917814508,0.012036848202737,0.0379015281796455,0.0331350365653634,0.54055557464686,0.5491662171345908,0.5524227834118144,0.558733903144048,1.2448249329786163,1.306118463247799,0.0040025955588045,0.0055303876697596,0.0811111492937201,0.0983324342691816
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,codetection_odds_ratio,10,242.0,242.0,0.5,0.5460282767570521,0.0087713947462721,0.5392587398995542,0.0105991282108749,1.176,0.075894663844041,0.0313375115394592,0.0051975468615414,0.0920565535141042,0.0175427894925442,1.316796898841858,1.2854593873023987,0.5397535989504703,0.552302954563634,0.5316765803368281,0.5468408994622803,1.121708228094216,1.2302917719057838,0.0276194104980434,0.035055612580875,0.0795071979009404,0.1046059091272679
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,coexpression_probability,10,242.0,242.0,0.5,0.5017561983471074,0.0016298975311742,0.5046384767192904,0.0006260745757327,1.048,0.025298221281347,-0.0002550350502133,0.0006191905224625,0.0035123966942149,0.0032597950623485,0.027596129104495,0.0278511641547083,0.5005902398921869,0.5029221568020279,0.5041906099478987,0.5050863434906822,1.029902742698072,1.066097257301928,-0.0006979772665572,0.0001879071661305,0.0011804797843737,0.005844313604056
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,mutual_information,10,242.0,242.0,0.5,0.5335436445597979,0.0071035810227764,0.5258126570710772,0.0057617905937162,1.176,0.0539958846168441,0.000193187512923,3.490902941562949e-05,0.0670872891195956,0.0142071620455528,0.0008111939532682,0.0006180064403451,0.5284620488181611,0.5386252403014347,0.5216909203792096,0.5299343937629447,1.1373736710463225,1.2146263289536776,0.0001682150976504,0.0002181599281956,0.0569240976363221,0.0772504806028691
