run_dir,dataset,condition,edge_set,score_definition,metric,repeat,n_positive,n_negative,random_auprc_baseline,auroc,auprc,enrichment_at_5pct,positive_median,negative_median,median_difference,cliffs_delta
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,pearson,4,787,787,0.5,0.5275514273397603,0.532961328957662,1.3417721518987342,0.0439831316471099,0.0393002144992351,0.0046829171478748,0.0551028546795206
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,spearman,4,787,787,0.5,0.5378183280080211,0.5368444875790495,1.2658227848101269,0.037879716604948,0.0335510857403278,0.0043286308646202,0.0756366560160421
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,mutual_information,4,787,787,0.5,0.53116881858795,0.5326511757296126,1.3164556962025316,0.0007271310314536,0.0005863399128429,0.0001407911186106,0.0623376371758999
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,coexpression_probability,4,787,787,0.5,0.5034099220335535,0.5032801209307268,1.0126582278481011,0.0304734501987695,0.0306042376905679,-0.0001307874917984,0.006819844067107
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,codetection_odds_ratio,4,787,787,0.5,0.5505062410291764,0.5587971632229747,1.2911392405063291,1.2952536344528198,1.2653038501739502,0.0299497842788696,0.1010124820583528
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,pearson,5,787,787,0.5,0.5304608399839191,0.5316620206097193,1.2151898734177216,0.0439831316471099,0.039487101137638,0.0044960305094718,0.0609216799678382
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,spearman,5,787,787,0.5,0.541924119547475,0.5348251709008485,1.1898734177215189,0.037879716604948,0.0334505029022693,0.0044292137026786,0.0838482390949497
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,mutual_information,5,787,787,0.5,0.534677227952965,0.5317052362489877,1.1645569620253164,0.0007271310314536,0.000592061667703,0.0001350693637505,0.06935445590593
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,coexpression_probability,5,787,787,0.5,0.5040436315023838,0.5034851954131241,1.0126582278481011,0.0304734501987695,0.0311273876577615,-0.000653937458992,0.0080872630047676
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,codetection_odds_ratio,5,787,787,0.5,0.5556421131829329,0.5595647625019907,1.3670886075949369,1.2952536344528198,1.2607207298278809,0.0345329046249389,0.1112842263658659
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,pearson,6,787,787,0.5,0.5252595787002577,0.5296899937188635,1.2151898734177216,0.0439831316471099,0.0407590009272098,0.0032241307199001,0.0505191574005157
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,spearman,6,787,787,0.5,0.5322860847087924,0.5299324888793123,1.1139240506329111,0.037879716604948,0.0349462404847145,0.0029334761202335,0.0645721694175847
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,mutual_information,6,787,787,0.5,0.5243748072635215,0.5278696911590949,1.1898734177215189,0.0007271310314536,0.0006585825467482,6.854848470538855e-05,0.0487496145270427
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,coexpression_probability,6,787,787,0.5,0.502973994500855,0.5035861944556967,1.0126582278481011,0.0304734501987695,0.0306042376905679,-0.0001307874917984,0.0059479890017097
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,codetection_odds_ratio,6,787,787,0.5,0.5398227873852259,0.5408556868010017,1.2911392405063291,1.2952536344528198,1.273179531097412,0.0220741033554077,0.0796455747704518
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,pearson,7,787,787,0.5,0.523395584861367,0.5296027212400086,1.240506329113924,0.0439831316471099,0.0401613675057888,0.0038217641413211,0.0467911697227338
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,spearman,7,787,787,0.5,0.5250101312787692,0.5270564596160564,1.139240506329114,0.037879716604948,0.0347118601202964,0.0031678564846515,0.0500202625575383
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,mutual_information,7,787,787,0.5,0.5188361057786232,0.5261860316812879,1.1898734177215189,0.0007271310314536,0.0006235313485376,0.0001035996829159,0.037672211557246
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,coexpression_probability,7,787,787,0.5,0.5015055645342276,0.5028371565457029,1.0126582278481011,0.0304734501987695,0.0308658126741647,-0.0003923624753952,0.0030111290684551
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,codetection_odds_ratio,7,787,787,0.5,0.5291675883035799,0.5293853789265197,1.2151898734177216,1.2952536344528198,1.2776083946228027,0.017645239830017,0.0583351766071598
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,pearson,8,787,787,0.5,0.5184978583041773,0.5252843806725344,1.240506329113924,0.0439831316471099,0.0409234426915645,0.0030596889555454,0.0369957166083545
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,spearman,8,787,787,0.5,0.5248462548174029,0.5267490216496291,1.1898734177215189,0.037879716604948,0.0351980775594711,0.0026816390454769,0.0496925096348057
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,mutual_information,8,787,787,0.5,0.5196336917088198,0.5248327706346176,1.240506329113924,0.0007271310314536,0.0006383124855346,8.88185459189117e-05,0.0392673834176395
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,coexpression_probability,8,787,787,0.5,0.5020222193877962,0.5030222829842085,1.0126582278481011,0.0304734501987695,0.0308658126741647,-0.0003923624753952,0.0040444387755926
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,codetection_odds_ratio,8,787,787,0.5,0.535403773840796,0.5381236320474668,1.2151898734177216,1.2952536344528198,1.2764493227005005,0.0188043117523193,0.0708075476815921
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,pearson,9,787,787,0.5,0.5211771980838563,0.5217035539506605,1.1898734177215189,0.0439831316471099,0.0403561778366565,0.0036269538104534,0.0423543961677126
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,spearman,9,787,787,0.5,0.5295405485259999,0.5224794452646246,1.1139240506329111,0.037879716604948,0.0340769626200199,0.0038027539849281,0.0590810970519997
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,mutual_information,9,787,787,0.5,0.5218222093776085,0.5181574287448119,1.0632911392405062,0.0007271310314536,0.0006139842444099,0.0001131467870436,0.0436444187552169
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,coexpression_probability,9,787,787,0.5,0.5027140525276531,0.5026166366016607,1.0126582278481011,0.0304734501987695,0.0308658126741647,-0.0003923624753952,0.0054281050553062
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,formal_abs,codetection_odds_ratio,9,787,787,0.5,0.5360649305987223,0.5376204917665335,1.1645569620253164,1.2952536344528198,1.2656570672988892,0.0295965671539306,0.0721298611974445
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,pearson,0,242,242,0.5,0.535158117614917,0.5299933214427832,1.2,0.0446187835186719,0.0398367512971162,0.0047820322215557,0.0703162352298341
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,spearman,0,242,242,0.5,0.543098149033536,0.5263646289754347,0.88,0.0387053005397319,0.0334223341196775,0.0052829664200544,0.0861962980670718
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,mutual_information,0,242,242,0.5,0.5392647360152996,0.5230792910917789,1.12,0.0008111939532682,0.0005761522916145,0.0002350416616536,0.0785294720305989
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,coexpression_probability,0,242,242,0.5,0.503363841267673,0.5050728424447434,1.04,0.027596129104495,0.0274653416126966,0.0001307874917984,0.0067276825353459
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,codetection_odds_ratio,0,242,242,0.5,0.5500221979372995,0.5462372720190796,1.28,1.316796898841858,1.2798284888267517,0.0369684100151062,0.1000443958745986
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,pearson,1,242,242,0.5,0.5331432279215901,0.533242741119472,1.28,0.0446187835186719,0.0389666240662336,0.0056521594524383,0.0662864558431801
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,spearman,1,242,242,0.5,0.5324089884570726,0.5299034101782558,1.2,0.0387053005397319,0.0352803263813257,0.0034249741584062,0.0648179769141452
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,mutual_information,1,242,242,0.5,0.5311368758964552,0.5279547509820486,1.28,0.0008111939532682,0.0005928711034357,0.0002183228498324,0.0622737517929103
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,coexpression_probability,1,242,242,0.5,0.5014770165972269,0.504922977669622,1.04,0.027596129104495,0.0275307353585958,6.539374589920044e-05,0.0029540331944539
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,codetection_odds_ratio,1,242,242,0.5,0.5483829656444231,0.5369762893158296,1.04,1.316796898841858,1.2928476929664612,0.0239492058753967,0.0967659312888464
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,pearson,2,242,242,0.5,0.5338774673861075,0.531326334032724,1.2,0.0446187835186719,0.0387564972043037,0.0058622863143682,0.067754934772215
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,spearman,2,242,242,0.5,0.5412710880404344,0.5363849192123564,1.2,0.0387053005397319,0.0350605249404907,0.0036447755992412,0.0825421760808688
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,mutual_information,2,242,242,0.5,0.5381975274912916,0.5302815061164222,1.2,0.0008111939532682,0.0005953918443992,0.0002158021088689,0.0763950549825831
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,coexpression_probability,2,242,242,0.5,0.5022197937299364,0.5043191220751793,1.04,0.027596129104495,0.0290347896516323,-0.0014386605471372,0.004439587459873
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,codetection_odds_ratio,2,242,242,0.5,0.5517041185711359,0.5495080775310546,1.2,1.316796898841858,1.278086245059967,0.0387106537818908,0.1034082371422717
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,pearson,3,242,242,0.5,0.5348507615600028,0.5340540212918119,1.2,0.0446187835186719,0.0393467601388692,0.0052720233798027,0.0697015231200055
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,spearman,3,242,242,0.5,0.5343726521412472,0.5307084484196827,1.12,0.0387053005397319,0.0348763521760702,0.0038289483636617,0.0687453042824943
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,mutual_information,3,242,242,0.5,0.5289170821665187,0.5272669867196551,1.2,0.0008111939532682,0.0006041192682459,0.0002070746850222,0.0578341643330373
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,coexpression_probability,3,242,242,0.5,0.5000426883409603,0.5045102197738794,1.04,0.027596129104495,0.0274653416126966,0.0001307874917984,8.537668192065695e-05
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,codetection_odds_ratio,3,242,242,0.5,0.5380353117956423,0.539972779847022,1.2,1.316796898841858,1.2927112579345703,0.0240856409072875,0.0760706235912846
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,pearson,4,242,242,0.5,0.5356362270336726,0.5279026665772157,1.2,0.0446187835186719,0.0398421622812747,0.0047766212373971,0.071272454067345
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,spearman,4,242,242,0.5,0.5419541014957995,0.5250664216607179,1.04,0.0387053005397319,0.0346926040947437,0.0040126964449882,0.0839082029915989
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,mutual_information,4,242,242,0.5,0.5371815449764361,0.5228384751811649,1.12,0.0008111939532682,0.000622680876404,0.0001885130768641,0.074363089952872
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,coexpression_probability,4,242,242,0.5,0.5040639300594222,0.5054618770166751,1.04,0.027596129104495,0.028119278140366,-0.000523149035871,0.0081278601188443
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,codetection_odds_ratio,4,242,242,0.5,0.5524639710402295,0.5397212188046677,1.12,1.316796898841858,1.284936785697937,0.0318601131439209,0.1049279420804589
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,pearson,5,242,242,0.5,0.521275869134622,0.5232756781142954,1.2,0.0446187835186719,0.041961420327425,0.0026573631912469,0.0425517382692439
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,spearman,5,242,242,0.5,0.5294208045898503,0.5235185732786283,0.88,0.0387053005397319,0.0353271570056676,0.0033781435340642,0.0588416091797008
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,mutual_information,5,242,242,0.5,0.5254764018851171,0.5224428247781606,1.2,0.0008111939532682,0.0006481220480054,0.0001630719052627,0.0509528037702342
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,coexpression_probability,5,242,242,0.5,0.4996328802677413,0.5038900443285536,1.12,0.027596129104495,0.027596129104495,0.0,-0.0007342394645174
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,codetection_odds_ratio,5,242,242,0.5,0.533945768731644,0.5308085082015086,1.2,1.316796898841858,1.288357138633728,0.0284397602081298,0.067891537463288
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,pearson,6,242,242,0.5,0.5255447032306536,0.524993500842593,1.2,0.0446187835186719,0.0414920318871736,0.0031267516314983,0.0510894064613072
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,spearman,6,242,242,0.5,0.5331603032579743,0.5248085501135826,0.88,0.0387053005397319,0.0352324936538934,0.0034728068858385,0.0663206065159482
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,mutual_information,6,242,242,0.5,0.5294549552626187,0.5219530057296542,1.12,0.0008111939532682,0.0006721374811604,0.0001390564721077,0.0589099105252373
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,coexpression_probability,6,242,242,0.5,0.5015623932791475,0.5045974428831757,1.04,0.027596129104495,0.0274653416126966,0.0001307874917984,0.0031247865582952
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,codetection_odds_ratio,6,242,242,0.5,0.5422102315415614,0.5328597169946685,1.12,1.316796898841858,1.2864821553230286,0.0303147435188293,0.0844204630831226
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,pearson,7,242,242,0.5,0.5367119732258726,0.5269385724075306,1.2,0.0446187835186719,0.0394607633352279,0.005158020183444,0.0734239464517449
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,spearman,7,242,242,0.5,0.5354996243425995,0.5212617523733794,0.96,0.0387053005397319,0.0352681018412113,0.0034371986985206,0.0709992486851991
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,mutual_information,7,242,242,0.5,0.525587391571614,0.5165272276648365,1.12,0.0008111939532682,0.0006735419738106,0.0001376519794575,0.0511747831432278
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,coexpression_probability,7,242,242,0.5,0.5015197049381873,0.5045133478298122,1.04,0.027596129104495,0.0285116396844387,-0.0009155105799436,0.0030394098763746
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,codetection_odds_ratio,7,242,242,0.5,0.5411259476811693,0.5290457176886323,1.12,1.316796898841858,1.288357138633728,0.0284397602081298,0.0822518953623385
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,pearson,8,242,242,0.5,0.5358411310702821,0.5391806689227668,1.2,0.0446187835186719,0.0402506422251462,0.0043681412935256,0.0716822621405641
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,spearman,8,242,242,0.5,0.5537873096099993,0.5409562792304199,1.04,0.0387053005397319,0.0324962940067052,0.0062090065330266,0.1075746192199986
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,mutual_information,8,242,242,0.5,0.5481097602622771,0.537533874916712,1.2,0.0008111939532682,0.0006045126356184,0.0002066813176497,0.0962195205245544
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,coexpression_probability,8,242,242,0.5,0.5038590260228126,0.5055148786330623,1.04,0.027596129104495,0.0270075853914022,0.0005885437130928,0.0077180520456252
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,codetection_odds_ratio,8,242,242,0.5,0.5633494979851102,0.5609737194600608,1.28,1.316796898841858,1.2810974717140198,0.0356994271278381,0.1266989959702207
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,pearson,9,242,242,0.5,0.5348166108872345,0.5380292911591529,1.28,0.0446187835186719,0.0402646902948617,0.0043540932238101,0.069633221774469
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,spearman,9,242,242,0.5,0.5358411310702821,0.5308450166869535,1.04,0.0387053005397319,0.0349798221141099,0.0037254784256219,0.0716822621405641
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,mutual_information,9,242,242,0.5,0.5321101700703504,0.5282486275303387,1.2,0.0008111939532682,0.0005905348807573,0.0002206590725108,0.0642203401407008
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,coexpression_probability,9,242,242,0.5,0.4998207089679666,0.5035820145382007,1.04,0.027596129104495,0.0283154593780636,-0.0007193302735686,-0.0003585820640666
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,codetection_odds_ratio,9,242,242,0.5,0.5390427566423058,0.5264840991330184,1.2,1.316796898841858,1.2818894982337952,0.0349074006080627,0.0780855132846116
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,pearson,0,1073,1073,0.5,0.5302771840195113,0.5386061940552129,1.3148148148148149,0.0433119423687458,0.040001880377531,0.0033100619912147,0.0605543680390228
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,spearman,0,1073,1073,0.5,0.5369025708550728,0.5407688807273265,1.2592592592592593,0.0372420698404312,0.0335984528064727,0.0036436170339584,0.0738051417101455
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,mutual_information,0,1073,1073,0.5,0.5293895142048884,0.5368447162556385,1.2407407407407407,0.0007113245665095,0.0005987568874843,0.0001125676790252,0.0587790284097768
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,coexpression_probability,0,1073,1073,0.5,0.5068929037659957,0.5073765631866383,1.037037037037037,0.0296887252479791,0.0291655771434307,0.0005231481045484,0.0137858075319912
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,codetection_odds_ratio,0,1073,1073,0.5,0.5485434658555461,0.5516951897783717,1.2592592592592593,1.297701716423035,1.2691516876220703,0.0285500288009643,0.097086931711092
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,pearson,1,1073,1073,0.5,0.5248960114789083,0.536200775377568,1.2777777777777777,0.0433119423687458,0.0403944812715053,0.0029174610972404,0.0497920229578165
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,spearman,1,1073,1073,0.5,0.5329623417806726,0.5416527911451556,1.2222222222222223,0.0372420698404312,0.0332132577896118,0.0040288120508193,0.0659246835613451
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,mutual_information,1,1073,1073,0.5,0.5235992492154719,0.5363148832136525,1.2592592592592593,0.0007113245665095,0.0006049384828656,0.0001063860836438,0.0471984984309437
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,coexpression_probability,1,1073,1073,0.5,0.5067204943156995,0.5072421042796629,1.037037037037037,0.0296887252479791,0.0294271521270275,0.0002615731209516,0.013440988631399
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,codetection_odds_ratio,1,1073,1073,0.5,0.5438072002008114,0.5521434978036914,1.3148148148148149,1.297701716423035,1.276798129081726,0.0209035873413085,0.0876144004016228
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,pearson,2,1073,1073,0.5,0.5343572514893657,0.5438707308202314,1.351851851851852,0.0433119423687458,0.0391477197408676,0.0041642226278781,0.0687145029787315
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,spearman,2,1073,1073,0.5,0.5420613916612889,0.5471605587537742,1.2962962962962965,0.0372420698404312,0.0333437137305736,0.0038983561098575,0.0841227833225777
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,mutual_information,2,1073,1073,0.5,0.5330565806993484,0.5416423528492534,1.3333333333333333,0.0007113245665095,0.0006033001118339,0.0001080244546756,0.0661131613986967
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,coexpression_probability,2,1073,1073,0.5,0.5077336712616464,0.5079399735662409,1.037037037037037,0.0296887252479791,0.0294271521270275,0.0002615731209516,0.0154673425232927
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,codetection_odds_ratio,2,1073,1073,0.5,0.553046088476882,0.5588252678306281,1.3333333333333333,1.297701716423035,1.266072392463684,0.0316293239593505,0.1060921769537639
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,pearson,3,1073,1073,0.5,0.5329953471162456,0.5428440312879984,1.3333333333333333,0.0433119423687458,0.0391188040375709,0.0041931383311748,0.0659906942324912
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,spearman,3,1073,1073,0.5,0.536885633906555,0.5454662976769531,1.2592592592592593,0.0372420698404312,0.0338809676468372,0.0033611021935939,0.0737712678131099
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,mutual_information,3,1073,1073,0.5,0.5281765681225783,0.5407701554219679,1.2407407407407407,0.0007113245665095,0.0006219162023626,8.940836414694786e-05,0.0563531362451565
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,coexpression_probability,3,1073,1073,0.5,0.5062202029133288,0.5072741358534585,1.0185185185185186,0.0296887252479791,0.0294271521270275,0.0002615731209516,0.0124404058266576
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,codetection_odds_ratio,3,1073,1073,0.5,0.5451821329958682,0.5506987629362613,1.2592592592592593,1.297701716423035,1.2691162824630735,0.0285854339599609,0.0903642659917365
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,pearson,4,1073,1073,0.5,0.5314393192562682,0.5388718441301594,1.2592592592592593,0.0433119423687458,0.0395867824554443,0.0037251599133014,0.0628786385125363
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,spearman,4,1073,1073,0.5,0.5368061605327408,0.5404200101547671,1.1666666666666667,0.0372420698404312,0.0333309508860111,0.00391111895442,0.0736123210654817
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,mutual_information,4,1073,1073,0.5,0.5288314634652649,0.5364523414013009,1.2037037037037035,0.0007113245665095,0.000587850343436,0.0001234742230735,0.0576629269305297
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,coexpression_probability,4,1073,1073,0.5,0.5058080704993968,0.5068240781475186,1.037037037037037,0.0296887252479791,0.0300810877233743,-0.0003923624753952,0.0116161409987936
