qc_rows,matching_coverage_min,matching_coverage_max,internal_duplicate_total_max,internal_duplicate_max_max,failed_matches_total_final_max,relaxed_fraction_max,positive_negative_overlap_unique_max,negative_overlap_with_known_union_unique_max,smd_target_mean_counts_max_abs,smd_target_detection_rate_max_abs
28,0.8847926267281107,0.980072463768116,0,0,0,0.0,0,0,0.0427953514768086,0.0108784378607555
