run_dir,dataset,condition,edge_set,repeat,positive_edges,negative_edges,internal_duplicate_tf_target,failed_matches,relaxed_fraction,positive_negative_overlap_unique,negative_overlap_with_known_union_unique,smd_target_mean_counts,smd_target_detection_rate
adult_celltype__epithelial_cell,ZJU_HCL_adult_celltype,Epithelial cell,trrust_dorothea_union,9,646,646,0,0,0.0,0,0,0.0040445255598907,-0.0031203954949355
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust,0,413,413,0,0,0.0,0,0,0.0082603971926293,0.0013547155579001
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust,1,413,413,0,0,0.0,0,0,0.0091945575064096,0.0019103433924912
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust,2,413,413,0,0,0.0,0,0,0.0081226793268703,0.0002737377339452
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust,3,413,413,0,0,0.0,0,0,0.0079447534282153,0.0009543128592436
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust,4,413,413,0,0,0.0,0,0,0.0073664160767235,0.0015287019454275
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust,5,413,413,0,0,0.0,0,0,0.0073767418176593,0.0022939554832145
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust,6,413,413,0,0,0.0,0,0,0.0082143072173308,0.0001398677664913
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust,7,413,413,0,0,0.0,0,0,0.008706173362143,0.0005933773948441
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust,8,413,413,0,0,0.0,0,0,0.0077427367719501,0.000371916765457
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust,9,413,413,0,0,0.0,0,0,0.0077159749965531,0.0038295198424746
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,dorothea_ab,0,486,486,0,0,0.0,0,0,0.0057282511512672,9.19279883628796e-05
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,dorothea_ab,1,486,486,0,0,0.0,0,0,0.0049848833109756,9.905164413819328e-05
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,dorothea_ab,2,486,486,0,0,0.0,0,0,0.0045086099767106,-0.0008504887926806
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,dorothea_ab,3,486,486,0,0,0.0,0,0,0.0042595458134649,6.837281605592753e-05
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,dorothea_ab,4,486,486,0,0,0.0,0,0,0.0050559251981092,-0.000879749479262
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,dorothea_ab,5,486,486,0,0,0.0,0,0,0.0047004338127842,-0.0012074981112157
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,dorothea_ab,6,486,486,0,0,0.0,0,0,0.0049032048939015,0.0002728171213624
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,dorothea_ab,7,486,486,0,0,0.0,0,0,0.0041545776528642,-0.0016512702944316
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,dorothea_ab,8,486,486,0,0,0.0,0,0,0.003765346882846,0.0004168555515315
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,dorothea_ab,9,486,486,0,0,0.0,0,0,0.004864658413112,-0.0001137303216041
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_intersection,0,186,186,0,0,0.0,0,0,0.0076757557361383,-0.0022987688171515
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_intersection,1,186,186,0,0,0.0,0,0,0.0092399790536735,-0.0012561215527015
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_intersection,2,186,186,0,0,0.0,0,0,0.007641293566105,0.0027482651987857
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_intersection,3,186,186,0,0,0.0,0,0,0.0076713864520549,-0.0032329933808142
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_intersection,4,186,186,0,0,0.0,0,0,0.0094435883221636,0.0007334071150892
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_intersection,5,186,186,0,0,0.0,0,0,0.0102014107467501,0.0009888918239875
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_intersection,6,186,186,0,0,0.0,0,0,0.007977345073551,0.0015274912712349
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_intersection,7,186,186,0,0,0.0,0,0,0.009189834201647,0.0015908233471427
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_intersection,8,186,186,0,0,0.0,0,0,0.0078753372274195,0.003478894108025
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_intersection,9,186,186,0,0,0.0,0,0,0.0085019281713889,0.0022073419449253
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_union,0,713,713,0,0,0.0,0,0,0.0058487890606934,4.991006475533361e-05
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_union,1,713,713,0,0,0.0,0,0,0.0070147893131866,-0.001033470654714
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_union,2,713,713,0,0,0.0,0,0,0.0072041374318441,3.418094682341435e-05
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_union,3,713,713,0,0,0.0,0,0,0.0060228111976262,0.0006209876832638
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_union,4,713,713,0,0,0.0,0,0,0.0060775384983865,0.0009532201195083
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_union,5,713,713,0,0,0.0,0,0,0.006229897661599,0.0004036748052539
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_union,6,713,713,0,0,0.0,0,0,0.0060970766516417,-0.000605353895828
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_union,7,713,713,0,0,0.0,0,0,0.0064785240953242,0.0013838085797707
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_union,8,713,713,0,0,0.0,0,0,0.0062547410738598,-0.0002664488424128
adult_celltype__fibroblast,ZJU_HCL_adult_celltype,Fibroblast,trrust_dorothea_union,9,713,713,0,0,0.0,0,0,0.0069780062067744,0.0003314954295731
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust,0,302,302,0,0,0.0,0,0,0.008732470819032,-0.0078078736046975
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust,1,302,302,0,0,0.0,0,0,0.008353454134938,-0.006338142120714
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust,2,302,302,0,0,0.0,0,0,0.009539570888133,-0.0076086086769209
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust,3,302,302,0,0,0.0,0,0,0.0101609412107005,-0.0069576663516991
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust,4,302,302,0,0,0.0,0,0,0.0048932366254238,-0.0077074852473399
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust,5,302,302,0,0,0.0,0,0,0.0070910419017161,-0.0074297553794509
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust,6,302,302,0,0,0.0,0,0,0.0088358671074615,-0.0095129374159999
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust,7,302,302,0,0,0.0,0,0,0.0089824154229924,-0.004565179982805
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust,8,302,302,0,0,0.0,0,0,0.0063664280400984,-0.0066209843632857
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust,9,302,302,0,0,0.0,0,0,0.0059612813017585,-0.0089977190536421
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,dorothea_ab,0,591,591,0,0,0.0,0,0,0.0050964370287294,-0.0035272718435734
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,dorothea_ab,1,591,591,0,0,0.0,0,0,0.0084682469624383,-0.0047884430958162
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,dorothea_ab,2,591,591,0,0,0.0,0,0,0.0061667126349315,-0.0038278155911433
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,dorothea_ab,3,591,591,0,0,0.0,0,0,0.007420556231094,-0.0046780793462631
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,dorothea_ab,4,591,591,0,0,0.0,0,0,0.0065077453416799,-0.0046003250393621
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,dorothea_ab,5,591,591,0,0,0.0,0,0,0.0029418408249596,-0.0048321706167142
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,dorothea_ab,6,591,591,0,0,0.0,0,0,0.00901672494172,-0.0045532432238251
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,dorothea_ab,7,591,591,0,0,0.0,0,0,0.006990062387522,-0.0040130440436654
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,dorothea_ab,8,591,591,0,0,0.0,0,0,0.0067809161690006,-0.004694265802208
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,dorothea_ab,9,591,591,0,0,0.0,0,0,0.0074115110138128,-0.0036055508559232
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_intersection,0,141,141,0,0,0.0,0,0,0.0063501092002672,-0.0083614438063001
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_intersection,1,141,141,0,0,0.0,0,0,0.0125595625804459,-0.0052948582995436
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_intersection,2,141,141,0,0,0.0,0,0,0.0109783012496835,-0.0072318043389848
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_intersection,3,141,141,0,0,0.0,0,0,0.0097871414100711,-0.0083460777199983
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_intersection,4,141,141,0,0,0.0,0,0,0.0107014661012979,-0.0046082757603842
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_intersection,5,141,141,0,0,0.0,0,0,0.0095222883013708,-0.0070193462334826
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_intersection,6,141,141,0,0,0.0,0,0,0.0099317143784587,-0.0056525888454698
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_intersection,7,141,141,0,0,0.0,0,0,0.0108303078874032,-0.00549698845977
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_intersection,8,141,141,0,0,0.0,0,0,0.0083331987778086,-0.0059360822322421
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_intersection,9,141,141,0,0,0.0,0,0,0.0086865376439536,-0.0070243955778191
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_union,0,752,752,0,0,0.0,0,0,0.0066869763474688,-0.0039875305947524
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_union,1,752,752,0,0,0.0,0,0,0.0072170092432377,-0.0044316829373578
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_union,2,752,752,0,0,0.0,0,0,0.0055930903515504,-0.0045292274938062
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_union,3,752,752,0,0,0.0,0,0,0.0063618734071914,-0.0046887841407982
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_union,4,752,752,0,0,0.0,0,0,0.0057050579196809,-0.0050521215292158
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_union,5,752,752,0,0,0.0,0,0,0.0048779899716538,-0.00488422145495
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_union,6,752,752,0,0,0.0,0,0,0.00680728222988,-0.0054198041277143
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_union,7,752,752,0,0,0.0,0,0,0.0044423661107403,-0.0048429210117981
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_union,8,752,752,0,0,0.0,0,0,0.0052383916887013,-0.0037794705309962
adult_celltype__loop_of_henle,ZJU_HCL_adult_celltype,Loop of Henle,trrust_dorothea_union,9,752,752,0,0,0.0,0,0,0.0048944035441084,-0.0040834119729677
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust,0,393,393,0,0,0.0,0,0,0.012296765716062,0.0001399362358053
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust,1,393,393,0,0,0.0,0,0,0.0098005004035829,-0.0002212865285412
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust,2,393,393,0,0,0.0,0,0,0.0089006226860484,-0.0026608389967013
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust,3,393,393,0,0,0.0,0,0,0.0086799847672816,-0.0040236245651389
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust,4,393,393,0,0,0.0,0,0,0.0097240055826626,-0.0014424046398758
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust,5,393,393,0,0,0.0,0,0,0.007687772524426,-0.0038058209610023
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust,6,393,393,0,0,0.0,0,0,0.0095395707847483,-0.0031600449122828
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust,7,393,393,0,0,0.0,0,0,0.0080948211721641,-0.0010831931516238
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust,8,393,393,0,0,0.0,0,0,0.0093360481894245,-0.0021959599201516
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust,9,393,393,0,0,0.0,0,0,0.0077241037122159,-0.0037619749996316
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,dorothea_ab,0,592,592,0,0,0.0,0,0,0.0052571476130027,-2.6122973965737303e-05
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,dorothea_ab,1,592,592,0,0,0.0,0,0,0.0039606872863814,-2.7701984635787087e-05
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,dorothea_ab,2,592,592,0,0,0.0,0,0,0.0051686033642536,-0.0002477768710063
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,dorothea_ab,3,592,592,0,0,0.0,0,0,0.0046107680673664,-0.0016130190048824
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,dorothea_ab,4,592,592,0,0,0.0,0,0,0.0062379129521285,-0.0017282437055295
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,dorothea_ab,5,592,592,0,0,0.0,0,0,0.0061982276621333,0.0008300478960972
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,dorothea_ab,6,592,592,0,0,0.0,0,0,0.0070482019695324,-0.0017567598088082
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,dorothea_ab,7,592,592,0,0,0.0,0,0,0.0063056995105647,-0.0007722086039544
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,dorothea_ab,8,592,592,0,0,0.0,0,0,0.0059782497266601,-0.0010051319675862
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,dorothea_ab,9,592,592,0,0,0.0,0,0,0.0059845781393119,-0.0003459642839833
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_intersection,0,192,192,0,0,0.0,0,0,0.0092024362329545,-0.0021783492910387
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_intersection,1,192,192,0,0,0.0,0,0,0.0092522606663013,-0.0046648069456316
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_intersection,2,192,192,0,0,0.0,0,0,0.008062769465974,-0.00124660821163
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_intersection,3,192,192,0,0,0.0,0,0,0.0100445462176938,-0.0022197440754418
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_intersection,4,192,192,0,0,0.0,0,0,0.0091817738008331,-0.0018747594104
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_intersection,5,192,192,0,0,0.0,0,0,0.0079707141838244,-0.0037695164517074
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_intersection,6,192,192,0,0,0.0,0,0,0.0082027417324967,-0.0016749680675512
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_intersection,7,192,192,0,0,0.0,0,0,0.0061772824472521,-0.0035897030830348
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_intersection,8,192,192,0,0,0.0,0,0,0.0077257454482144,0.0005890310169913
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_intersection,9,192,192,0,0,0.0,0,0,0.0070012516987938,-0.0063001457863595
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_union,0,793,793,0,0,0.0,0,0,0.0060560454202795,-0.0010480586468046
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_union,1,793,793,0,0,0.0,0,0,0.00515630678454,-0.000942340132624
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_union,2,793,793,0,0,0.0,0,0,0.0067869892760573,0.0009074232389997
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_union,3,793,793,0,0,0.0,0,0,0.0057814105193162,-0.0021715544286791
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_union,4,793,793,0,0,0.0,0,0,0.0062284642175941,-0.0009098433592017
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_union,5,793,793,0,0,0.0,0,0,0.0049760031091111,-0.0016236733169588
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_union,6,793,793,0,0,0.0,0,0,0.0062591754652614,-6.89162210049114e-05
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_union,7,793,793,0,0,0.0,0,0,0.0064642081370054,-0.0021681789918594
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_union,8,793,793,0,0,0.0,0,0,0.0065637752147775,-0.00197937221648
adult_celltype__smooth_muscle_cell,ZJU_HCL_adult_celltype,Smooth muscle cell,trrust_dorothea_union,9,793,793,0,0,0.0,0,0,0.0064228588566777,-0.0003277455523495
