analysis_group,dataset,condition,edge_set,metric,top_level,collection,pathway,repeats_tested,repeats_with_overlap,repeats_fdr_lt_0_05,median_selected_targets,median_overlap_genes,median_fold_enrichment,best_bh_fdr
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Adipogenesis,10,10,0,51.5,1.0,0.9833333333333333,0.8326641604427625
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Allograft Rejection,10,10,9,51.5,9.5,2.577942227140916,0.004521541279013466
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Androgen Response,10,0,0,51.5,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Angiogenesis,10,0,0,51.5,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Apical Junction,10,10,0,51.5,1.0,1.074786324786325,0.7059832696695453
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Apical Surface,10,10,0,51.5,1.0,1.9346153846153846,0.6322416177064506
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Apoptosis,10,10,1,51.5,9.0,2.144051429202075,0.034519027939200746
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Bile Acid Metabolism,10,10,0,51.5,1.0,4.812500000000001,0.4294391541259847
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Cholesterol Homeostasis,10,10,0,51.5,3.0,2.901923076923077,0.2216434690153795
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Coagulation,10,10,0,51.5,1.0,2.0378389653733833,0.572638217817966
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Complement,10,10,10,51.5,10.0,3.177431518513113,0.003062006740585039
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Dna Repair,10,0,0,51.5,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,E2F Targets,10,10,0,51.5,2.0,1.2773692810457518,0.6334799318801282
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Epithelial Mesenchymal Transition,10,10,0,51.5,3.0,2.5150786713286717,0.3113374465236753
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Estrogen Response Early,10,10,0,51.5,3.0,3.559561965811966,0.1979644754736896
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Estrogen Response Late,10,10,0,51.5,3.0,2.347143665158371,0.2699822991625324
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Fatty Acid Metabolism,10,10,0,51.5,1.0,1.6169871794871797,0.6334799318801282
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,G2M Checkpoint,10,10,0,51.5,2.0,1.280065359477124,0.6415501179425267
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Glycolysis,10,10,0,51.5,2.0,1.2291666666666665,0.6415501179425267
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Hedgehog Signaling,10,0,0,51.5,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Heme Metabolism,10,10,0,51.5,2.0,1.6815268065268065,0.4675464027949557
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Hypoxia,10,10,0,51.5,5.0,1.7547740249946133,0.31701227715213487
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Il2 Stat5 Signaling,10,10,0,51.5,4.5,1.7273351648351647,0.2699822991625324
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Il6 Jak Stat3 Signaling,10,10,7,51.5,5.0,3.9345305429864252,0.020922404500717952
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Inflammatory Response,10,10,10,51.5,9.0,3.5775908119658117,0.001986108603982866
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Interferon Alpha Response,10,10,10,51.5,6.0,3.880769230769231,0.014839114741168
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Interferon Gamma Response,10,10,10,51.5,12.5,3.128125,0.00025507831740881944
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Kras Signaling Dn,10,0,0,51.5,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Kras Signaling Up,10,10,0,51.5,3.5,2.132233133296963,0.13410910925504152
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Mitotic Spindle,10,0,0,51.5,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Mtorc1 Signaling,10,10,0,51.5,4.0,1.7484455016424327,0.2715492485023033
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Myc Targets V1,10,10,0,51.5,2.0,0.7213703145075694,0.905412587946291
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Myc Targets V2,10,10,0,51.5,1.0,1.6230832076420312,0.6334799318801282
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Myogenesis,10,10,0,51.5,1.0,1.0950645215351098,0.7836173660713454
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Notch Signaling,10,0,0,51.5,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Oxidative Phosphorylation,10,10,0,51.5,1.0,0.8992869875222818,0.8326641604427625
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,P53 Pathway,10,10,0,51.5,4.0,1.314072224822732,0.556389427762652
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Pancreas Beta Cells,10,0,0,51.5,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Peroxisome,10,10,0,51.5,1.0,2.458333333333333,0.2567379634951
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Pi3K Akt Mtor Signaling,10,10,0,51.5,3.0,2.5030451574569224,0.28476453167983995
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Protein Secretion,10,0,0,51.5,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Reactive Oxygen Species Pathway,10,10,0,51.5,2.0,2.7908317173023054,0.2567379634951
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Spermatogenesis,10,0,0,51.5,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Tgf Beta Signaling,10,10,0,51.5,3.0,1.9710927960927962,0.4003568354606246
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Tnfa Signaling Via Nfkb,10,10,10,51.5,16.0,3.3734239558707646,2.9738901452907474e-05
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Unfolded Protein Response,10,0,0,51.5,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Uv Response Dn,10,10,0,51.5,3.0,1.8046875000000002,0.4414127020357709
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Uv Response Up,10,10,0,51.5,5.0,2.425480769230769,0.085619136423895
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Wnt Beta Catenin Signaling,10,10,0,51.5,2.0,3.022543059777102,0.3590743198884103
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_100,Hallmark,Xenobiotic Metabolism,10,10,0,51.5,1.5,1.790298572804483,0.42050483867802835
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Adipogenesis,10,10,0,177.0,3.0,0.8623395708827275,0.7596270019475166
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Allograft Rejection,10,10,10,177.0,26.0,1.97646888637076,2.4749163211383235e-06
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Androgen Response,10,10,0,177.0,3.0,1.0740304194787997,0.21209307407354436
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Angiogenesis,10,10,0,177.0,1.0,0.9472693032015066,0.8048334364598572
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Apical Junction,10,10,0,177.0,2.0,0.6277463904582549,0.7749394982600161
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Apical Surface,10,10,2,177.0,4.0,2.2734463276836157,0.04628327702697219
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Apoptosis,10,10,10,177.0,31.0,2.173376154257281,3.511803535484284e-08
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Bile Acid Metabolism,10,10,0,177.0,2.0,2.7720866703917553,0.21061855000973587
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Cholesterol Homeostasis,10,10,0,177.0,6.0,1.7050847457627119,0.13317079803049678
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Coagulation,10,10,0,177.0,2.0,1.1401129943502823,0.4220998270320798
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Complement,10,10,10,177.0,21.0,1.9420762164093515,0.00011695963079635786
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Dna Repair,10,10,0,177.0,4.0,1.084359550432839,0.33495925365238044
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,E2F Targets,10,10,9,177.0,11.0,2.0246939736346516,0.005560643667278663
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Epithelial Mesenchymal Transition,10,10,0,177.0,6.0,1.5212922670549789,0.17259646444846208
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Estrogen Response Early,10,10,0,177.0,4.0,1.3159715827313594,0.4171367119709724
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Estrogen Response Late,10,10,0,177.0,6.0,1.3107223237892682,0.18505111863177748
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Fatty Acid Metabolism,10,10,0,177.0,4.0,1.8932655788067208,0.11246462945794383
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,G2M Checkpoint,10,10,10,177.0,11.0,2.0230639648171733,0.001621495727191965
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Glycolysis,10,10,0,177.0,9.0,1.5974428321181708,0.09789433622303247
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Hedgehog Signaling,10,10,0,177.0,2.0,2.78712628153969,0.22030593898193082
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Heme Metabolism,10,10,1,177.0,7.0,1.59938214054775,0.03676815685085986
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Hypoxia,10,10,10,177.0,22.0,2.2313487178793494,6.991996431852764e-07
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Il2 Stat5 Signaling,10,10,10,177.0,16.0,1.7493487164919794,0.0029158359030259343
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Il6 Jak Stat3 Signaling,10,10,7,177.0,9.0,2.0534107437580547,0.018194905301263047
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Inflammatory Response,10,10,10,177.0,18.0,2.13135593220339,6.373285056244503e-05
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Interferon Alpha Response,10,10,9,177.0,11.0,2.018867702448211,0.005879409766860607
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Interferon Gamma Response,10,10,10,177.0,31.0,2.2242918931192595,3.6130804589270844e-09
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Kras Signaling Dn,10,10,0,177.0,1.0,1.4199491841050407,0.690959535897874
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Kras Signaling Up,10,10,0,177.0,9.0,1.5218174460136076,0.10127620647506572
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Mitotic Spindle,10,10,0,177.0,3.0,1.1953010669717692,0.4756894716382261
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Mtorc1 Signaling,10,10,3,177.0,13.0,1.5966592974699094,0.01751845706406941
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Myc Targets V1,10,10,0,177.0,14.0,1.4735300272023437,0.05308561669128854
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Myc Targets V2,10,10,0,177.0,3.0,1.432995330002286,0.3544466011405971
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Myogenesis,10,10,0,177.0,3.0,0.9503887468568843,0.5485756814507841
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Notch Signaling,10,10,0,177.0,1.0,2.8398983682100813,0.4756894716382261
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Oxidative Phosphorylation,10,10,0,177.0,1.0,0.25919693096096846,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,P53 Pathway,10,10,10,177.0,18.0,1.6915581788170917,0.001621495727191965
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Pancreas Beta Cells,10,0,0,177.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Peroxisome,10,10,0,177.0,2.0,1.415957880861214,0.574677168277764
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Pi3K Akt Mtor Signaling,10,10,0,177.0,6.0,1.4687970988549024,0.17259646444846208
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Protein Secretion,10,10,0,177.0,1.0,0.5679796736420162,0.8964186833926009
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Reactive Oxygen Species Pathway,10,10,0,177.0,5.0,1.7969240426867543,0.06577188489223275
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Spermatogenesis,10,0,0,177.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Tgf Beta Signaling,10,10,1,177.0,9.0,1.7601694915254238,0.03098801994703784
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Tnfa Signaling Via Nfkb,10,10,10,177.0,31.0,1.8953532526759727,4.651590196955436e-06
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Unfolded Protein Response,10,10,0,177.0,3.0,1.4199491841050405,0.2239142884936654
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Uv Response Dn,10,10,10,177.0,11.0,1.9537429378531077,0.004983060543188706
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Uv Response Up,10,10,10,177.0,14.0,1.9836777121818066,0.0035513851260423166
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Wnt Beta Catenin Signaling,10,10,1,177.0,5.0,2.0531894544826845,0.01129775875420294
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_500,Hallmark,Xenobiotic Metabolism,10,10,0,177.0,5.0,1.5834902699309479,0.11246462945794383
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Adipogenesis,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Allograft Rejection,10,10,0,20.0,5.0,3.3275294525294523,0.13285167310936166
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Androgen Response,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Angiogenesis,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Apical Junction,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Apical Surface,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Apoptosis,10,10,0,20.0,2.0,1.223170731707317,0.8503141923590671
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Bile Acid Metabolism,10,9,0,20.0,1.0,11.976190476190476,0.4383954443347836
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Cholesterol Homeostasis,10,10,0,20.0,1.0,2.395238095238095,0.8009815646808338
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Coagulation,10,10,0,20.0,1.0,5.055,0.5257998035901947
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Complement,10,10,10,20.0,7.0,5.8625,0.00020374488239507035
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Dna Repair,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,E2F Targets,10,10,0,20.0,2.0,3.331140350877193,0.523941497253649
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Epithelial Mesenchymal Transition,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Estrogen Response Early,10,10,0,20.0,1.0,2.825883838383839,0.74151810950949
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Estrogen Response Late,10,10,0,20.0,1.0,1.9442307692307694,0.8009815646808338
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Fatty Acid Metabolism,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,G2M Checkpoint,10,10,0,20.0,1.0,1.6122362012987015,0.8503141923590671
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Glycolysis,10,10,0,20.0,1.0,1.5671875000000002,0.8503141923590671
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Hedgehog Signaling,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Heme Metabolism,10,10,0,20.0,2.0,4.277149485283457,0.36829808110055584
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Hypoxia,10,10,0,20.0,1.0,0.9193121693121694,0.8175958162053192
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Il2 Stat5 Signaling,10,10,0,20.0,3.0,2.757936507936508,0.36829808110055584
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Il6 Jak Stat3 Signaling,10,10,0,20.0,1.0,1.9595543345543347,0.8443469379421511
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Inflammatory Response,10,10,7,20.0,5.0,5.099206349206349,0.02510537620423401
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Interferon Alpha Response,10,10,0,20.0,3.0,4.715625,0.174700484015604
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Interferon Gamma Response,10,10,0,20.0,5.0,3.0979090354090353,0.16586702650930818
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Kras Signaling Dn,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Kras Signaling Up,10,10,0,20.0,1.0,1.4794117647058824,0.8503141923590671
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Mitotic Spindle,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Mtorc1 Signaling,10,10,0,20.0,2.0,2.1691793713532843,0.45689438006933436
