analysis_group,dataset,condition,edge_set,metric,top_level,collection,pathway,repeats_tested,repeats_with_overlap,repeats_fdr_lt_0_05,median_selected_targets,median_overlap_genes,median_fold_enrichment,best_bh_fdr
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,coexpression_probability,top_5pct,Hallmark,Unfolded Protein Response,10,10,0,47.0,1.0,1.6920656028368795,0.8228958850007246
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,coexpression_probability,top_5pct,Hallmark,Uv Response Dn,10,0,0,47.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,coexpression_probability,top_5pct,Hallmark,Uv Response Up,10,10,2,47.0,5.0,3.8642052565707132,0.03695319400695473
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,coexpression_probability,top_5pct,Hallmark,Wnt Beta Catenin Signaling,10,0,0,47.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,coexpression_probability,top_5pct,Hallmark,Xenobiotic Metabolism,10,10,0,47.0,1.0,0.9075568598679383,0.9431264033751141
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Adipogenesis,10,10,0,38.0,1.0,1.1169896411831894,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Allograft Rejection,10,10,8,38.0,8.0,3.83734247590808,0.0029014113391076413
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Androgen Response,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Angiogenesis,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Apical Junction,10,4,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Apical Surface,10,10,0,38.0,1.0,4.394642857142857,0.8502145085648073
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Apoptosis,10,10,0,38.0,2.0,0.9481009615384616,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Bile Acid Metabolism,10,10,0,38.0,1.0,2.963228438228438,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Cholesterol Homeostasis,10,10,0,38.0,2.0,4.10109649122807,0.33674367170038505
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Coagulation,10,10,0,38.0,2.0,5.1057130004498426,0.20206802696920256
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Complement,10,10,10,38.0,9.0,5.327928607340372,0.0003116500768295372
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Dna Repair,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,E2F Targets,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Epithelial Mesenchymal Transition,10,10,0,38.0,1.0,1.5090729665071771,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Estrogen Response Early,10,10,0,38.0,1.0,1.319861111111111,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Estrogen Response Late,10,10,0,38.0,1.0,1.6045335695006748,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Fatty Acid Metabolism,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,G2M Checkpoint,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Glycolysis,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Hedgehog Signaling,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Heme Metabolism,10,10,0,38.0,1.0,1.3238340765514676,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Hypoxia,10,10,0,38.0,1.0,0.6516707885233366,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Il2 Stat5 Signaling,10,10,0,38.0,2.0,1.4362946373024759,0.8595667377649435
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Il6 Jak Stat3 Signaling,10,10,10,38.0,6.0,7.196393762183236,0.0013231388842015555
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Inflammatory Response,10,10,6,38.0,6.0,3.692864734299517,0.01981608561328137
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Interferon Alpha Response,10,10,0,38.0,4.0,4.043480603448276,0.06432269943929601
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Interferon Gamma Response,10,10,6,38.0,8.0,3.549618176923147,0.0036641944603621264
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Kras Signaling Dn,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Kras Signaling Up,10,10,0,38.0,4.0,4.46362118086256,0.06432269943929601
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Mitotic Spindle,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Mtorc1 Signaling,10,10,0,38.0,1.0,0.7520296359368255,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Myc Targets V1,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Myc Targets V2,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Myogenesis,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Notch Signaling,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Oxidative Phosphorylation,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,P53 Pathway,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Pancreas Beta Cells,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Peroxisome,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Pi3K Akt Mtor Signaling,10,10,0,38.0,2.0,3.118259664312296,0.5747163713174893
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Protein Secretion,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Reactive Oxygen Species Pathway,10,10,0,38.0,1.0,2.3605769230769234,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Spermatogenesis,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Tgf Beta Signaling,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Tnfa Signaling Via Nfkb,10,10,0,38.0,3.0,1.3473705242966751,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Unfolded Protein Response,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Uv Response Dn,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Uv Response Up,10,6,0,38.0,1.0,0.8518188854489164,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Wnt Beta Catenin Signaling,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_100,Hallmark,Xenobiotic Metabolism,10,0,0,38.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Adipogenesis,10,10,0,157.5,5.0,1.3206546889887028,0.3338266351467491
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Allograft Rejection,10,10,10,157.5,28.0,3.1854859471646835,9.834966092769567e-09
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Androgen Response,10,10,0,157.5,1.0,0.5311827956989248,0.9077576809959848
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Angiogenesis,10,10,0,157.5,2.0,3.916972889106647,0.16231146812005248
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Apical Junction,10,10,0,157.5,2.0,0.9578865468521496,0.39799454046898064
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Apical Surface,10,10,0,157.5,3.0,3.2803349600709852,0.12000951429921324
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Apoptosis,10,10,10,157.5,24.0,2.9633743379762487,4.736003110921336e-08
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Bile Acid Metabolism,10,10,0,157.5,4.0,2.8562533429240675,0.0856608259268761
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Cholesterol Homeostasis,10,10,0,157.5,4.0,1.9941993078496147,0.1756948078293052
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Coagulation,10,10,0,157.5,3.0,1.809312931066973,0.18301697589165736
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Complement,10,10,10,157.5,22.0,3.4046685602712334,3.893446061964688e-08
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Dna Repair,10,10,0,157.5,1.0,0.39518403639371386,0.9635275991859322
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,E2F Targets,10,10,0,157.5,5.0,1.350680306588499,0.3640806140449564
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Epithelial Mesenchymal Transition,10,10,0,157.5,5.0,1.81536272866918,0.1835454431201802
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Estrogen Response Early,10,10,0,157.5,6.0,1.9069314516129032,0.12000951429921324
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Estrogen Response Late,10,10,0,157.5,6.0,2.288987539534352,0.08046051740287018
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Fatty Acid Metabolism,10,10,0,157.5,4.5,1.4246302119729792,0.2646458979303796
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,G2M Checkpoint,10,10,0,157.5,7.0,1.9063739874570926,0.12000951429921324
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Glycolysis,10,10,0,157.5,6.0,1.4974975068316738,0.22453399865547688
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Hedgehog Signaling,10,10,0,157.5,2.0,2.179988132889859,0.32713185829018127
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Heme Metabolism,10,10,0,157.5,6.0,1.9587095863903896,0.05895260545008001
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Hypoxia,10,10,0,157.5,11.0,1.7563629038212738,0.0856608259268761
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Il2 Stat5 Signaling,10,10,1,157.5,12.0,1.8841559532648198,0.042682814833620464
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Il6 Jak Stat3 Signaling,10,10,10,157.5,16.0,4.923522012578617,1.284237133262748e-08
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Inflammatory Response,10,10,10,157.5,21.0,3.4725515080094795,1.5800411723466753e-08
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Interferon Alpha Response,10,10,8,157.5,9.0,2.4409814323607426,0.023632601599390367
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Interferon Gamma Response,10,10,10,157.5,28.0,2.9324200987353755,8.50725742710801e-08
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Kras Signaling Dn,10,10,0,157.5,1.0,1.1290972468391822,0.22262991980782584
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Kras Signaling Up,10,10,8,157.5,10.0,2.4279032258064515,0.007642445929245729
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Mitotic Spindle,10,10,0,157.5,1.0,0.3914672484090995,0.9418160216572613
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Mtorc1 Signaling,10,10,1,157.5,10.0,1.8164843933696586,0.03931397175755793
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Myc Targets V1,10,10,0,157.5,6.0,1.1166286543645034,0.5064700102342903
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Myc Targets V2,10,10,0,157.5,1.0,0.7840356034623551,0.7500584307853192
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Myogenesis,10,10,0,157.5,2.0,1.0328098007411217,0.42799024894177196
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Notch Signaling,10,10,0,157.5,1.0,1.2184850352715568,0.6019904813911882
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Oxidative Phosphorylation,10,10,0,157.5,3.0,0.7799479239428786,0.7375963514902132
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,P53 Pathway,10,10,2,157.5,11.0,1.8989180664959333,0.01830597619349636
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Pancreas Beta Cells,10,0,0,157.5,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Peroxisome,10,10,0,157.5,5.0,2.001676570458404,0.12285451823136341
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Pi3K Akt Mtor Signaling,10,10,0,157.5,6.0,2.2121152020702857,0.07408546910957362
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Protein Secretion,10,10,0,157.5,2.0,1.038225806451613,0.5952619333065345
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Reactive Oxygen Species Pathway,10,10,1,157.5,5.0,2.8227431170979553,0.048879192811484305
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Spermatogenesis,10,0,0,157.5,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Tgf Beta Signaling,10,10,0,157.5,5.0,1.7965087060179084,0.17227790097782955
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Tnfa Signaling Via Nfkb,10,10,10,157.5,17.0,1.9882888181989204,0.0016337684279747208
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Unfolded Protein Response,10,10,0,157.5,3.0,1.5239583333333333,0.32713185829018127
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Uv Response Dn,10,10,0,157.5,6.0,1.8620904752815424,0.12763898813951854
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Uv Response Up,10,10,9,157.5,10.0,2.3136109360979056,0.0024497066316027747
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Wnt Beta Catenin Signaling,10,10,0,157.5,4.0,2.90170105967652,0.0856608259268761
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_500,Hallmark,Xenobiotic Metabolism,10,10,0,157.5,5.0,1.3628574646935414,0.32702463858442776
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Adipogenesis,10,10,0,41.0,1.0,1.0081300813008132,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Allograft Rejection,10,10,10,41.0,9.0,3.983470876307191,0.0011217436394116926
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Androgen Response,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Angiogenesis,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Apical Junction,10,10,0,41.0,1.0,1.8225430416068868,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Apical Surface,10,10,0,41.0,1.0,4.1263249485840845,0.8273529744939366
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Apoptosis,10,10,0,41.0,2.0,0.9760618435677444,0.7584005346343141
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Bile Acid Metabolism,10,10,0,41.0,1.0,2.7354978354978354,0.9601257397221383
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Cholesterol Homeostasis,10,10,0,41.0,2.0,3.808021365097372,0.4062766835698033
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Coagulation,10,10,0,41.0,2.0,4.6041275797373356,0.23125525979651698
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Complement,10,10,10,41.0,9.0,5.4330129124820665,0.00029602468232031064
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Dna Repair,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,E2F Targets,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Epithelial Mesenchymal Transition,10,10,0,41.0,1.0,1.38008004384311,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Estrogen Response Early,10,10,0,41.0,1.0,1.22115873015873,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Estrogen Response Late,10,10,0,41.0,1.0,1.4668037436188315,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Fatty Acid Metabolism,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,G2M Checkpoint,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Glycolysis,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Hedgehog Signaling,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Heme Metabolism,10,10,0,41.0,1.0,1.2319211725809298,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Hypoxia,10,10,0,41.0,1.0,0.595916471118064,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Il2 Stat5 Signaling,10,10,0,41.0,3.0,1.794602240499149,0.8273529744939366
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Il6 Jak Stat3 Signaling,10,10,10,41.0,6.0,7.4608884267137245,0.00029602468232031064
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Inflammatory Response,10,10,10,41.0,6.0,3.9468363379285964,0.007222514416523865
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Interferon Alpha Response,10,10,2,41.0,4.0,4.210718433714949,0.022163740533320417
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Interferon Gamma Response,10,10,10,41.0,9.0,3.6873543297876132,0.002097867335635732
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Kras Signaling Dn,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Kras Signaling Up,10,10,9,41.0,5.0,4.892229154849687,0.01537201028299085
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Mitotic Spindle,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Mtorc1 Signaling,10,10,0,41.0,1.0,0.6755851194875585,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Myc Targets V1,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Myc Targets V2,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Myogenesis,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Notch Signaling,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Oxidative Phosphorylation,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,P53 Pathway,10,2,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Pancreas Beta Cells,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Peroxisome,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Pi3K Akt Mtor Signaling,10,10,0,41.0,2.0,2.74390243902439,0.6523539314014937
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Protein Secretion,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Reactive Oxygen Species Pathway,10,10,0,41.0,1.0,2.1559233449477357,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Spermatogenesis,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Tgf Beta Signaling,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Tnfa Signaling Via Nfkb,10,10,0,41.0,3.0,1.360310421286031,0.8273529744939366
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Unfolded Protein Response,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Uv Response Dn,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Uv Response Up,10,10,0,41.0,1.0,0.9026129298726142,0.9601257397221383
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Wnt Beta Catenin Signaling,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,mutual_information,top_5pct,Hallmark,Xenobiotic Metabolism,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,pearson,top_100,Hallmark,Adipogenesis,10,10,0,41.0,1.0,0.9984404848058104,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,pearson,top_100,Hallmark,Allograft Rejection,10,10,10,41.0,9.0,4.0780299757443395,0.0015394509441922785
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,pearson,top_100,Hallmark,Androgen Response,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,pearson,top_100,Hallmark,Angiogenesis,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,pearson,top_100,Hallmark,Apical Junction,10,10,0,41.0,1.0,1.8225430416068868,1.0
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,pearson,top_100,Hallmark,Apical Surface,10,10,0,41.0,1.0,4.150134472393608,0.9494154768642432
Original dataset contexts,PBMC10k,all,trrust_dorothea_intersection,pearson,top_100,Hallmark,Apoptosis,10,10,0,41.0,2.0,0.9426296941540844,1.0
