result_source,dataset,condition,edge_set,metric,top_level,repeats,mean_actual_top_n,mean_curated_positive_fraction,sd_curated_positive_fraction,mean_delta_vs_0_5,repeats_above_0_5,trrust_union_known_fraction_mean,analysis_group,source_group,ci95_curated_positive_fraction,min_curated_positive_fraction,max_curated_positive_fraction,complete_threshold_repeats,mean_total_pairs_ranked,mean_positive_pairs_in_evaluation,mean_negative_pairs_in_evaluation,all_repeats_above_0_5,context_level,context_label,fixed_top100_valid,strict_top500_valid
,ZJU_HCL_adult_celltype,AT2 cell,trrust_dorothea_union,codetection_odds_ratio,top_500,10,500.0,0.5706,0.0079470469707655,0.0705999999999999,10.0,,Adult cell types,hcl_adult_celltype,0.0049256307435923,0.562,0.586,10.0,1436.0,718.0,718.0,True,Adult cell types,AT2 cell,True,True
,ZJU_HCL_adult_celltype,AT2 cell,trrust_dorothea_union,codetection_odds_ratio,top_5pct,10,72.0,0.7208333333333333,0.0317053586449332,0.2208333333333333,10.0,,Adult cell types,hcl_adult_celltype,0.0196511848806977,0.6527777777777778,0.75,10.0,1436.0,718.0,718.0,True,Adult cell types,AT2 cell,True,True
,ZJU_HCL_adult_celltype,AT2 cell,trrust_dorothea_union,coexpression_probability,top_100,10,100.0,0.508,0.0042163702135578,0.008,8.0,,Adult cell types,hcl_adult_celltype,0.0026133333333333,0.5,0.51,10.0,1436.0,718.0,718.0,False,Adult cell types,AT2 cell,True,True
,ZJU_HCL_adult_celltype,AT2 cell,trrust_dorothea_union,coexpression_probability,top_500,10,500.0,0.511,0.0041365578819969,0.011,10.0,,Adult cell types,hcl_adult_celltype,0.0025638651377255,0.506,0.518,10.0,1436.0,718.0,718.0,True,Adult cell types,AT2 cell,True,True
,ZJU_HCL_adult_celltype,AT2 cell,trrust_dorothea_union,coexpression_probability,top_5pct,10,72.0,0.5083333333333333,0.0097111930386125,0.0083333333333333,5.0,,Adult cell types,hcl_adult_celltype,0.006019059804719,0.5,0.5277777777777778,10.0,1436.0,718.0,718.0,False,Adult cell types,AT2 cell,True,True
,ZJU_HCL_adult_celltype,AT2 cell,trrust_dorothea_union,mutual_information,top_100,10,100.0,0.633,0.0194650684275419,0.133,10.0,,Adult cell types,hcl_adult_celltype,0.0120645744042446,0.61,0.67,10.0,1436.0,718.0,718.0,True,Adult cell types,AT2 cell,True,True
,ZJU_HCL_adult_celltype,AT2 cell,trrust_dorothea_union,mutual_information,top_500,10,500.0,0.5562,0.0113313723793722,0.0562,10.0,,Adult cell types,hcl_adult_celltype,0.0070232573639301,0.534,0.574,10.0,1436.0,718.0,718.0,True,Adult cell types,AT2 cell,True,True
,ZJU_HCL_adult_celltype,AT2 cell,trrust_dorothea_union,mutual_information,top_5pct,10,72.0,0.6472222222222223,0.0228686833985712,0.1472222222222222,10.0,,Adult cell types,hcl_adult_celltype,0.014174156819238,0.625,0.6944444444444444,10.0,1436.0,718.0,718.0,True,Adult cell types,AT2 cell,True,True
,ZJU_HCL_adult_celltype,AT2 cell,trrust_dorothea_union,pearson,top_100,10,100.0,0.6759999999999999,0.0164654520469712,0.176,10.0,,Adult cell types,hcl_adult_celltype,0.0102053929098513,0.66,0.71,10.0,1436.0,718.0,718.0,True,Adult cell types,AT2 cell,True,True
,ZJU_HCL_adult_celltype,AT2 cell,trrust_dorothea_union,pearson,top_500,10,500.0,0.5728,0.0061246315081897,0.0727999999999999,10.0,,Adult cell types,hcl_adult_celltype,0.0037960859374419,0.564,0.586,10.0,1436.0,718.0,718.0,True,Adult cell types,AT2 cell,True,True
,ZJU_HCL_adult_celltype,AT2 cell,trrust_dorothea_union,pearson,top_5pct,10,72.0,0.6625,0.0285764803000203,0.1624999999999999,10.0,,Adult cell types,hcl_adult_celltype,0.0177118859907632,0.625,0.7222222222222222,10.0,1436.0,718.0,718.0,True,Adult cell types,AT2 cell,True,True
,ZJU_HCL_adult_celltype,AT2 cell,trrust_dorothea_union,spearman,top_100,10,100.0,0.664,0.0164654520469712,0.164,10.0,,Adult cell types,hcl_adult_celltype,0.0102053929098513,0.65,0.7,10.0,1436.0,718.0,718.0,True,Adult cell types,AT2 cell,True,True
,ZJU_HCL_adult_celltype,AT2 cell,trrust_dorothea_union,spearman,top_500,10,500.0,0.5616,0.0069793345750945,0.0616,10.0,,Adult cell types,hcl_adult_celltype,0.0043258363866938,0.55,0.572,10.0,1436.0,718.0,718.0,True,Adult cell types,AT2 cell,True,True
,ZJU_HCL_adult_celltype,AT2 cell,trrust_dorothea_union,spearman,top_5pct,10,72.0,0.673611111111111,0.0328997000082219,0.1736111111111111,10.0,,Adult cell types,hcl_adult_celltype,0.0203914453269993,0.625,0.7222222222222222,10.0,1436.0,718.0,718.0,True,Adult cell types,AT2 cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,codetection_odds_ratio,top_100,10,100.0,0.599,0.0338132124077753,0.099,10.0,,Adult cell types,hcl_adult_celltype,0.0209576461782647,0.56,0.64,10.0,1574.0,787.0,787.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,codetection_odds_ratio,top_500,10,500.0,0.5438000000000001,0.0127349039171003,0.0438,10.0,,Adult cell types,hcl_adult_celltype,0.0078931752236416,0.526,0.568,10.0,1574.0,787.0,787.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,codetection_odds_ratio,top_5pct,10,79.0,0.6278481012658228,0.0354028303179798,0.1278481012658227,10.0,,Adult cell types,hcl_adult_celltype,0.0219429015665707,0.5822784810126582,0.6835443037974683,10.0,1574.0,787.0,787.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,coexpression_probability,top_100,10,100.0,0.513,0.0048304589153964,0.013,10.0,,Adult cell types,hcl_adult_celltype,0.0029939494540378,0.51,0.52,10.0,1574.0,787.0,787.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,coexpression_probability,top_500,10,500.0,0.499,0.001943650631615,-0.001,1.0,,Adult cell types,hcl_adult_celltype,0.0012046871424196,0.498,0.504,10.0,1574.0,787.0,787.0,False,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,coexpression_probability,top_5pct,10,79.0,0.5063291139240507,0.0,0.0063291139240506,10.0,,Adult cell types,hcl_adult_celltype,0.0,0.5063291139240507,0.5063291139240507,10.0,1574.0,787.0,787.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,mutual_information,top_100,10,100.0,0.589,0.0179195734076208,0.0889999999999999,10.0,,Adult cell types,hcl_adult_celltype,0.0111066666666666,0.57,0.62,10.0,1574.0,787.0,787.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,mutual_information,top_500,10,500.0,0.5272,0.0054324130099902,0.0272,10.0,,Adult cell types,hcl_adult_celltype,0.0033670444672508,0.52,0.538,10.0,1574.0,787.0,787.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,mutual_information,top_5pct,10,79.0,0.5936708860759493,0.0350236387669994,0.0936708860759493,10.0,,Adult cell types,hcl_adult_celltype,0.0217078762083351,0.5316455696202531,0.6582278481012658,10.0,1574.0,787.0,787.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,pearson,top_100,10,100.0,0.585,0.0212132034355963,0.0849999999999999,10.0,,Adult cell types,hcl_adult_celltype,0.0131480797076987,0.56,0.62,10.0,1574.0,787.0,787.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,pearson,top_500,10,500.0,0.5234,0.0089962955339035,0.0234,10.0,,Adult cell types,hcl_adult_celltype,0.0055759617406626,0.512,0.544,10.0,1574.0,787.0,787.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,pearson,top_5pct,10,79.0,0.6189873417721519,0.0210548100419825,0.1189873417721519,10.0,,Adult cell types,hcl_adult_celltype,0.0130499064652306,0.5949367088607594,0.6708860759493671,10.0,1574.0,787.0,787.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,spearman,top_100,10,100.0,0.586,0.0126491106406735,0.0859999999999999,10.0,,Adult cell types,hcl_adult_celltype,0.00784,0.57,0.6,10.0,1574.0,787.0,787.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,spearman,top_500,10,500.0,0.5242,0.0066298986082409,0.0242,10.0,,Adult cell types,hcl_adult_celltype,0.0041092537305722,0.508,0.532,10.0,1574.0,787.0,787.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,dorothea_ab,spearman,top_5pct,10,79.0,0.5746835443037974,0.0316877356211284,0.0746835443037974,10.0,,Adult cell types,hcl_adult_celltype,0.0196402620173791,0.5316455696202531,0.6329113924050633,10.0,1574.0,787.0,787.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust,codetection_odds_ratio,top_100,10,100.0,0.617,0.0298328677803526,0.1169999999999999,10.0,,Adult cell types,hcl_adult_celltype,0.0184906030188309,0.58,0.67,10.0,1056.0,528.0,528.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust,codetection_odds_ratio,top_500,10,500.0,0.5422,0.0084564242508941,0.0422,10.0,,Adult cell types,hcl_adult_celltype,0.0052413460527277,0.524,0.556,10.0,1056.0,528.0,528.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust,codetection_odds_ratio,top_5pct,10,53.0,0.7037735849056603,0.0479392176104641,0.2037735849056604,10.0,,Adult cell types,hcl_adult_celltype,0.0297130349115222,0.6037735849056604,0.7547169811320755,10.0,1056.0,528.0,528.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust,coexpression_probability,top_100,10,100.0,0.522,0.0042163702135578,0.022,10.0,,Adult cell types,hcl_adult_celltype,0.0026133333333333,0.52,0.53,10.0,1056.0,528.0,528.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust,coexpression_probability,top_500,10,500.0,0.5035999999999999,0.0035023801430836,0.0036,7.0,,Adult cell types,hcl_adult_celltype,0.0021707977028425,0.5,0.51,10.0,1056.0,528.0,528.0,False,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust,coexpression_probability,top_5pct,10,53.0,0.539622641509434,0.0097433543300815,0.0396226415094339,10.0,,Adult cell types,hcl_adult_celltype,0.0060389935796918,0.5283018867924528,0.5471698113207547,10.0,1056.0,528.0,528.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust,mutual_information,top_100,10,100.0,0.593,0.0094868329805051,0.0929999999999999,10.0,,Adult cell types,hcl_adult_celltype,0.00588,0.58,0.61,10.0,1056.0,528.0,528.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust,mutual_information,top_500,10,500.0,0.5354,0.007834397090892,0.0354,10.0,,Adult cell types,hcl_adult_celltype,0.0048558096246775,0.522,0.544,10.0,1056.0,528.0,528.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust,mutual_information,top_5pct,10,53.0,0.6679245283018868,0.0284065151965691,0.1679245283018867,10.0,,Adult cell types,hcl_adult_celltype,0.0176065405282314,0.6226415094339622,0.7169811320754716,10.0,1056.0,528.0,528.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust,pearson,top_100,10,100.0,0.614,0.0177638834592989,0.1139999999999999,10.0,,Adult cell types,hcl_adult_celltype,0.0110101690369504,0.58,0.64,10.0,1056.0,528.0,528.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust,pearson,top_500,10,500.0,0.5318,0.0042635405214185,0.0318,10.0,,Adult cell types,hcl_adult_celltype,0.0026425697930444,0.526,0.54,10.0,1056.0,528.0,528.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust,pearson,top_5pct,10,53.0,0.6679245283018868,0.0182281468505527,0.1679245283018867,10.0,,Adult cell types,hcl_adult_celltype,0.0112979224680672,0.6415094339622641,0.6981132075471698,10.0,1056.0,528.0,528.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust,spearman,top_100,10,100.0,0.623,0.0156702123647242,0.123,10.0,,Adult cell types,hcl_adult_celltype,0.009712498248248,0.6,0.64,10.0,1056.0,528.0,528.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust,spearman,top_500,10,500.0,0.5454000000000001,0.0071211734363875,0.0454,10.0,,Adult cell types,hcl_adult_celltype,0.0044137490237262,0.53,0.554,10.0,1056.0,528.0,528.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust,spearman,top_5pct,10,53.0,0.6377358490566037,0.0214206117810394,0.1377358490566037,10.0,,Adult cell types,hcl_adult_celltype,0.0132766327320548,0.6037735849056604,0.660377358490566,10.0,1056.0,528.0,528.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,codetection_odds_ratio,top_100,10,100.0,0.553,0.0290784379834191,0.053,10.0,,Adult cell types,hcl_adult_celltype,0.0180230025862013,0.51,0.61,10.0,484.0,242.0,242.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,codetection_odds_ratio,top_500,10,484.0,,0.0,,,,Adult cell types,hcl_adult_celltype,,,,0.0,484.0,242.0,242.0,False,Adult cell types,Endothelial cell,True,False
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,10,25.0,0.588,0.0379473319220205,0.088,10.0,,Adult cell types,hcl_adult_celltype,0.0235199999999999,0.52,0.64,10.0,484.0,242.0,242.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,coexpression_probability,top_100,10,100.0,0.5,0.0,0.0,0.0,,Adult cell types,hcl_adult_celltype,0.0,0.5,0.5,10.0,484.0,242.0,242.0,False,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,coexpression_probability,top_500,10,484.0,,0.0,,,,Adult cell types,hcl_adult_celltype,,,,0.0,484.0,242.0,242.0,False,Adult cell types,Endothelial cell,True,False
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,coexpression_probability,top_5pct,10,25.0,0.524,0.0126491106406735,0.024,10.0,,Adult cell types,hcl_adult_celltype,0.00784,0.52,0.56,10.0,484.0,242.0,242.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,mutual_information,top_100,10,100.0,0.525,0.0143372087784044,0.025,9.0,,Adult cell types,hcl_adult_celltype,0.0088862940657071,0.49,0.54,10.0,484.0,242.0,242.0,False,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,mutual_information,top_500,10,484.0,,0.0,,,,Adult cell types,hcl_adult_celltype,,,,0.0,484.0,242.0,242.0,False,Adult cell types,Endothelial cell,True,False
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,mutual_information,top_5pct,10,25.0,0.588,0.026997942308422,0.088,10.0,,Adult cell types,hcl_adult_celltype,0.0167334980071578,0.56,0.64,10.0,484.0,242.0,242.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,pearson,top_100,10,100.0,0.52,0.0221108319357026,0.02,8.0,,Adult cell types,hcl_adult_celltype,0.0137044356160899,0.5,0.56,10.0,484.0,242.0,242.0,False,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,pearson,top_500,10,484.0,,0.0,,,,Adult cell types,hcl_adult_celltype,,,,0.0,484.0,242.0,242.0,False,Adult cell types,Endothelial cell,True,False
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,pearson,top_5pct,10,25.0,0.608,0.0168654808542313,0.1079999999999999,10.0,,Adult cell types,hcl_adult_celltype,0.0104533333333333,0.6,0.64,10.0,484.0,242.0,242.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,spearman,top_100,10,100.0,0.532,0.0161932770686548,0.032,9.0,,Adult cell types,hcl_adult_celltype,0.0100366971105483,0.5,0.56,10.0,484.0,242.0,242.0,False,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,spearman,top_500,10,484.0,,0.0,,,,Adult cell types,hcl_adult_celltype,,,,0.0,484.0,242.0,242.0,False,Adult cell types,Endothelial cell,True,False
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,spearman,top_5pct,10,25.0,0.512,0.0619677335393186,0.012,6.0,,Adult cell types,hcl_adult_celltype,0.0384079991668402,0.44,0.6,10.0,484.0,242.0,242.0,False,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,codetection_odds_ratio,top_100,10,100.0,0.65,0.0149071198499986,0.15,10.0,,Adult cell types,hcl_adult_celltype,0.0092395286075042,0.63,0.67,10.0,2146.0,1073.0,1073.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,codetection_odds_ratio,top_500,10,500.0,0.5606,0.0102869928658583,0.0606,10.0,,Adult cell types,hcl_adult_celltype,0.006375944235083,0.548,0.578,10.0,2146.0,1073.0,1073.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,codetection_odds_ratio,top_5pct,10,108.0,0.6453703703703704,0.0180232115069832,0.1453703703703703,10.0,,Adult cell types,hcl_adult_celltype,0.0111709022261524,0.6111111111111112,0.6666666666666666,10.0,2146.0,1073.0,1073.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,coexpression_probability,top_100,10,100.0,0.518,0.0063245553203367,0.018,10.0,,Adult cell types,hcl_adult_celltype,0.00392,0.51,0.53,10.0,2146.0,1073.0,1073.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,coexpression_probability,top_500,10,500.0,0.5112,0.0021499353995462,0.0112,10.0,,Adult cell types,hcl_adult_celltype,0.0013325437662189,0.506,0.514,10.0,2146.0,1073.0,1073.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,coexpression_probability,top_5pct,10,108.0,0.5166666666666667,0.0058560697410525,0.0166666666666666,10.0,,Adult cell types,hcl_adult_celltype,0.0036296296296296,0.5092592592592593,0.5277777777777778,10.0,2146.0,1073.0,1073.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,mutual_information,top_100,10,100.0,0.626,0.0359629438913631,0.126,10.0,,Adult cell types,hcl_adult_celltype,0.0222900635560631,0.57,0.67,10.0,2146.0,1073.0,1073.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,mutual_information,top_500,10,500.0,0.5372,0.0071305290437978,0.0372,10.0,,Adult cell types,hcl_adult_celltype,0.0044195476892752,0.528,0.554,10.0,2146.0,1073.0,1073.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,mutual_information,top_5pct,10,108.0,0.625925925925926,0.0251500602314362,0.1259259259259259,10.0,,Adult cell types,hcl_adult_celltype,0.0155881688298649,0.5925925925925926,0.6666666666666666,10.0,2146.0,1073.0,1073.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,pearson,top_100,10,100.0,0.652,0.0181352940116472,0.152,10.0,,Adult cell types,hcl_adult_celltype,0.011240371682269,0.62,0.67,10.0,2146.0,1073.0,1073.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,pearson,top_500,10,500.0,0.5218,0.0070206045956804,0.0218,10.0,,Adult cell types,hcl_adult_celltype,0.0043514158104639,0.512,0.536,10.0,2146.0,1073.0,1073.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,pearson,top_5pct,10,108.0,0.6453703703703704,0.0247106406188247,0.1453703703703703,10.0,,Adult cell types,hcl_adult_celltype,0.0153158137322823,0.6111111111111112,0.6759259259259259,10.0,2146.0,1073.0,1073.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,spearman,top_100,10,100.0,0.621,0.0179195734076208,0.121,10.0,,Adult cell types,hcl_adult_celltype,0.0111066666666666,0.59,0.64,10.0,2146.0,1073.0,1073.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,spearman,top_500,10,500.0,0.5358,0.0096355822057852,0.0358,10.0,,Adult cell types,hcl_adult_celltype,0.0059721957250058,0.522,0.554,10.0,2146.0,1073.0,1073.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,spearman,top_5pct,10,108.0,0.6175925925925926,0.0243220843269697,0.1175925925925926,10.0,,Adult cell types,hcl_adult_celltype,0.0150749840475179,0.5833333333333334,0.6481481481481481,10.0,2146.0,1073.0,1073.0,True,Adult cell types,Endothelial cell,True,True
,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,codetection_odds_ratio,top_100,10,100.0,0.513,0.0125166555703457,0.013,6.0,,Adult cell types,hcl_adult_celltype,0.0077579034968647,0.5,0.53,10.0,336.0,168.0,168.0,False,Adult cell types,Enterocyte,True,True
,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,codetection_odds_ratio,top_500,10,336.0,,0.0,,,,Adult cell types,hcl_adult_celltype,,,,0.0,336.0,168.0,168.0,False,Adult cell types,Enterocyte,True,False
,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,codetection_odds_ratio,top_5pct,10,17.0,0.6647058823529413,0.0834197936713044,0.1647058823529412,10.0,,Adult cell types,hcl_adult_celltype,0.0517041237887538,0.5882352941176471,0.8235294117647058,10.0,336.0,168.0,168.0,True,Adult cell types,Enterocyte,True,True
,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,coexpression_probability,top_100,10,100.0,0.502,0.0131656117720876,0.002,3.0,,Adult cell types,hcl_adult_celltype,0.0081601307179072,0.48,0.53,10.0,336.0,168.0,168.0,False,Adult cell types,Enterocyte,True,True
,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,coexpression_probability,top_500,10,336.0,,0.0,,,,Adult cell types,hcl_adult_celltype,,,,0.0,336.0,168.0,168.0,False,Adult cell types,Enterocyte,True,False
,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,coexpression_probability,top_5pct,10,17.0,0.4882352941176471,0.0284144642082145,-0.0117647058823529,3.0,,Adult cell types,hcl_adult_celltype,0.017611467376693,0.4705882352941176,0.5294117647058824,10.0,336.0,168.0,168.0,False,Adult cell types,Enterocyte,True,True
,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,mutual_information,top_100,10,100.0,0.516,0.0117378779077726,0.016,9.0,,Adult cell types,hcl_adult_celltype,0.0072752121007645,0.49,0.53,10.0,336.0,168.0,168.0,False,Adult cell types,Enterocyte,True,True
,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,mutual_information,top_500,10,336.0,,0.0,,,,Adult cell types,hcl_adult_celltype,,,,0.0,336.0,168.0,168.0,False,Adult cell types,Enterocyte,True,False
,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,mutual_information,top_5pct,10,17.0,0.6647058823529413,0.0623147003218459,0.1647058823529412,10.0,,Adult cell types,hcl_adult_celltype,0.0386230514066606,0.5882352941176471,0.7647058823529411,10.0,336.0,168.0,168.0,True,Adult cell types,Enterocyte,True,True
,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,pearson,top_100,10,100.0,0.508,0.0147572957474524,0.008,6.0,,Adult cell types,hcl_adult_celltype,0.0091466666666666,0.49,0.54,10.0,336.0,168.0,168.0,False,Adult cell types,Enterocyte,True,True
,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,pearson,top_500,10,336.0,,0.0,,,,Adult cell types,hcl_adult_celltype,,,,0.0,336.0,168.0,168.0,False,Adult cell types,Enterocyte,True,False
,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,pearson,top_5pct,10,17.0,0.6647058823529413,0.0397028563359148,0.1647058823529412,10.0,,Adult cell types,hcl_adult_celltype,0.0246080853046438,0.6470588235294118,0.7647058823529411,10.0,336.0,168.0,168.0,True,Adult cell types,Enterocyte,True,True
,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,spearman,top_100,10,100.0,0.511,0.0159513148186738,0.011,7.0,,Adult cell types,hcl_adult_celltype,0.0098867273542754,0.49,0.54,10.0,336.0,168.0,168.0,False,Adult cell types,Enterocyte,True,True
,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,spearman,top_500,10,336.0,,0.0,,,,Adult cell types,hcl_adult_celltype,,,,0.0,336.0,168.0,168.0,False,Adult cell types,Enterocyte,True,False
,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,spearman,top_5pct,10,17.0,0.7,0.0584958191771619,0.2,10.0,,Adult cell types,hcl_adult_celltype,0.0362560843506488,0.6470588235294118,0.7647058823529411,10.0,336.0,168.0,168.0,True,Adult cell types,Enterocyte,True,True
,ZJU_HCL_adult_celltype,Enterocyte,trrust,codetection_odds_ratio,top_100,10,100.0,0.531,0.0260128173535022,0.031,8.0,,Adult cell types,hcl_adult_celltype,0.016122911234224,0.49,0.56,10.0,308.0,154.0,154.0,False,Adult cell types,Enterocyte,True,True
,ZJU_HCL_adult_celltype,Enterocyte,trrust,codetection_odds_ratio,top_500,10,308.0,,0.0,,,,Adult cell types,hcl_adult_celltype,,,,0.0,308.0,154.0,154.0,False,Adult cell types,Enterocyte,True,False
,ZJU_HCL_adult_celltype,Enterocyte,trrust,codetection_odds_ratio,top_5pct,10,16.0,0.7,0.0709557765246933,0.2,10.0,,Adult cell types,hcl_adult_celltype,0.0439788459249317,0.5625,0.8125,10.0,308.0,154.0,154.0,True,Adult cell types,Enterocyte,True,True
,ZJU_HCL_adult_celltype,Enterocyte,trrust,coexpression_probability,top_100,10,100.0,0.532,0.0113529242439509,0.032,10.0,,Adult cell types,hcl_adult_celltype,0.007036615347989,0.52,0.56,10.0,308.0,154.0,154.0,True,Adult cell types,Enterocyte,True,True
