context_group,pathway,top_level,combinations,combinations_fdr_in_at_least_5_repeats,median_fold_enrichment,best_bh_fdr,support_fraction,context_level
Adult tissues,Mitotic Spindle,top_500,80,0,1.7265306122448978,0.0235407780386716,0.0,Adult tissues
Adult tissues,Mitotic Spindle,top_5pct,80,0,0.0,0.0611233153204334,0.0,Adult tissues
Adult tissues,Mtorc1 Signaling,top_100,80,19,1.761870692285672,7.507852476447798e-08,0.2375,Adult tissues
Adult tissues,Mtorc1 Signaling,top_500,80,22,1.598684210526316,0.0002101716995773,0.275,Adult tissues
Adult tissues,Mtorc1 Signaling,top_5pct,80,13,1.188226174410385,4.447536354942868e-07,0.1625,Adult tissues
Adult tissues,Myc Targets V1,top_100,80,0,0.5074596540113782,0.0816569515357864,0.0,Adult tissues
Adult tissues,Myc Targets V1,top_500,80,13,1.0216049382716048,0.001016003234241,0.1625,Adult tissues
Adult tissues,Myc Targets V1,top_5pct,80,0,0.0,0.1773418012002717,0.0,Adult tissues
Adult tissues,Myc Targets V2,top_100,80,0,0.0,0.0768347560495065,0.0,Adult tissues
Adult tissues,Myc Targets V2,top_500,80,1,0.7883051161203516,0.0187304280804471,0.0125,Adult tissues
Adult tissues,Myc Targets V2,top_5pct,80,0,0.0,0.3697732475008358,0.0,Adult tissues
Adult tissues,Myogenesis,top_100,80,3,2.3576923076923073,0.0190603886524269,0.0375,Adult tissues
Adult tissues,Myogenesis,top_500,80,4,1.4218158272248875,0.0090007280341287,0.05,Adult tissues
Adult tissues,Myogenesis,top_5pct,80,5,2.449670008354219,0.0013178114593503,0.0625,Adult tissues
Adult tissues,Notch Signaling,top_100,50,0,0.0,1.0,0.0,Adult tissues
Adult tissues,Notch Signaling,top_500,50,0,0.0,0.2657710280373832,0.0,Adult tissues
Adult tissues,Notch Signaling,top_5pct,50,0,0.0,1.0,0.0,Adult tissues
Adult tissues,Oxidative Phosphorylation,top_100,80,0,0.5247902949340056,0.5162727286624699,0.0,Adult tissues
Adult tissues,Oxidative Phosphorylation,top_500,80,0,0.6418560606060606,0.2938870884046364,0.0,Adult tissues
Adult tissues,Oxidative Phosphorylation,top_5pct,80,0,0.0,0.6232826871580638,0.0,Adult tissues
Adult tissues,P53 Pathway,top_100,80,19,2.2464586329443783,0.0008992722647445,0.2375,Adult tissues
Adult tissues,P53 Pathway,top_500,80,32,1.522222222222222,2.727317025186678e-05,0.4,Adult tissues
Adult tissues,P53 Pathway,top_5pct,80,13,3.599968543012274,0.0008992722647445,0.1625,Adult tissues
Adult tissues,Pancreas Beta Cells,top_100,55,0,0.0,1.0,0.0,Adult tissues
Adult tissues,Pancreas Beta Cells,top_500,55,0,0.0,1.0,0.0,Adult tissues
Adult tissues,Pancreas Beta Cells,top_5pct,55,0,0.0,1.0,0.0,Adult tissues
Adult tissues,Peroxisome,top_100,80,0,1.1690900719262063,0.0801679559950822,0.0,Adult tissues
Adult tissues,Peroxisome,top_500,80,1,1.0356744988892217,0.0102600190421229,0.0125,Adult tissues
Adult tissues,Peroxisome,top_5pct,80,0,0.0,0.1798318353989854,0.0,Adult tissues
Adult tissues,Pi3K Akt Mtor Signaling,top_100,80,4,1.964060410488982,0.0179539609283632,0.05,Adult tissues
Adult tissues,Pi3K Akt Mtor Signaling,top_500,80,2,1.6592592592592592,0.0008448776978425,0.025,Adult tissues
Adult tissues,Pi3K Akt Mtor Signaling,top_5pct,80,2,0.0,0.0250276504499421,0.025,Adult tissues
Adult tissues,Protein Secretion,top_100,70,0,0.0,0.4144736842105262,0.0,Adult tissues
Adult tissues,Protein Secretion,top_500,70,0,0.8223241947273987,0.3781112091791703,0.0,Adult tissues
Adult tissues,Protein Secretion,top_5pct,70,0,0.0,0.6264238737138015,0.0,Adult tissues
Adult tissues,Reactive Oxygen Species Pathway,top_100,80,7,1.6514944103923521,0.0210613083063136,0.0875,Adult tissues
Adult tissues,Reactive Oxygen Species Pathway,top_500,80,6,1.5394837044269254,0.0019897895704736,0.075,Adult tissues
Adult tissues,Reactive Oxygen Species Pathway,top_5pct,80,9,0.0,0.0155936133319134,0.1125,Adult tissues
Adult tissues,Spermatogenesis,top_100,70,0,0.0,0.2470980019029495,0.0,Adult tissues
Adult tissues,Spermatogenesis,top_500,70,0,0.0,0.3277022474474756,0.0,Adult tissues
Adult tissues,Spermatogenesis,top_5pct,70,0,0.0,0.2470980019029495,0.0,Adult tissues
Adult tissues,Tgf Beta Signaling,top_100,80,0,1.3670024270199836,0.0481780798503721,0.0,Adult tissues
Adult tissues,Tgf Beta Signaling,top_500,80,6,1.6840277777777777,0.0026702896654594,0.075,Adult tissues
Adult tissues,Tgf Beta Signaling,top_5pct,80,0,0.0,0.1768031090453587,0.0,Adult tissues
Adult tissues,Tnfa Signaling Via Nfkb,top_100,80,41,2.077520010853344,2.275700645630496e-18,0.5125,Adult tissues
Adult tissues,Tnfa Signaling Via Nfkb,top_500,80,70,1.9139454094292805,5.118213880440939e-19,0.875,Adult tissues
Adult tissues,Tnfa Signaling Via Nfkb,top_5pct,80,23,3.0617273850742,2.275700645630496e-18,0.2875,Adult tissues
Adult tissues,Unfolded Protein Response,top_100,80,0,1.1208153458731624,0.1005615786776941,0.0,Adult tissues
Adult tissues,Unfolded Protein Response,top_500,80,1,1.492063492063492,0.0126315139046613,0.0125,Adult tissues
Adult tissues,Unfolded Protein Response,top_5pct,80,0,1.3516596580641989,0.2195495367628934,0.0,Adult tissues
Adult tissues,Uv Response Dn,top_100,80,6,1.657782414767709,0.0003033534079068,0.075,Adult tissues
Adult tissues,Uv Response Dn,top_500,80,8,1.6043944738389184,0.0010171761490906,0.1,Adult tissues
Adult tissues,Uv Response Dn,top_5pct,80,4,2.367796184908805,0.001376015113206,0.05,Adult tissues
Adult tissues,Uv Response Up,top_100,80,8,1.9762388678668348,0.0047063761621764,0.1,Adult tissues
Adult tissues,Uv Response Up,top_500,80,30,1.7181818181818185,4.481107393147285e-05,0.375,Adult tissues
Adult tissues,Uv Response Up,top_5pct,80,0,3.0616071428571425,0.0411672758604975,0.0,Adult tissues
Adult tissues,Wnt Beta Catenin Signaling,top_100,50,0,0.0,0.2526924978759856,0.0,Adult tissues
Adult tissues,Wnt Beta Catenin Signaling,top_500,50,0,2.0432098765432096,0.0867303721713068,0.0,Adult tissues
Adult tissues,Wnt Beta Catenin Signaling,top_5pct,50,0,0.0,0.285720129405109,0.0,Adult tissues
Adult tissues,Xenobiotic Metabolism,top_100,80,0,1.0306038808170208,0.1353141572677105,0.0,Adult tissues
Adult tissues,Xenobiotic Metabolism,top_500,80,0,1.1749650141860286,0.0739609180411236,0.0,Adult tissues
Adult tissues,Xenobiotic Metabolism,top_5pct,80,0,0.0,0.1972336131551445,0.0,Adult tissues
PBMC datasets,Adipogenesis,top_100,60,0,0.9644088412521098,0.2754046077560415,0.0,PBMC datasets
PBMC datasets,Adipogenesis,top_500,60,1,1.1209385984704912,0.0024775710540016,0.016666666666666666,PBMC datasets
PBMC datasets,Adipogenesis,top_5pct,60,0,0.9607985739216145,0.2754046077560415,0.0,PBMC datasets
PBMC datasets,Allograft Rejection,top_100,60,48,4.596105595341568,3.9691996645174905e-08,0.8,PBMC datasets
PBMC datasets,Allograft Rejection,top_500,60,60,3.9320486726973582,5.304654138066796e-23,1.0,PBMC datasets
PBMC datasets,Allograft Rejection,top_5pct,60,45,4.33106666487196,5.2862317086813165e-14,0.75,PBMC datasets
PBMC datasets,Androgen Response,top_100,60,0,0.0,0.6244681093656341,0.0,PBMC datasets
PBMC datasets,Androgen Response,top_500,60,0,0.5498256209793648,0.196602342659967,0.0,PBMC datasets
PBMC datasets,Androgen Response,top_5pct,60,0,0.0,0.2332099133562269,0.0,PBMC datasets
PBMC datasets,Angiogenesis,top_100,60,0,0.0,0.2496365577439886,0.0,PBMC datasets
PBMC datasets,Angiogenesis,top_500,60,8,3.4807482588011194,0.0037212966152179,0.13333333333333333,PBMC datasets
PBMC datasets,Angiogenesis,top_5pct,60,1,0.0,0.0395325464440379,0.016666666666666666,PBMC datasets
PBMC datasets,Apical Junction,top_100,60,1,2.0564342612044815,0.0171889681257725,0.016666666666666666,PBMC datasets
PBMC datasets,Apical Junction,top_500,60,18,1.7036042437545895,0.0002229005658021,0.3,PBMC datasets
PBMC datasets,Apical Junction,top_5pct,60,15,1.682410319357292,0.0002229005658021,0.25,PBMC datasets
PBMC datasets,Apical Surface,top_100,60,6,4.14203152191109,0.0028145297977095,0.1,PBMC datasets
PBMC datasets,Apical Surface,top_500,60,19,3.3217234240914366,0.0001436163097896,0.31666666666666665,PBMC datasets
PBMC datasets,Apical Surface,top_5pct,60,11,3.866805340819032,0.0013351597244353,0.18333333333333332,PBMC datasets
PBMC datasets,Apoptosis,top_100,60,9,2.172830882352941,0.0007176241538286,0.15,PBMC datasets
PBMC datasets,Apoptosis,top_500,60,59,3.102374072902761,5.6758880936062744e-14,0.9833333333333333,PBMC datasets
PBMC datasets,Apoptosis,top_5pct,60,31,2.9363220058891306,1.5628169259730608e-10,0.5166666666666667,PBMC datasets
PBMC datasets,Bile Acid Metabolism,top_100,60,0,1.9534384457497889,0.3909207935786763,0.0,PBMC datasets
PBMC datasets,Bile Acid Metabolism,top_500,60,1,1.7213496874885152,0.0157640401654153,0.016666666666666666,PBMC datasets
PBMC datasets,Bile Acid Metabolism,top_5pct,60,0,2.07398148753225,0.1934320457134735,0.0,PBMC datasets
PBMC datasets,Cholesterol Homeostasis,top_100,60,0,2.284520043854127,0.0787548040479406,0.0,PBMC datasets
PBMC datasets,Cholesterol Homeostasis,top_500,60,8,1.9890209230199896,0.0019437625735764,0.13333333333333333,PBMC datasets
PBMC datasets,Cholesterol Homeostasis,top_5pct,60,1,2.24104446894081,0.0154773125274502,0.016666666666666666,PBMC datasets
PBMC datasets,Coagulation,top_100,60,0,3.0940139528793824,0.072790558565433,0.0,PBMC datasets
PBMC datasets,Coagulation,top_500,60,1,2.213017346521445,0.0228898756576124,0.016666666666666666,PBMC datasets
PBMC datasets,Coagulation,top_5pct,60,1,2.961052963511354,0.0187188110435255,0.016666666666666666,PBMC datasets
PBMC datasets,Complement,top_100,60,25,3.2595200086442864,2.9229527646845613e-05,0.4166666666666667,PBMC datasets
PBMC datasets,Complement,top_500,60,57,3.0835047685707857,1.0277387466284983e-10,0.95,PBMC datasets
PBMC datasets,Complement,top_5pct,60,43,4.110467540220965,1.1443531771551701e-09,0.7166666666666667,PBMC datasets
PBMC datasets,Dna Repair,top_100,60,0,0.0,0.7780885105964338,0.0,PBMC datasets
PBMC datasets,Dna Repair,top_500,60,0,0.37610295456754034,0.2843898878287593,0.0,PBMC datasets
PBMC datasets,Dna Repair,top_5pct,60,0,0.0,0.9408723032541648,0.0,PBMC datasets
PBMC datasets,E2F Targets,top_100,60,0,1.0095138050398171,0.128410152610283,0.0,PBMC datasets
PBMC datasets,E2F Targets,top_500,60,7,0.9358374487426862,0.0024293514463459,0.11666666666666667,PBMC datasets
PBMC datasets,E2F Targets,top_5pct,60,0,0.4850406400699482,0.4383471860837343,0.0,PBMC datasets
PBMC datasets,Epithelial Mesenchymal Transition,top_100,60,4,2.7082185828877003,0.0254532384383328,0.06666666666666667,PBMC datasets
PBMC datasets,Epithelial Mesenchymal Transition,top_500,60,31,2.640164251768023,5.902689231432663e-06,0.5166666666666667,PBMC datasets
PBMC datasets,Epithelial Mesenchymal Transition,top_5pct,60,18,2.839665269329987,2.5684556636998163e-06,0.3,PBMC datasets
PBMC datasets,Estrogen Response Early,top_100,60,0,1.5509963787924574,0.0637371326527611,0.0,PBMC datasets
PBMC datasets,Estrogen Response Early,top_500,60,2,1.9183990813793679,0.0037725876435296,0.03333333333333333,PBMC datasets
PBMC datasets,Estrogen Response Early,top_5pct,60,2,1.5587074649068084,0.0042301424878434,0.03333333333333333,PBMC datasets
PBMC datasets,Estrogen Response Late,top_100,60,0,1.8890921334894002,0.0354374636237211,0.0,PBMC datasets
PBMC datasets,Estrogen Response Late,top_500,60,17,2.0756191693333808,0.000237673513494,0.2833333333333333,PBMC datasets
PBMC datasets,Estrogen Response Late,top_5pct,60,19,1.827432983682984,0.0002883883725036,0.31666666666666665,PBMC datasets
PBMC datasets,Fatty Acid Metabolism,top_100,60,0,0.0,0.0345851177310596,0.0,PBMC datasets
PBMC datasets,Fatty Acid Metabolism,top_500,60,6,1.276797455688965,0.0024615702911585,0.1,PBMC datasets
PBMC datasets,Fatty Acid Metabolism,top_5pct,60,0,0.6824567832997844,0.0417610835876711,0.0,PBMC datasets
PBMC datasets,G2M Checkpoint,top_100,60,0,1.1107576974112507,0.1292407746352071,0.0,PBMC datasets
PBMC datasets,G2M Checkpoint,top_500,60,5,1.2914212875514095,0.0005052311958005,0.08333333333333333,PBMC datasets
PBMC datasets,G2M Checkpoint,top_5pct,60,0,0.5213026319820737,0.3469451312852256,0.0,PBMC datasets
PBMC datasets,Glycolysis,top_100,60,0,1.1492070905487517,0.0253670633704708,0.0,PBMC datasets
PBMC datasets,Glycolysis,top_500,60,12,1.5061285665514088,0.000116066531328,0.2,PBMC datasets
PBMC datasets,Glycolysis,top_5pct,60,4,0.9365768762186624,0.0039810371884112,0.06666666666666667,PBMC datasets
PBMC datasets,Hedgehog Signaling,top_100,60,6,3.6621268750629214,0.026118760020207,0.1,PBMC datasets
PBMC datasets,Hedgehog Signaling,top_500,60,7,2.7107343717035137,0.001867422162276,0.11666666666666667,PBMC datasets
PBMC datasets,Hedgehog Signaling,top_5pct,60,6,2.6368461663417806,0.0036364732218966,0.1,PBMC datasets
PBMC datasets,Heme Metabolism,top_100,60,0,1.2116459025470654,0.1286046941130069,0.0,PBMC datasets
PBMC datasets,Heme Metabolism,top_500,60,2,1.4663722530664411,0.021497955081805,0.03333333333333333,PBMC datasets
PBMC datasets,Heme Metabolism,top_5pct,60,1,1.7988602568120944,0.0151005510268355,0.016666666666666666,PBMC datasets
PBMC datasets,Hypoxia,top_100,60,24,3.267240158656192,5.783736287308976e-06,0.4,PBMC datasets
PBMC datasets,Hypoxia,top_500,60,55,2.5844779988443314,9.603992582365634e-10,0.9166666666666666,PBMC datasets
PBMC datasets,Hypoxia,top_5pct,60,32,2.95109742949069,1.8821671142491714e-10,0.5333333333333333,PBMC datasets
PBMC datasets,Il2 Stat5 Signaling,top_100,60,1,1.4524276855150227,0.0198843357055973,0.016666666666666666,PBMC datasets
PBMC datasets,Il2 Stat5 Signaling,top_500,60,25,1.9008921873306,3.637535985029808e-05,0.4166666666666667,PBMC datasets
PBMC datasets,Il2 Stat5 Signaling,top_5pct,60,8,1.7726501257373513,0.0030959051903777,0.13333333333333333,PBMC datasets
PBMC datasets,Il6 Jak Stat3 Signaling,top_100,60,26,5.4849714865917445,3.638916340033991e-07,0.43333333333333335,PBMC datasets
PBMC datasets,Il6 Jak Stat3 Signaling,top_500,60,56,4.652534162835896,1.0504762201724729e-13,0.9333333333333333,PBMC datasets
PBMC datasets,Il6 Jak Stat3 Signaling,top_5pct,60,35,4.652056895926544,1.0704268432083359e-10,0.5833333333333334,PBMC datasets
PBMC datasets,Inflammatory Response,top_100,60,50,4.7720278182829485,5.6084890872335794e-08,0.8333333333333334,PBMC datasets
PBMC datasets,Inflammatory Response,top_500,60,60,3.731661875358288,2.106638727843376e-15,1.0,PBMC datasets
PBMC datasets,Inflammatory Response,top_5pct,60,47,4.720648033947416,1.6232561823399018e-11,0.7833333333333333,PBMC datasets
PBMC datasets,Interferon Alpha Response,top_100,60,18,2.364684581665714,0.0002807772950843,0.3,PBMC datasets
PBMC datasets,Interferon Alpha Response,top_500,60,33,2.3799659272874534,1.0964013751003692e-12,0.55,PBMC datasets
PBMC datasets,Interferon Alpha Response,top_5pct,60,20,2.8541500526332575,8.90940490865962e-14,0.3333333333333333,PBMC datasets
PBMC datasets,Interferon Gamma Response,top_100,60,39,3.6637518415181334,1.2459757487803392e-10,0.65,PBMC datasets
PBMC datasets,Interferon Gamma Response,top_500,60,58,3.1098861152513395,5.432954586588451e-21,0.9666666666666667,PBMC datasets
PBMC datasets,Interferon Gamma Response,top_5pct,60,40,3.5453647416413374,5.37652284454488e-21,0.6666666666666666,PBMC datasets
PBMC datasets,Kras Signaling Dn,top_100,60,0,0.0,0.4147059280311854,0.0,PBMC datasets
PBMC datasets,Kras Signaling Dn,top_500,60,0,1.166513127169809,0.198813840275406,0.0,PBMC datasets
PBMC datasets,Kras Signaling Dn,top_5pct,60,0,0.0,0.1374743609027329,0.0,PBMC datasets
PBMC datasets,Kras Signaling Up,top_100,60,16,3.489251227270921,0.0005594226679944,0.26666666666666666,PBMC datasets
PBMC datasets,Kras Signaling Up,top_500,60,40,2.909572046075875,1.285020709843573e-06,0.6666666666666666,PBMC datasets
PBMC datasets,Kras Signaling Up,top_5pct,60,34,3.9568546631285075,3.462208831867751e-08,0.5666666666666667,PBMC datasets
PBMC datasets,Mitotic Spindle,top_100,60,0,0.0,0.1745682092064372,0.0,PBMC datasets
PBMC datasets,Mitotic Spindle,top_500,60,1,0.6628595421709982,0.0159452282940153,0.016666666666666666,PBMC datasets
PBMC datasets,Mitotic Spindle,top_5pct,60,2,0.0,0.0172769092785331,0.03333333333333333,PBMC datasets
PBMC datasets,Mtorc1 Signaling,top_100,60,2,1.3475407602510323,0.0031119622412854,0.03333333333333333,PBMC datasets
PBMC datasets,Mtorc1 Signaling,top_500,60,13,1.5404991332785367,0.0002657569470206,0.21666666666666667,PBMC datasets
PBMC datasets,Mtorc1 Signaling,top_5pct,60,5,1.1554757810383833,0.0001717466065153,0.08333333333333333,PBMC datasets
PBMC datasets,Myc Targets V1,top_100,60,0,0.0,0.2536488773549813,0.0,PBMC datasets
PBMC datasets,Myc Targets V1,top_500,60,0,0.8807425006900589,0.0136856831452234,0.0,PBMC datasets
PBMC datasets,Myc Targets V1,top_5pct,60,0,0.16452292110197342,0.0607932860515646,0.0,PBMC datasets
PBMC datasets,Myc Targets V2,top_100,60,0,0.0,0.0862146699545073,0.0,PBMC datasets
PBMC datasets,Myc Targets V2,top_500,60,0,1.0774227020844254,0.1637954444381195,0.0,PBMC datasets
PBMC datasets,Myc Targets V2,top_5pct,60,0,0.0,0.481704747605272,0.0,PBMC datasets
PBMC datasets,Myogenesis,top_100,60,2,2.0760435521061287,0.0379830190876195,0.03333333333333333,PBMC datasets
PBMC datasets,Myogenesis,top_500,60,10,2.0759676214367473,0.0005128725355777,0.16666666666666666,PBMC datasets
PBMC datasets,Myogenesis,top_5pct,60,8,2.5960354058180144,0.0015983796517697,0.13333333333333333,PBMC datasets
PBMC datasets,Notch Signaling,top_100,60,0,0.0,0.4188085511945736,0.0,PBMC datasets
PBMC datasets,Notch Signaling,top_500,60,0,1.665146948831889,0.261939912157598,0.0,PBMC datasets
PBMC datasets,Notch Signaling,top_5pct,60,0,0.0,0.2687229483860532,0.0,PBMC datasets
PBMC datasets,Oxidative Phosphorylation,top_100,60,0,0.0,0.2313715876035604,0.0,PBMC datasets
PBMC datasets,Oxidative Phosphorylation,top_500,60,0,0.5018587740517109,0.0990065827293604,0.0,PBMC datasets
PBMC datasets,Oxidative Phosphorylation,top_5pct,60,0,0.0,0.2467830330252012,0.0,PBMC datasets
PBMC datasets,P53 Pathway,top_100,60,6,2.1184028737220224,0.0031578192942315,0.1,PBMC datasets
PBMC datasets,P53 Pathway,top_500,60,37,1.8809306040025193,1.1377785369359613e-07,0.6166666666666667,PBMC datasets
PBMC datasets,P53 Pathway,top_5pct,60,13,1.753540771251868,9.09194737066976e-05,0.21666666666666667,PBMC datasets
PBMC datasets,Pancreas Beta Cells,top_100,50,0,0.0,0.3434900930846827,0.0,PBMC datasets
PBMC datasets,Pancreas Beta Cells,top_500,50,0,0.0,0.0688148922491627,0.0,PBMC datasets
PBMC datasets,Pancreas Beta Cells,top_5pct,50,0,0.0,0.0890240618020463,0.0,PBMC datasets
PBMC datasets,Peroxisome,top_100,60,0,0.0,0.1727247891115642,0.0,PBMC datasets
PBMC datasets,Peroxisome,top_500,60,0,1.2547463312121534,0.0351234935121843,0.0,PBMC datasets
PBMC datasets,Peroxisome,top_5pct,60,0,0.5959519293877704,0.061446093444005,0.0,PBMC datasets
PBMC datasets,Pi3K Akt Mtor Signaling,top_100,60,4,2.2837918215598196,0.0116974246354919,0.06666666666666667,PBMC datasets
PBMC datasets,Pi3K Akt Mtor Signaling,top_500,60,14,1.861685425693323,0.0002289371244278,0.23333333333333334,PBMC datasets
PBMC datasets,Pi3K Akt Mtor Signaling,top_5pct,60,6,2.589067360093672,0.0002540728557617,0.1,PBMC datasets
PBMC datasets,Protein Secretion,top_100,60,0,0.0,0.5930269732526701,0.0,PBMC datasets
PBMC datasets,Protein Secretion,top_500,60,0,0.5540602227749846,0.2944860792647757,0.0,PBMC datasets
PBMC datasets,Protein Secretion,top_5pct,60,0,0.0,0.4218608671466636,0.0,PBMC datasets
PBMC datasets,Reactive Oxygen Species Pathway,top_100,60,0,1.901654069835888,0.0768431102931833,0.0,PBMC datasets
PBMC datasets,Reactive Oxygen Species Pathway,top_500,60,2,1.5496435364579184,0.0107225286172497,0.03333333333333333,PBMC datasets
PBMC datasets,Reactive Oxygen Species Pathway,top_5pct,60,3,1.6433348576205717,0.0127659597876015,0.05,PBMC datasets
PBMC datasets,Spermatogenesis,top_100,55,0,0.0,1.0,0.0,PBMC datasets
PBMC datasets,Spermatogenesis,top_500,55,0,0.0,0.5154127100073046,0.0,PBMC datasets
PBMC datasets,Spermatogenesis,top_5pct,55,0,0.0,0.5560310737710449,0.0,PBMC datasets
PBMC datasets,Tgf Beta Signaling,top_100,60,0,1.319665557610604,0.1576776626585279,0.0,PBMC datasets
PBMC datasets,Tgf Beta Signaling,top_500,60,11,1.7199861424993683,0.0006043847726249,0.18333333333333332,PBMC datasets
PBMC datasets,Tgf Beta Signaling,top_5pct,60,7,0.21178955453149004,0.0026657260522092,0.11666666666666667,PBMC datasets
PBMC datasets,Tnfa Signaling Via Nfkb,top_100,60,36,3.2064560109906446,4.074876237980929e-07,0.6,PBMC datasets
PBMC datasets,Tnfa Signaling Via Nfkb,top_500,60,60,2.920618713242446,1.1419291992172154e-18,1.0,PBMC datasets
PBMC datasets,Tnfa Signaling Via Nfkb,top_5pct,60,37,3.2106267056102373,4.7464916949637946e-18,0.6166666666666667,PBMC datasets
PBMC datasets,Unfolded Protein Response,top_100,60,0,0.0,0.0628622950720148,0.0,PBMC datasets
PBMC datasets,Unfolded Protein Response,top_500,60,3,1.0940716618451685,0.0022171178890761,0.05,PBMC datasets
PBMC datasets,Unfolded Protein Response,top_5pct,60,3,0.46651960297471123,0.0016998572351755,0.05,PBMC datasets
PBMC datasets,Uv Response Dn,top_100,60,2,2.125761224603941,0.0234538805736571,0.03333333333333333,PBMC datasets
PBMC datasets,Uv Response Dn,top_500,60,12,1.7628925234821586,0.000141064928904,0.2,PBMC datasets
PBMC datasets,Uv Response Dn,top_5pct,60,1,1.4577922077922079,0.0220689119034311,0.016666666666666666,PBMC datasets
PBMC datasets,Uv Response Up,top_100,60,6,2.5293479233798783,0.0003194537821693,0.1,PBMC datasets
PBMC datasets,Uv Response Up,top_500,60,21,1.9464708372424027,0.0024497066316027,0.35,PBMC datasets
PBMC datasets,Uv Response Up,top_5pct,60,4,2.031046914017235,0.0013153858510181,0.06666666666666667,PBMC datasets
PBMC datasets,Wnt Beta Catenin Signaling,top_100,60,0,2.854905995167623,0.0722898480578511,0.0,PBMC datasets
PBMC datasets,Wnt Beta Catenin Signaling,top_500,60,6,2.5369296856673706,0.0053440382975285,0.1,PBMC datasets
PBMC datasets,Wnt Beta Catenin Signaling,top_5pct,60,2,1.7554365784894221,0.0221437307034802,0.03333333333333333,PBMC datasets
PBMC datasets,Xenobiotic Metabolism,top_100,60,0,0.707495252646513,0.1099306510388495,0.0,PBMC datasets
PBMC datasets,Xenobiotic Metabolism,top_500,60,2,1.3450232023928537,0.002114817333266,0.03333333333333333,PBMC datasets
PBMC datasets,Xenobiotic Metabolism,top_5pct,60,0,0.5801219843253524,0.2963439001495551,0.0,PBMC datasets
